profile,grid_size,candidate_count,prescreen_count,greedy_layout,greedy_objective,swap_layout,swap_objective,exhaustive_best_layout,exhaustive_best_objective,greedy_swap_gap_to_exhaustive,exhaustive_combo_count
medium,120,120,40,v1_p074+v1_p081+v1_p086,8.883091985145456e-05,v1_p074+v1_p081+v1_p086,8.883091985145456e-05,v1_p105+v1_p074+v1_p098,9.190399897081937e-05,0.033437926029100826,9880
