snr_total_db,replicate,sample_count,true_k,estimated_k,correct_k,frequency_mae_hz,amplitude_relative_error,phase_mae_rad,waveform_rmse,condition_design,ill_conditioned,runtime_seconds,component_1_snr_db,component_2_snr_db,component_3_snr_db,component_4_snr_db
-20.0,0,40001,4,3,False,nan,nan,nan,0.009054619875041709,1.000109938259444,False,0.491923500005214,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-20.0,1,40001,4,3,False,nan,nan,nan,0.008678609994742771,1.0001197063043528,False,0.5260166999942157,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-20.0,2,40001,4,2,False,nan,nan,nan,0.0162135190991737,1.0000831081052175,False,0.5137436000004527,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-20.0,3,40001,4,3,False,nan,nan,nan,0.009616551283559718,1.0001263134396825,False,0.4792133999944781,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-20.0,4,40001,4,3,False,nan,nan,nan,0.009453003107720894,1.0001908869352054,False,0.47979579999810085,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-20.0,5,40001,4,3,False,nan,nan,nan,0.009151449400665762,1.000166799445575,False,0.4799940000011702,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-20.0,6,40001,4,3,False,nan,nan,nan,0.009794946870108227,1.0001601319634106,False,0.5219118000022718,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-20.0,7,40001,4,3,False,nan,nan,nan,0.0086801433814039,1.0001054318458016,False,0.5339256000006571,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-20.0,8,40001,4,3,False,nan,nan,nan,0.008259493085094419,1.0000698373475039,False,0.5107774999996764,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-20.0,9,40001,4,3,False,nan,nan,nan,0.009265441463589586,1.0001024526752396,False,0.5027486000035424,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-20.0,10,40001,4,3,False,nan,nan,nan,0.010118288500731728,1.0001367077726209,False,0.48754709999775514,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-20.0,11,40001,4,3,False,nan,nan,nan,0.009389754978424291,1.0001381600245114,False,0.6946948999975575,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-20.0,12,40001,4,3,False,nan,nan,nan,0.00832566657870616,1.000133325011183,False,0.8087161000003107,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-20.0,13,40001,4,3,False,nan,nan,nan,0.00829913928641281,1.0001173005732202,False,0.7978686000060407,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-20.0,14,40001,4,3,False,nan,nan,nan,0.008522846330910373,1.0001302600248139,False,0.7225001000042539,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-20.0,15,40001,4,2,False,nan,nan,nan,0.016046848243153864,1.0000667386875093,False,0.9162243999962811,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-20.0,16,40001,4,2,False,nan,nan,nan,0.016132419108650403,1.000079517182505,False,0.47126769999886164,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-20.0,17,40001,4,3,False,nan,nan,nan,0.008385300403527097,1.0001296006401719,False,0.8760986999986926,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-20.0,18,40001,4,3,False,nan,nan,nan,0.007898298122999036,1.000095215809746,False,0.848624899997958,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-20.0,19,40001,4,3,False,nan,nan,nan,0.009000447295839617,1.0001573739330476,False,0.8680642000035732,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-20.0,20,40001,4,3,False,nan,nan,nan,0.009005024672786407,1.0001079248875648,False,0.9173073999991175,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-20.0,21,40001,4,3,False,nan,nan,nan,0.008115972997508474,1.000122012117224,False,1.026308100001188,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-20.0,22,40001,4,3,False,nan,nan,nan,0.010817157577922103,1.0001502987929465,False,0.8979199000023073,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-20.0,23,40001,4,3,False,nan,nan,nan,0.009210421988687658,1.0000876443513456,False,0.8533950999990338,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-20.0,24,40001,4,3,False,nan,nan,nan,0.009394079358484624,1.0001008198968602,False,0.8151614000016707,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-20.0,25,40001,4,3,False,nan,nan,nan,0.007960250517715444,1.000088533785495,False,1.160536299998057,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-20.0,26,40001,4,3,False,nan,nan,nan,0.008879456071748624,1.0000735675313537,False,1.2023714000024484,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-20.0,27,40001,4,3,False,nan,nan,nan,0.008759113637312563,1.0001365085159724,False,0.8583782999994582,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-20.0,28,40001,4,3,False,nan,nan,nan,0.009581487992130955,1.0001361831754432,False,0.8428787000011653,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-20.0,29,40001,4,3,False,nan,nan,nan,0.011054557266671722,1.0001278121512738,False,1.045429800004058,-28.68992972768028,-26.391652600996625,-33.88571139192344,-22.259279437616367
-15.0,0,40001,4,3,False,nan,nan,nan,0.008067194962411517,1.000106282728187,False,1.0467157000020961,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-15.0,1,40001,4,3,False,nan,nan,nan,0.008603638371429695,1.0001196226765472,False,1.3376079000008758,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-15.0,2,40001,4,4,True,3.553685223389724e-05,0.05209764376473814,0.04216790712127044,0.0020702599801047453,1.0001353731624627,False,1.5981774999963818,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-15.0,3,40001,4,4,True,4.3074467971915276e-05,0.06880722872724467,0.12451127017425906,0.004527894827798827,1.0001303937285264,False,1.4948370999991312,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-15.0,4,40001,4,4,True,8.822481898940193e-05,0.06217999555602161,0.13829706160420963,0.003816410894002542,1.000264217784164,False,2.18771160000324,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-15.0,5,40001,4,4,True,0.0001461352420896178,0.027011865985868733,0.1590388324253539,0.003452583560771316,1.0002667430207808,False,2.2645195000004605,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-15.0,6,40001,4,4,True,8.255459230588347e-05,0.06200771742351114,0.17013962382341957,0.0031071728642874195,1.0002011485772753,False,2.175697200000286,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-15.0,7,40001,4,4,True,0.00011065529889930925,0.06704311601070811,0.1674781021565697,0.004176650587412041,1.0001299827334131,False,1.905268900001829,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-15.0,8,40001,4,4,True,8.844972849308963e-05,0.04894613949639734,0.133127360573023,0.003204554001661729,1.0001959643517355,False,2.050500999997894,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-15.0,9,40001,4,4,True,5.785251749579334e-05,0.0931643704345206,0.131394136862538,0.004224483752048492,1.0001382634695342,False,2.1893865000020014,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-15.0,10,40001,4,3,False,nan,nan,nan,0.008884119284753394,1.0001110392784742,False,2.1657593000054476,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-15.0,11,40001,4,4,True,4.3835899892319397e-05,0.0773919783323916,0.06140297263606648,0.0036669374981498394,1.0001728118237199,False,2.220161500001268,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-15.0,12,40001,4,4,True,8.595057012827922e-05,0.10970151080202496,0.12782021281331624,0.004234382077829672,1.000208072588235,False,1.9427766000007978,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-15.0,13,40001,4,4,True,5.011781269381732e-05,0.07076550660535019,0.06737024439881877,0.0029282856511461375,1.0001883985642452,False,2.0671322000052896,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-15.0,14,40001,4,4,True,4.2079484632639996e-05,0.05016082104374828,0.08185917224562342,0.0029282402429372622,1.0001646421641002,False,2.0763215999977547,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-15.0,15,40001,4,4,True,0.00011846936113701911,0.05163620726747248,0.17771639593637464,0.0029810729223078486,1.000278046644236,False,2.183465200003411,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-15.0,16,40001,4,4,True,3.8692946379259574e-05,0.05875981839847247,0.08318300212988741,0.004137271843250609,1.0001698040866205,False,2.283853499997349,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-15.0,17,40001,4,4,True,0.00012502803697300724,0.05291473532487992,0.15792298883890724,0.003259418703049102,1.0002742452267632,False,2.21671790000255,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-15.0,18,40001,4,4,True,5.4598839031028135e-05,0.05344924328094809,0.0851637731554094,0.002741047279821637,1.0001522075358158,False,2.147718199994415,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-15.0,19,40001,4,4,True,2.7609887195523264e-05,0.06464986592927904,0.07482887907960067,0.0029432586119649932,1.000144079176182,False,3.1564798000035807,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-15.0,20,40001,4,4,True,0.0001368595556058283,0.040823540568709835,0.1422921522849369,0.003527699735114709,1.0004068283124425,False,1.9656104999958188,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-15.0,21,40001,4,4,True,6.063295977620786e-05,0.057126905558483945,0.12160798264856543,0.003490285329089465,1.0001334369462012,False,1.655927799998608,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-15.0,22,40001,4,4,True,2.490730751036896e-05,0.05690414781179415,0.023479651751728284,0.0024806793042190358,1.0001320309448718,False,1.4011404999982915,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-15.0,23,40001,4,4,True,0.00013291908286505727,0.036737874420256805,0.2386356597798605,0.004753722740172204,1.000277690362724,False,2.171778000003542,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-15.0,24,40001,4,4,True,8.131520440890494e-05,0.16071868389073887,0.16713960890986057,0.005392707233393004,1.000246957615802,False,2.184667699999409,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-15.0,25,40001,4,4,True,4.008227040774859e-05,0.06044652785614727,0.07991234855221141,0.004019109028698672,1.0001561341567204,False,2.104728800004523,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-15.0,26,40001,4,4,True,4.8126776751256095e-05,0.05691158839102764,0.06151520276903466,0.0032454981103846535,1.0001931015264744,False,2.056331499996304,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-15.0,27,40001,4,4,True,0.00012760071879325263,0.04850658589718326,0.1980574817428026,0.003598053756139587,1.0004359888191252,False,2.2017233000005945,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-15.0,28,40001,4,3,False,nan,nan,nan,0.008187562192680515,1.0001105363997416,False,2.1188089000061154,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-15.0,29,40001,4,4,True,0.00017384348349358536,0.02696463672794066,0.22647040124999854,0.0034618539236390324,1.0004191324107015,False,2.1293370999992476,-23.68992972768028,-21.391652600996625,-28.885711391923437,-17.259279437616367
-12.0,0,40001,4,4,True,3.641597943870867e-05,0.09809237470819678,0.025537107399799284,0.0029883760479985926,1.0001680772972141,False,1.9838060999973095,-20.68992972768028,-18.391652600996622,-25.885711391923433,-14.259279437616367
-12.0,1,40001,4,4,True,0.00011506072737998974,0.03847613997001061,0.16512835902196557,0.0029858018105452773,1.0001266953105885,False,1.883843399999023,-20.68992972768028,-18.391652600996622,-25.885711391923433,-14.259279437616367
-12.0,2,40001,4,4,True,5.5242150087342345e-05,0.015605028872311896,0.050561670390119745,0.0016377066145435866,1.00014518023134,False,1.6898983000064618,-20.68992972768028,-18.391652600996622,-25.885711391923433,-14.259279437616367
-12.0,3,40001,4,4,True,4.933358807657218e-05,0.03601066399919665,0.084363125420432,0.00227678132415545,1.0002268478080203,False,2.0793821000042954,-20.68992972768028,-18.391652600996622,-25.885711391923433,-14.259279437616367
-12.0,4,40001,4,4,True,6.426286967087247e-05,0.061233573345937625,0.15786964676231577,0.0032238411058557012,1.0001351624934802,False,1.4218694999945,-20.68992972768028,-18.391652600996622,-25.885711391923433,-14.259279437616367
-12.0,5,40001,4,4,True,4.773259003820751e-05,0.027412918668552517,0.10924253217420847,0.0018068199276390418,1.0002094851004086,False,0.877710599997954,-20.68992972768028,-18.391652600996622,-25.885711391923433,-14.259279437616367
-12.0,6,40001,4,4,True,1.7047116668389428e-05,0.07762840826696572,0.07583719902594399,0.0026860097223092624,1.0001511508366745,False,0.7638182000009692,-20.68992972768028,-18.391652600996622,-25.885711391923433,-14.259279437616367
