replicate,sample_count,glrt_score,glrt_threshold,false_alarm,runtime_seconds
0,40001,24.835895953995546,29.869678849094605,False,0.00516790000256151
1,40001,24.15011327659193,29.869678849094605,False,0.005788299997220747
2,40001,19.05527713873517,29.869678849094605,False,0.005382300005294383
3,40001,18.27192794838835,29.869678849094605,False,0.009862800005066674
4,40001,19.859999081967214,29.869678849094605,False,0.00526230000104988
5,40001,21.17967661483988,29.869678849094605,False,0.007798300001013558
6,40001,17.30166856512741,29.869678849094605,False,0.009766199997102376
7,40001,19.040592578622547,29.869678849094605,False,0.008200700001907535
8,40001,20.636109227650174,29.869678849094605,False,0.006732099995133467
9,40001,21.43858268549293,29.869678849094605,False,0.006626200003665872
10,40001,18.949638340132424,29.869678849094605,False,0.00439629999891622
11,40001,18.975071068231816,29.869678849094605,False,0.004475100002309773
12,40001,23.173028435962713,29.869678849094605,False,0.004306900002120528
13,40001,20.09421262228307,29.869678849094605,False,0.004292700003134087
14,40001,18.125074155302112,29.869678849094605,False,0.006401599996024743
15,40001,24.966751340128358,29.869678849094605,False,0.004780100003699772
16,40001,19.387014054621957,29.869678849094605,False,0.004302200002712198
17,40001,22.83126802666481,29.869678849094605,False,0.004466400001547299
18,40001,26.984852231455392,29.869678849094605,False,0.004310199998144526
19,40001,25.126042151985928,29.869678849094605,False,0.004327800001192372
20,40001,20.852777373378963,29.869678849094605,False,0.00571720000152709
21,40001,18.158586418403182,29.869678849094605,False,0.0052313999985926785
22,40001,18.965146644805642,29.869678849094605,False,0.004833899998629931
23,40001,22.478284891420724,29.869678849094605,False,0.005311900000378955
24,40001,20.73555623969355,29.869678849094605,False,0.005336599999282043
25,40001,16.876046075930013,29.869678849094605,False,0.004539800000202376
26,40001,21.388089137004098,29.869678849094605,False,0.004641899999114685
27,40001,21.538686944432836,29.869678849094605,False,0.0058430999997654
28,40001,17.901046128244868,29.869678849094605,False,0.005230900002061389
29,40001,23.32833865150716,29.869678849094605,False,0.004767399994307198
30,40001,18.165612937365463,29.869678849094605,False,0.00534229999902891
31,40001,21.54861737313301,29.869678849094605,False,0.005321500000718515
32,40001,20.72349157652991,29.869678849094605,False,0.005600399999821093
33,40001,20.826729153719704,29.869678849094605,False,0.006652000003668945
