data_path,sample_count,sampling_rate_hz,duration_s,q1_input_frequency_hz,frequency_hz,amplitude,phase_origin_rad,offset_after_detrend,residual_std,residual_rmse,explained_variance,estimated_snr_db,target_peak_suppression_db,mckd_branch_triggered,linear_trend_slope,linear_trend_intercept,bootstrap_runs,bootstrap_runtime_seconds,simulation_runs_per_snr,random_seed
C:\Users\Aupassen\Desktop\数学建模\A题：机械设备故障检测\data.xlsx,40001,100.00000000009095,400.0,2.0000015345118274,2.0000016151638444,0.0351903172365603,1.573555071867743,-9.081046186094286e-07,0.10001364027403441,0.10001364027403441,0.058294073811173686,-12.082908963534493,30.4478572625068,False,-7.612089563683885e-07,4.467021990674131e-05,10000,0.01561010000295937,200,20260619
