scenario,description,best_layout,best_score,best_low_snr_pd_source,best_mean_p_fa
balanced,敏感度和噪声相对均衡,bearing_left+gearbox_left+gearbox_right,0.6225926867603551,0.5829326923076923,0.03833333333333333
spatial_noise_skew,齿轮箱右侧和输入轴侧噪声明显偏大,bearing_left+bearing_right+gearbox_left,0.6475801832382361,0.6151442307692307,0.039285714285714285
weak_single_sensor,部分测点安装耦合差或局部失敏,bearing_left+gearbox_left+output_shaft,0.6101222725591716,0.571875,0.04
source_shadow,部分故障源到若干测点传播衰减更强,bearing_left+gearbox_left+output_shaft,0.607417593424204,0.5670673076923076,0.04023809523809524
