layout,snr_db,fault_label,frequency_hz,amplitude,pd
bearing_left+bearing_right+gearbox_left,-25.0,4Hz,3.999998173832588,0.01910292277864388,0.0375
bearing_left+bearing_right+gearbox_left,-25.0,8Hz,7.9999285714666994,0.024889351734884123,0.125
bearing_left+bearing_right+gearbox_left,-25.0,13Hz,13.00008888535092,0.010502919663465827,0.0125
bearing_left+bearing_right+gearbox_left,-25.0,14Hz,14.000023485389159,0.04005274094917999,0.31136363636363634
bearing_left+bearing_right+gearbox_left,-20.0,4Hz,3.999998173832588,0.01910292277864388,0.2988636363636364
bearing_left+bearing_right+gearbox_left,-20.0,8Hz,7.9999285714666994,0.024889351734884123,0.6897727272727273
bearing_left+bearing_right+gearbox_left,-20.0,13Hz,13.00008888535092,0.010502919663465827,0.07272727272727272
bearing_left+bearing_right+gearbox_left,-20.0,14Hz,14.000023485389159,0.04005274094917999,0.8443181818181819
bearing_left+bearing_right+gearbox_left,-15.0,4Hz,3.999998173832588,0.01910292277864388,0.9272727272727272
bearing_left+bearing_right+gearbox_left,-15.0,8Hz,7.9999285714666994,0.024889351734884123,1.0
bearing_left+bearing_right+gearbox_left,-15.0,13Hz,13.00008888535092,0.010502919663465827,0.3340909090909091
bearing_left+bearing_right+gearbox_left,-15.0,14Hz,14.000023485389159,0.04005274094917999,0.9977272727272727
bearing_left+bearing_right+gearbox_left,-12.0,4Hz,3.999998173832588,0.01910292277864388,1.0
bearing_left+bearing_right+gearbox_left,-12.0,8Hz,7.9999285714666994,0.024889351734884123,1.0
bearing_left+bearing_right+gearbox_left,-12.0,13Hz,13.00008888535092,0.010502919663465827,0.7011363636363637
bearing_left+bearing_right+gearbox_left,-12.0,14Hz,14.000023485389159,0.04005274094917999,1.0
bearing_left+bearing_right+gearbox_left,-10.0,4Hz,3.999998173832588,0.01910292277864388,1.0
bearing_left+bearing_right+gearbox_left,-10.0,8Hz,7.9999285714666994,0.024889351734884123,1.0
bearing_left+bearing_right+gearbox_left,-10.0,13Hz,13.00008888535092,0.010502919663465827,0.9272727272727272
bearing_left+bearing_right+gearbox_left,-10.0,14Hz,14.000023485389159,0.04005274094917999,1.0
bearing_left+bearing_right+gearbox_left,-5.0,4Hz,3.999998173832588,0.01910292277864388,1.0
bearing_left+bearing_right+gearbox_left,-5.0,8Hz,7.9999285714666994,0.024889351734884123,1.0
bearing_left+bearing_right+gearbox_left,-5.0,13Hz,13.00008888535092,0.010502919663465827,1.0
bearing_left+bearing_right+gearbox_left,-5.0,14Hz,14.000023485389159,0.04005274094917999,1.0
