snr_weak_db,amplitude_ratio_weak_to_strong,amplitude_ratio_value,separation_hz,replicate,center_hz,true_frequency_1_hz,true_frequency_2_hz,weak_amplitude,strong_amplitude,noise_std,phase_1_rad,phase_2_rad,phase_difference_abs_rad,phase_bin,detector,estimated_k,success,max_frequency_error_hz,tolerance_hz,estimated_frequencies_hz,bic_improvement,candidate_origin,conditional_glrt_statistic,conditional_glrt_threshold,condition_design,ill_conditioned,runtime_seconds,signal_generation_runtime_seconds,detector_runtime_seconds,trial_total_runtime_seconds,fit_backend
-6.0,1:1,1,0.001,0,5.0,4.9995,5.0005,0.01,0.01,0.014108635131604638,0.319837513043292,-2.545313805424334,2.865151318467626,7,complete,2,True,5.890182651047127e-05,0.00025,4.99955890183;5.00051405729,2667.776974361681,split_0.40_over_T,nan,nan,2.8201255843094,False,1.981987699997262,0.01044009999895934,1.981987699997262,1.9924895000003744,cached
-6.0,1:1,1,0.001,1,5.0,4.9995,5.0005,0.01,0.01,0.014108635131604638,2.329630196487609,-0.3452521726000044,2.6748823690876136,6,complete,2,True,3.6964929296168236e-05,0.00025,4.99953696493;5.0005209842,2122.3778003747575,split_0.40_over_T,nan,nan,2.7336818960632967,False,2.0425617000000784,0.010433299998112489,2.0425617000000784,2.053053899995575,cached
-6.0,1:1,1,0.002,0,5.0,4.999,5.001,0.01,0.01,0.014108635131604638,-0.16429491987021283,-2.639989128034358,2.4756942081641453,6,complete,2,True,0.0001572292013793941,0.0005,4.9988427708;5.00091323955,1930.2118586087017,split_0.65_over_T,nan,nan,1.2215647951408874,False,0.6490845999942394,0.001131800003349781,0.6490845999942394,0.6502856000006432,cached
-6.0,1:1,1,0.002,1,5.0,4.999,5.001,0.01,0.01,0.014108635131604638,1.4702347522310983,-1.173107695679792,2.6433424479108902,6,complete,2,True,0.00018662209225084325,0.0005,4.99918662209;5.00117951646,1787.99161641323,local_close_pair_resolver,nan,nan,1.2741167787743752,False,0.6840706000002683,0.0012975000063306652,0.6840706000002683,0.6854255000071134,cached
-6.0,1:1,1,0.003,0,5.0,4.9985,5.0015,0.01,0.01,0.014108635131604638,0.6687800924928373,1.9266861946391236,1.2579061021462863,3,complete,2,True,1.6491768470849877e-05,0.00075,4.99849071484;5.00148350823,8520.744330671092,local_close_pair_resolver,nan,nan,1.1683775840601065,False,0.6617707000041264,0.0014378999985638075,0.6617707000041264,0.6632636999929673,cached
-6.0,1:1,1,0.003,1,5.0,4.9985,5.0015,0.01,0.01,0.014108635131604638,-0.9096020184859186,-2.754480347650317,1.8448783291643984,4,complete,2,True,2.490729856585716e-05,0.00075,4.9984750927;5.00152338616,8730.495772095164,local_close_pair_resolver,nan,nan,1.1824150828619004,False,0.5956459000008181,0.0012090999953215942,0.5956459000008181,0.5968998999960604,cached
