snr_weak_db,amplitude_ratio_weak_to_strong,amplitude_ratio_value,separation_hz,replicate,center_hz,true_frequency_1_hz,true_frequency_2_hz,weak_amplitude,strong_amplitude,noise_std,phase_1_rad,phase_2_rad,phase_difference_abs_rad,phase_bin,detector,estimated_k,success,max_frequency_error_hz,tolerance_hz,estimated_frequencies_hz,bic_improvement,candidate_origin,conditional_glrt_statistic,conditional_glrt_threshold,condition_design,ill_conditioned,runtime_seconds,signal_generation_runtime_seconds,detector_runtime_seconds,trial_total_runtime_seconds,fit_backend
-6.0,1:1,1,0.002,0,5.0,4.999,5.001,0.01,0.01,0.014108635131604638,-0.16429491987021283,-2.639989128034358,2.4756942081641453,6,complete,2,True,0.0001572292013793941,0.0005,4.9988427708;5.00091323955,1930.2118586087017,split_0.65_over_T,nan,nan,1.2215647951408874,False,1.8193795999977738,0.0012310000020079315,1.8193795999977738,1.8206666999976733,cached
