scenario,description,best_layout,best_score,best_low_snr_pd_source,best_mean_p_fa
balanced,敏感度和噪声相对均衡,bearing_left+gearbox_left+gearbox_right,0.6424038562710438,0.5389204545454546,0.012962962962962963
spatial_noise_skew,齿轮箱右侧和输入轴侧噪声明显偏大,bearing_left+gearbox_left+output_shaft,0.6695746049510255,0.5625,0.009074074074074075
weak_single_sensor,部分测点安装耦合差或局部失敏,bearing_left+gearbox_left+output_shaft,0.6211862110690235,0.5059659090909091,0.010185185185185186
source_shadow,部分故障源到若干测点传播衰减更强,gearbox_left+gearbox_right+input_shaft,0.6280879342669116,0.5039772727272727,0.00962962962962963
