snr_weak_db,amplitude_ratio_weak_to_strong,amplitude_ratio_value,separation_hz,runs,mean_runtime_seconds,mean_signal_generation_runtime_seconds,mean_detector_runtime_seconds,mean_trial_total_runtime_seconds,max_trial_total_runtime_seconds
-6.0,1:1,1,0.001,2,1.3250026499990781,0.005758350001997314,1.3250026499990781,1.3308153000034508,2.0378140000029816
-6.0,1:1,1,0.002,2,1.3798090499985847,0.006514799999422394,1.3798090499985847,1.3863915000001725,2.0498743999996805
-6.0,1:1,1,0.003,2,0.6721134500003245,0.0012762000005750451,0.6721134500003245,0.673440649999975,0.7213747999994666
