metric,value
mean,-2.8698547722867224e-18
std,0.09987985926721701
skewness,-0.01428313886295402
excess_kurtosis,-0.0036456526975423564
raw_kurtosis,2.9963543473024576
crest_factor,4.203129224792158
jarque_bera,1.3822395662999587
jarque_bera_p_approx,0.5010147269848407
explained_variance,0.11915162017100878
condition_design,1.0001498323481384
condition_normal,1.0002996871460093
