snr_total_db,replicate,sample_count,true_k,estimated_k,correct_k,frequency_mae_hz,amplitude_relative_error,phase_mae_rad,waveform_rmse,condition_design,ill_conditioned,runtime_seconds,component_1_snr_db,component_2_snr_db,component_3_snr_db,component_4_snr_db
-20.0,0,40001,4,3,False,nan,nan,nan,0.009054123094540286,1.0001097306789113,False,0.27370099996915087,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,1,40001,4,3,False,nan,nan,nan,0.008678129912582782,1.0001194808797709,False,0.259678200003691,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,2,40001,4,2,False,nan,nan,nan,0.016212783469447444,1.000082987102528,False,0.258338299987372,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,3,40001,4,3,False,nan,nan,nan,0.009617521180565188,1.000126415189874,False,0.24811660003615543,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,4,40001,4,3,False,nan,nan,nan,0.00945325065335675,1.0001908342380035,False,0.29263899999205023,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,5,40001,4,1,False,nan,nan,nan,0.023511732736058253,1.0000469865655341,False,0.1485996000119485,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,6,40001,4,3,False,nan,nan,nan,0.009795800633445163,1.0001600835903774,False,0.29435639997245744,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,7,40001,4,2,False,nan,nan,nan,0.01600390435781358,1.0000591332689375,False,0.2793136000400409,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,8,40001,4,3,False,nan,nan,nan,0.008257008609269804,1.0000697571077848,False,0.326682900020387,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,9,40001,4,3,False,nan,nan,nan,0.009266132243656425,1.000102301790838,False,0.32097260002046824,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,10,40001,4,3,False,nan,nan,nan,0.01011878247628998,1.0001366226400408,False,0.3106101000448689,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,11,40001,4,2,False,nan,nan,nan,0.016322708409847172,1.0000762518280761,False,0.3207059999695048,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,12,40001,4,3,False,nan,nan,nan,0.008324928067950961,1.0001332481215386,False,0.2566969000035897,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,13,40001,4,3,False,nan,nan,nan,0.008298347714526484,1.0001171151418682,False,0.33812019997276366,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,14,40001,4,3,False,nan,nan,nan,0.008522585119899428,1.000130129615549,False,0.34363800002029166,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,15,40001,4,2,False,nan,nan,nan,0.016047052211737706,1.00006659059333,False,0.33032020000973716,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,16,40001,4,2,False,nan,nan,nan,0.016132256178148188,1.00007941070031,False,0.1624864999903366,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,17,40001,4,2,False,nan,nan,nan,0.015777049725170095,1.000075899238723,False,0.3355464999913238,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,18,40001,4,3,False,nan,nan,nan,0.00789848054713792,1.0000950779222277,False,0.3215076000196859,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,19,40001,4,3,False,nan,nan,nan,0.009000391415010441,1.0001573155811867,False,0.440562299976591,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,20,40001,4,3,False,nan,nan,nan,0.009004887831850413,1.0001077371275011,False,0.44054600002709776,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,21,40001,4,2,False,nan,nan,nan,0.015556343561239264,1.0000748929132701,False,0.43773599999258295,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,22,40001,4,3,False,nan,nan,nan,0.010815952985670386,1.0001501167083335,False,0.4474496000329964,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,23,40001,4,3,False,nan,nan,nan,0.009211361111494926,1.0000874261367751,False,0.41482110001379624,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,24,40001,4,3,False,nan,nan,nan,0.009393420448770905,1.000100719817589,False,0.4442762000253424,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,25,40001,4,3,False,nan,nan,nan,0.007959737154816343,1.000088389126014,False,0.2666509000118822,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,26,40001,4,3,False,nan,nan,nan,0.00887884790688181,1.0000733841051566,False,0.5209814000409096,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,27,40001,4,3,False,nan,nan,nan,0.008759410961848903,1.0001364551797443,False,0.5132620999938808,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,28,40001,4,3,False,nan,nan,nan,0.009582746875028619,1.0001361153950485,False,0.526442100002896,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,29,40001,4,3,False,nan,nan,nan,0.011056541560203394,1.0001277284170036,False,0.4998918999917805,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,30,40001,4,3,False,nan,nan,nan,0.0079168602449183,1.000086580656026,False,0.519784800009802,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,31,40001,4,3,False,nan,nan,nan,0.009019397652369506,1.0000553625563682,False,0.6557890000403859,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,32,40001,4,2,False,nan,nan,nan,0.016197499865264406,1.0000541191056953,False,0.5154206999577582,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,33,40001,4,3,False,nan,nan,nan,0.008732864251510746,1.0001160999066148,False,0.26855179999256507,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,34,40001,4,3,False,nan,nan,nan,0.009522813305699604,1.000135070210721,False,0.5826804999960586,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,35,40001,4,3,False,nan,nan,nan,0.008926709793175617,1.0001429373013657,False,0.583828300004825,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,36,40001,4,3,False,nan,nan,nan,0.009193773026860563,1.0001177920173598,False,0.5641861999756657,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,37,40001,4,3,False,nan,nan,nan,0.009768616732045111,1.0001904284256653,False,0.5813896000036038,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,38,40001,4,3,False,nan,nan,nan,0.008195072078921182,1.000132984676655,False,0.5847437000484206,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,39,40001,4,3,False,nan,nan,nan,0.007850956312605595,1.0001126167900205,False,0.5418066999991424,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,40,40001,4,3,False,nan,nan,nan,0.009954016853461183,1.0001230444908253,False,0.5855431000236422,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,41,40001,4,1,False,nan,nan,nan,0.023452180378092546,1.0000317584295535,False,0.31061079999199137,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,42,40001,4,3,False,nan,nan,nan,0.008822436297100672,1.0001199441719788,False,0.6434409000212327,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,43,40001,4,3,False,nan,nan,nan,0.00869333406657185,1.0001607712397627,False,0.5962775000371039,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,44,40001,4,3,False,nan,nan,nan,0.008726454818186905,1.0000755271380384,False,0.6480189000139944,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,45,40001,4,2,False,nan,nan,nan,0.015700954665956505,1.0000833111161103,False,0.659337300050538,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,46,40001,4,3,False,nan,nan,nan,0.008799008072386587,1.0001092244762022,False,0.6669085000175983,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,47,40001,4,2,False,nan,nan,nan,0.016379095008247344,1.0000396331045924,False,0.681090599973686,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,48,40001,4,3,False,nan,nan,nan,0.009872325060976416,1.0001433529698331,False,0.670935699949041,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
-20.0,49,40001,4,2,False,nan,nan,nan,0.01681790335429318,1.0000692326441272,False,0.6610686000203714,-28.689927637883244,-26.391652336470624,-33.88572316810805,-22.259279205374376
