amplitude_case,separation_hz,replicate,sample_count,amplitude_1,amplitude_2,component_1_snr_db,component_2_snr_db,main_estimated_k,main_max_frequency_error_hz,main_success,main_bic_improvement,main_candidate_origin,main_residual_peak_ratio,main_local_grid_step_hz,condition_design,condition_normal,smallest_singular_value,numerical_rank,column_count,ill_conditioned,music_estimated_k,music_max_frequency_error_hz,music_success,music_grid_step_hz,main_runtime_seconds,music_runtime_seconds,main_frequency_1_hz,main_frequency_2_hz,music_frequency_1_hz,music_frequency_2_hz
equal,0.00025,14,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,195.22952537969104,peel_residual_rescan,5.584918249294915,2.5e-05,1.1226872883154366,1.2604267473450683,0.9406320523138055,5,5,False,1,nan,False,2.5e-05,0.053396199946291745,0.019394500006455928,13.510523326613432,nan,13.50005,nan
equal,0.00025,15,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,520.987069890718,fine_grid_secondary_peak,4.083186407560701,2.5e-05,1.0894065549986638,1.1868066420740566,0.9563344610972309,5,5,False,1,nan,False,2.5e-05,0.052144300017971545,0.017772499995771796,13.498500037448814,nan,13.499925,nan
equal,0.00025,16,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,432.4994383364392,adaptive_split_1.00_over_T,6.929835129764586,2.5e-05,1.0892592717261438,1.186485761041369,0.9564046326796409,5,5,False,1,nan,False,2.5e-05,0.053141199983656406,0.018294500012416393,13.510100650592882,nan,13.50005,nan
equal,0.00025,17,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,226.5298141069652,peel_residual_rescan,4.704662338307775,2.5e-05,1.0775928198790965,1.161206285454983,0.96198185728048,5,5,False,1,nan,False,2.5e-05,0.05300549999810755,0.019541500019840896,13.501724956926328,nan,13.50005,nan
equal,0.00025,18,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,-41.857474870368605,adaptive_split_0.40_over_T,6.664916960495363,2.5e-05,1.0452299350551526,1.0925056171353986,0.9776461212733097,5,5,False,1,nan,False,2.5e-05,0.059269299963489175,0.016130600008182228,13.498525036823828,nan,13.4992,nan
equal,0.00025,19,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,349.0683171657729,fine_grid_secondary_peak,6.694149885015481,2.5e-05,1.2211766813136111,1.491272486984125,0.8959925156017924,5,5,False,1,nan,False,2.5e-05,0.048329300014302135,0.014277899987064302,13.501674958176295,nan,13.5001,nan
equal,0.00025,20,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,2300.787252380658,fine_grid_secondary_peak,4.562114653297238,2.5e-05,1.1634844104200732,1.3536959732905454,0.9218066050372499,5,5,False,1,nan,False,2.5e-05,0.05296450003515929,0.020247999986167997,13.490865432096468,nan,13.5,nan
equal,0.00025,21,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,468.591254604602,fine_grid_secondary_peak,5.350879901753617,2.5e-05,1.0511963664485684,1.1050138008346728,0.9747371623687071,5,5,False,1,nan,False,2.5e-05,0.0549736000248231,0.018945599964354187,13.498075048073547,nan,13.5,nan
equal,0.00025,22,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,-26.683165628724964,peel_residual_rescan,5.456743332483879,2.5e-05,1.0699438609457437,1.1447798655754848,0.9656586968104023,5,5,False,2,0.007600000000000051,False,2.5e-05,0.05693840002641082,0.019202399998903275,13.501524961926203,nan,13.500625,13.507475
equal,0.00025,23,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,2,0.00740060951800281,False,156.66983367918874,fine_grid_secondary_peak,10.936300883216955,2.5e-05,1.0797350508311507,1.1658277799933476,0.9609549661584572,5,5,False,1,nan,False,2.5e-05,0.05548779998207465,0.019057500001508743,13.499299010997195,13.507525609518003,13.5,nan
equal,0.00025,24,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,1679.176858939405,peel_residual_rescan,2.882128427834529,2.5e-05,1.2361090970329829,1.5279656997676963,0.8894661179223944,5,5,False,1,nan,False,2.5e-05,0.05659880000166595,0.01910659996792674,13.495445142017843,nan,13.500025,nan
equal,0.00025,25,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,1165.9467011829256,adaptive_split_1.50_over_T,9.60383668210145,2.5e-05,1.2434566106986835,1.5461843426902573,0.8862782188664451,5,5,False,1,nan,False,2.5e-05,0.061699200014118105,0.016540299984626472,13.502228623294627,nan,13.50005,nan
equal,0.00025,26,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,578.415722281381,fine_grid_secondary_peak,3.577337175018842,2.5e-05,1.1352310518589985,1.2887495411048882,0.9347938848802422,5,5,False,1,nan,False,2.5e-05,0.047917299962136894,0.013557700032833964,13.498250043698658,nan,13.500025,nan
equal,0.00025,27,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,105.03887070197379,fine_grid_secondary_peak,9.96322100559434,2.5e-05,1.2458202431923564,1.552068078347862,0.88525598207268,5,5,False,1,nan,False,2.5e-05,0.056301500007975847,0.02264039998408407,13.498300042448689,nan,13.500025,nan
equal,0.00025,28,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,447.670362937497,adaptive_split_1.50_over_T,3.9789964793099344,2.5e-05,1.1348404450921703,1.2878628358169952,0.9349750043104291,5,5,False,1,nan,False,2.5e-05,0.056688399985432625,0.021851600031368434,13.50182495442639,nan,13.499925,nan
equal,0.00025,29,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,78.18871070593013,adaptive_split_1.50_over_T,5.042512740210278,2.5e-05,1.1890290938820856,1.4137901860980535,0.9102595399103283,5,5,False,1,nan,False,2.5e-05,0.05457969999406487,0.020987599971704185,13.498200044948625,nan,13.4998,nan
equal,0.00025,30,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,-17.29855545645114,peel_residual_rescan,4.714419332658574,2.5e-05,1.0767881324511595,1.1594726821876558,0.9623679287043341,5,5,False,1,nan,False,2.5e-05,0.06256659998325631,0.01915710000321269,13.497170529069665,nan,13.49995,nan
equal,0.00025,31,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,1681.681855867355,peel_residual_rescan,7.9440251877136765,2.5e-05,1.121410252356156,1.2575609540894974,0.941228910146807,5,5,False,1,nan,False,2.5e-05,0.05919060000451282,0.02069380000466481,13.498525036823828,nan,13.50005,nan
equal,0.00025,32,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,72.37428752693813,fine_grid_secondary_peak,4.268973222961412,2.5e-05,1.12493793215952,1.265485351211337,0.9395813086665212,5,5,False,1,nan,False,2.5e-05,0.056936000008136034,0.021897199971135706,13.490459415955678,nan,13.50005,nan
equal,0.00025,33,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,1633.4570249894168,peel_residual_rescan,6.086447482250575,2.5e-05,1.136993371165975,1.2927539260753687,0.9339771936393187,5,5,False,1,nan,False,2.5e-05,0.0639009999576956,0.01782840001396835,13.4948584974221,nan,13.499975,nan
equal,0.00025,34,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,2,0.005988956681637347,False,240.86927614666638,peel_residual_rescan,11.57938836999228,2.5e-05,1.1077202446268206,1.2270441403561032,0.9476556851457983,5,5,False,1,nan,False,2.5e-05,0.04831510002259165,0.013842199987266213,13.493886043318362,13.49839584134466,13.499975,nan
equal,0.00025,35,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,21.54841822051094,fine_grid_secondary_peak,3.4185556686221035,2.5e-05,1.047209152714079,1.0966470095281393,0.9766801007795073,5,5,False,1,nan,False,2.5e-05,0.08940120000625029,0.024182999972254038,13.511941436965433,nan,13.499775,nan
equal,0.00025,36,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,156.5026096549118,peel_residual_rescan,3.3212189771077494,2.5e-05,1.2272018995396878,1.5060245022338181,0.8933514457724099,5,5,False,1,nan,False,2.5e-05,0.054034799977671355,0.020432000048458576,13.49835004119872,nan,13.5001,nan
equal,0.00025,37,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,-10.358295924321283,fine_grid_secondary_peak,4.332305900630043,2.5e-05,1.122029689798724,1.258950624789821,0.94093935029792,5,5,False,1,nan,False,2.5e-05,0.05328100000042468,0.019141700002364814,13.490846452619696,nan,13.50005,nan
equal,0.00025,38,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,159.14136304147542,fine_grid_secondary_peak,7.542803688777332,2.5e-05,1.1098102253971067,1.231678736395977,0.9466712090196017,5,5,False,1,nan,False,2.5e-05,0.054067800054326653,0.018903199990745634,13.495323664202457,nan,13.49995,nan
equal,0.00025,39,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,1332.960171749437,adaptive_split_0.65_over_T,3.0158280620769524,2.5e-05,1.1343347878987244,1.286715411037244,0.9352095618076395,5,5,False,1,nan,False,2.5e-05,0.09313019999535754,0.01996599999256432,13.498300042448689,nan,13.5,nan
equal,0.00025,40,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,47.33454194187652,peel_residual_rescan,5.863202001023731,2.5e-05,1.059255670418663,1.1220225753140913,0.9708228684281109,5,5,False,1,nan,False,2.5e-05,0.055325300025288016,0.01978110003983602,13.505922673859063,nan,13.500025,nan
equal,0.00025,41,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,2,0.010049833041483325,False,16.255790069320938,fine_grid_secondary_peak,10.977942239536985,2.5e-05,1.0404586618075713,1.082554226930402,0.9799791665162186,5,5,False,1,nan,False,2.5e-05,0.05512879998423159,0.019005400012247264,13.489825166958516,13.504190445139791,13.499975,nan
equal,0.00025,42,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,444.9151785323629,fine_grid_secondary_peak,7.116016424324265,2.5e-05,1.0831791957921497,1.1732771701969282,0.9593066143357715,5,5,False,1,nan,False,2.5e-05,0.06275250000180677,0.019624600012321025,13.506773766117766,nan,13.50005,nan
equal,0.00025,43,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,-31.49094939228962,fine_grid_secondary_peak,6.363963804344823,2.5e-05,1.0500567001750927,1.1026190735826045,0.9752920810948835,5,5,False,1,nan,False,2.5e-05,0.05945979995885864,0.021215800021309406,13.507228740586473,nan,13.5075,nan
equal,0.00025,44,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,565.3394327980059,fine_grid_secondary_peak,5.691367012234577,2.5e-05,1.2467594223156226,1.554409057132785,0.8848502528971672,5,5,False,1,nan,False,2.5e-05,0.06227929994929582,0.020014300011098385,13.49840003994875,nan,13.500075,nan
equal,0.00025,45,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,127.55237810796825,adaptive_split_1.00_over_T,3.6512908117019136,2.5e-05,1.0810831586246386,1.1687407958618254,0.9603094046255447,5,5,False,1,nan,False,2.5e-05,0.059498900023754686,0.020675199979450554,13.501474963176172,nan,13.500025,nan
equal,0.00025,46,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,28.623218018794432,adaptive_split_1.00_over_T,3.9968406816694313,2.5e-05,1.089255760130568,1.1864781109776212,0.9564063305583419,5,5,False,1,nan,False,2.5e-05,0.05972489999840036,0.020418599946424365,13.501499962551186,nan,13.500225,nan
equal,0.00025,47,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,344.21251285102335,fine_grid_secondary_peak,8.106252691706345,2.5e-05,1.209049588240775,1.4618009068251876,0.9013397608481113,5,5,False,1,nan,False,2.5e-05,0.06093550001969561,0.02079119998961687,13.493991536709704,nan,13.500025,nan
equal,0.00025,48,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,568.8826613999263,adaptive_split_0.10_over_T,8.150684424716808,2.5e-05,425.99634581762035,181472.8866499656,0.003319769487475598,5,5,False,1,nan,False,2.5e-05,0.05666579998796806,0.01911570003721863,13.498475038073797,nan,13.500025,nan
equal,0.00025,49,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,759.1669913267833,fine_grid_secondary_peak,5.428711838309321,2.5e-05,1.04407543320543,1.0900935102231064,0.9782100929261427,5,5,False,1,nan,False,2.5e-05,0.07014209998305887,0.02889740001410246,13.49201202235985,nan,13.500075,nan
equal,0.00025,50,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,-11.886498855194077,peel_residual_rescan,8.440635897063586,2.5e-05,1.0554182283663938,1.1139076367680574,0.9726844734561053,5,5,False,1,nan,False,2.5e-05,0.06485910003539175,0.023029199976008385,13.506107175757029,nan,13.5,nan
equal,0.00025,51,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,31.204117639601463,adaptive_split_1.50_over_T,5.080510512425638,2.5e-05,1.2455544086540473,1.5514057849175336,0.8853708802389189,5,5,False,1,nan,False,2.5e-05,0.06134620000375435,0.026931500004138798,13.498475038073797,nan,13.500125,nan
equal,0.00025,52,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,6.368673760211095,fine_grid_secondary_peak,4.697185641766392,2.5e-05,1.1295549619724805,1.275894412116652,0.9374302054941694,5,5,False,1,nan,False,2.5e-05,0.06357589998515323,0.024280000012367964,13.498200044948625,nan,13.5,nan
equal,0.00025,53,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,120.48336569740786,adaptive_split_1.00_over_T,3.7031173434618605,2.5e-05,1.1469317150898468,1.3154523590789375,0.9293880262838468,5,5,False,1,nan,False,2.5e-05,0.06482179998420179,0.027325600036419928,13.498450038698783,nan,13.5,nan
equal,0.00025,54,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,109.04882234463003,fine_grid_secondary_peak,3.9704793154697766,2.5e-05,1.0493254296018824,1.101083857209175,0.9756483284093921,5,5,False,1,nan,False,2.5e-05,0.06388370000058785,0.025118299992755055,13.488631508829304,nan,13.5,nan
equal,0.00025,55,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,-3.360695449693594,adaptive_split_0.10_over_T,4.377620266395405,2.5e-05,1.0820744619467422,1.1708851411973316,0.9598349834867418,5,5,False,1,nan,False,2.5e-05,0.06636019999859855,0.025266700016800314,13.498425039323767,nan,13.499925,nan
equal,0.00025,56,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,484.15293377739727,peel_residual_rescan,3.1929184815394525,2.5e-05,1.017569676351116,1.035448046229315,0.9912538767542454,5,5,False,1,nan,False,2.5e-05,0.06564129999605939,0.02488509996328503,13.501624959426264,nan,13.500025,nan
equal,0.00025,57,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,-34.578745390463155,fine_grid_secondary_peak,15.031779066006726,2.5e-05,1.0404003718619532,1.0824329337704905,0.9800076956403203,5,5,False,1,nan,False,2.5e-05,0.09822949999943376,0.028053199988789856,13.495622388395716,nan,13.49995,nan
equal,0.00025,58,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,2,0.005200847123168373,False,90.64769653562689,peel_residual_rescan,10.785338503423572,2.5e-05,1.1921869118187405,1.4213096327119052,0.9088450225254937,5,5,False,1,nan,False,2.5e-05,0.10457700002007186,0.026027999992948025,13.494674152876831,13.498785213408867,13.499875,nan
equal,0.00025,59,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,224.9203691665316,adaptive_split_0.40_over_T,3.356362830489588,2.5e-05,1.0901518330015116,1.1884310189965557,0.9559794740398678,5,5,False,1,nan,False,2.5e-05,0.06636850000359118,0.02564980002352968,13.501524961926203,nan,13.499925,nan
equal,0.00025,60,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,224.64279446288128,fine_grid_secondary_peak,3.6479956795503887,2.5e-05,1.1763579934687487,1.3838181287978206,0.9159640711262659,5,5,False,1,nan,False,2.5e-05,0.06015480001224205,0.023281500034499913,13.49817504557361,nan,13.499925,nan
equal,0.00025,61,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,2528.397280233563,peel_residual_rescan,3.020569955536615,2.5e-05,1.0208076744962586,1.0420483083104595,0.9896508350938386,5,5,False,1,nan,False,2.5e-05,0.0665383999585174,0.02291020000120625,13.507479188632656,nan,13.49995,nan
equal,0.00025,62,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,566.9731264752918,peel_residual_rescan,3.6854834952093323,2.5e-05,1.022954044352235,1.0464349768565941,0.988589535097504,5,5,False,1,nan,False,2.5e-05,0.07525160000659525,0.025116799981333315,13.498325041823705,nan,13.50005,nan
equal,0.00025,63,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,-79.09289699819055,adaptive_split_1.50_over_T,4.019745016462044,2.5e-05,1.0310617515707736,1.0630883355521916,0.9845915087109974,5,5,False,1,nan,False,2.5e-05,0.06541470001684502,0.023128900036681443,13.501974950676484,nan,13.500025,nan
equal,0.00025,64,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,11.310244327032706,fine_grid_secondary_peak,5.677140265585293,2.5e-05,1.0888178094415948,1.185524222157193,0.9566149984828777,5,5,False,1,nan,False,2.5e-05,0.06086319999303669,0.02352960000280291,13.498150046198594,nan,13.499675,nan
equal,0.00025,65,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,384.01955633127363,fine_grid_secondary_peak,3.1960597865924374,2.5e-05,1.129823960784237,1.2765021823621814,0.9373050617050616,5,5,False,1,nan,False,2.5e-05,0.05741619999753311,0.018186200002674013,13.498475038073797,nan,13.500025,nan
equal,0.00025,66,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,1620.7950668952253,fine_grid_secondary_peak,5.6565659695081605,2.5e-05,1.0819153755666873,1.170540879887606,0.9599110983736843,5,5,False,1,nan,False,2.5e-05,0.08963909995509312,0.02707190002547577,13.505787680639797,nan,13.499975,nan
equal,0.00025,67,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,299.33813179525896,peel_residual_rescan,4.17702940770714,2.5e-05,1.0103850538176826,1.0208779569781614,0.9948208882836348,5,5,False,1,nan,False,2.5e-05,0.05585030000656843,0.019313799974042922,13.50182495442639,nan,13.49995,nan
equal,0.00025,68,40001,0.02,0.02,-16.979258565524646,-16.979258565524646,1,nan,False,1372.4832345019095,peel_residual_rescan,2.7496158548663123,2.5e-05,1.0876220914467865,1.182921813803082,0.9571850348020459,5,5,False,1,nan,False,2.5e-05,0.056726699986029416,0.019718200026545674,13.49835004119872,nan,13.499975,nan
