amplitude_case,separation_hz,rayleigh_multiples,runs,main_success_rate,main_ci95_low,main_ci95_high,music_success_rate,music_ci95_low,music_ci95_high,median_condition_design,max_condition_design,ill_conditioned_rate,mean_main_runtime_seconds,mean_music_runtime_seconds,priority_for_more_runs
equal,0.00025,0.1,200,0.0,0.0,0.018846005918320894,0.0,0.0,0.018846005918320894,1.0639144109882692,3.1032566890137128,0.0,0.4091779515013332,0.026364698499091902,False
equal,0.0005,0.2,200,0.005,0.0008831459893662054,0.02777439986977148,0.0,0.0,0.018846005918320894,1.072741855365035,2091.9650934093283,0.0,0.3951543160027359,0.02721078700007638,False
equal,0.00075,0.3,200,0.005,0.0008831459893662054,0.02777439986977148,0.0,0.0,0.018846005918320894,1.0812188776852176,7.673443523744575,0.0,0.42342509149981195,0.027522114500170572,False
equal,0.001,0.4,200,0.115,0.07786317221824318,0.16664825233886393,0.0,0.0,0.018846005918320894,1.12086780902214,17.27997140136346,0.0,0.41282987800135745,0.02688941999862436,False
equal,0.0015,0.6,200,0.57,0.500703604055383,0.636657955116052,0.01,0.0027466006037749346,0.03572248519617954,1.5319865515747937,57.34372911041996,0.0,0.42724282350041903,0.02657059249992017,False
equal,0.002,0.8,200,0.935,0.8919799625008207,0.9616240123502404,0.2,0.15045120743928825,0.26085639611170436,1.2610860543761109,2.0090082213540383,0.0,0.4329596250012401,0.026399465998692903,True
equal,0.0025,1.0,200,1.0,0.9811539940816791,1.0,0.715,0.648845269187895,0.773050948267227,1.023410538845741,1.2405775965186125,0.0,0.43652674599929014,0.026285844001104123,False
equal,0.003,1.2,200,1.0,0.9811539940816791,1.0,0.97,0.9361048802675267,0.9861798741692518,1.1708174640890545,1.2314321481725172,0.0,0.4640813044976676,0.02791420450172154,False
equal,0.004,1.6,200,1.0,0.9811539940816791,1.0,1.0,0.9811539940816791,1.0,1.2116916420706882,1.237655153686698,0.0,0.5034799195008236,0.03155144949851092,False
equal,0.005,2.0,200,1.0,0.9811539940816791,1.0,1.0,0.9811539940816791,1.0,1.0110115938301591,1.0407530503367484,0.0,0.4382092669987469,0.026237400500685907,False
equal,0.0075,3.0,200,1.0,0.9811539940816791,1.0,1.0,0.9811539940816791,1.0,1.006086013379179,1.0302737926378769,0.0,0.44659561800013764,0.026334549000603148,False
equal,0.01,4.0,200,1.0,0.9811539940816791,1.0,1.0,0.9811539940816791,1.0,1.0049112510750087,1.024056407995371,0.0,0.5310847215019748,0.030800271998450625,False
unequal,0.00025,0.1,200,0.0,0.0,0.018846005918320894,0.0,0.0,0.018846005918320894,1.0741717622805989,2.3540141827548773,0.0,0.5496870665013557,0.035881817998597396,False
unequal,0.0005,0.2,200,0.0,0.0,0.018846005918320894,0.0,0.0,0.018846005918320894,1.0855223769391156,53.11573094438276,0.0,0.5211556890030624,0.03359254050097661,False
unequal,0.00075,0.3,200,0.015,0.005114145184492387,0.043166480556278884,0.0,0.0,0.018846005918320894,1.105651878667533,14.001870436399177,0.0,0.4964262629958103,0.031189138499030378,False
unequal,0.001,0.4,200,0.06,0.0346518499012715,0.10193263530685089,0.0,0.0,0.018846005918320894,1.120435634725648,12.384693722580193,0.0,0.5780601974992896,0.035881747499806806,False
unequal,0.0015,0.6,200,0.27,0.2132335473104056,0.3354356154120221,0.0,0.0,0.018846005918320894,1.1377646622252109,76.45667087423075,0.0,0.5747030349963461,0.033876199998776425,False
unequal,0.002,0.8,200,0.515,0.44610724474630287,0.5833273750761476,0.025,0.010724561470787711,0.05717914415161715,1.14899130185061,2848.7277606620805,0.0,0.6398870549997082,0.03697845850110752,False
unequal,0.0025,1.0,200,0.8,0.7391436038882958,0.8495487925607118,0.165,0.11996784122663977,0.22265898273863527,1.0734719495963843,7.358113447369434,0.0,0.5103081155015389,0.02940806899830932,False
unequal,0.003,1.2,200,0.975,0.9428208558483829,0.9892754385292123,0.47,0.4020463337087108,0.5390844266463886,1.1689991083557554,1.2470196994950435,0.0,0.4745652549990336,0.027622659998596647,False
unequal,0.004,1.6,200,1.0,0.9811539940816791,1.0,0.92,0.8740095102048769,0.9501598448237337,1.2023576870221793,1.2441885220775806,0.0,0.4855157029986731,0.028026753501326312,False
unequal,0.005,2.0,200,1.0,0.9811539940816791,1.0,0.99,0.9642775148038205,0.9972533993962251,1.014819300692567,1.0656641982912574,0.0,0.5020905099995434,0.028553045500884763,False
unequal,0.0075,3.0,200,1.0,0.9811539940816791,1.0,1.0,0.9811539940816791,1.0,1.0083431920557413,1.0537827704174183,0.0,0.48211416849982924,0.027747821499360725,False
unequal,0.01,4.0,200,1.0,0.9811539940816791,1.0,1.0,0.9811539940816791,1.0,1.0061460872898849,1.026435988488897,0.0,0.45540788000129395,0.02678821249981411,False
