layout,sensor_count,snr_db,runs,pd_any,pd_all,pd_source_mean,pd_source_min,pd_source_variance,false_alarm_runs,p_fa,score
bearing_left+gearbox_right+output_shaft,3,-12.0,1040,1.0,0.325,0.8307692307692308,0.32596153846153847,0.08494498890532542,2800,0.04321428571428571,0.7018681648879967
bearing_left+gearbox_right+output_shaft,3,-10.0,1040,1.0,0.5605769230769231,0.8901442307692308,0.5605769230769231,0.03620487009985207,2800,0.04357142857142857,0.7848989385764475
bearing_left+gearbox_right+output_shaft,3,-5.0,1040,1.0,0.9923076923076923,0.9980769230769231,0.9923076923076923,1.109467455621294e-05,2800,0.04285714285714286,0.9123570900253593
bearing_left+input_shaft,2,-25.0,1040,0.19230769230769232,0.0,0.05048076923076923,0.009615384615384616,0.0005706823224852071,2800,0.036071428571428574,-0.02194742907333052
bearing_left+input_shaft,2,-20.0,1040,0.6471153846153846,0.0,0.21634615384615385,0.01730769230769231,0.02118019600591716,2800,0.040357142857142855,0.12504177012890957
bearing_left+input_shaft,2,-15.0,1040,1.0,0.01730769230769231,0.6362980769230769,0.035576923076923075,0.1260389122596154,2800,0.03535714285714286,0.5025643350789835
bearing_left+input_shaft,2,-12.0,1040,1.0,0.05961538461538462,0.7391826923076923,0.0625,0.15390087601701186,2800,0.035,0.5922322542991862
bearing_left+input_shaft,2,-10.0,1040,1.0,0.11538461538461539,0.7713942307692307,0.11538461538461539,0.143597621579142,2800,0.031071428571428573,0.6374525628368026
bearing_left+input_shaft,2,-5.0,1040,1.0,0.4346153846153846,0.8586538461538462,0.4346153846153846,0.05993620562130177,2800,0.02892857142857143,0.7708286004860525
bearing_left+input_shaft+output_shaft,3,-25.0,1040,0.5048076923076923,0.0,0.1439903846153846,0.006730769230769231,0.02363414154955621,2800,0.04392857142857143,0.044316170983463646
bearing_left+input_shaft+output_shaft,3,-20.0,1040,0.9923076923076923,0.0,0.43341346153846155,0.023076923076923078,0.11671106462647927,2800,0.04178571428571429,0.29148650065379333
bearing_left+input_shaft+output_shaft,3,-15.0,1040,1.0,0.10096153846153846,0.7461538461538462,0.1125,0.1345261649408284,2800,0.035,0.6088907636834319
bearing_left+input_shaft+output_shaft,3,-12.0,1040,1.0,0.19615384615384615,0.7990384615384616,0.19615384615384615,0.12115661982248521,2800,0.045,0.648460151627219
bearing_left+input_shaft+output_shaft,3,-10.0,1040,1.0,0.3817307692307692,0.8454326923076922,0.3817307692307692,0.07167315782174558,2800,0.039285714285714285,0.731024684825391
bearing_left+input_shaft+output_shaft,3,-5.0,1040,1.0,0.9442307692307692,0.9860576923076922,0.9442307692307692,0.0005831638313609474,2800,0.03428571428571429,0.9171946818205832
bearing_left+output_shaft,2,-25.0,1040,0.5403846153846154,0.0,0.14975961538461538,0.011538461538461539,0.03460307646079882,2800,0.04428571428571428,0.0438866485827874
bearing_left+output_shaft,2,-20.0,1040,0.9913461538461539,0.004807692307692308,0.3836538461538461,0.03076923076923077,0.12485438239644969,2800,0.03535714285714286,0.2505123692413356
bearing_left+output_shaft,2,-15.0,1040,1.0,0.06826923076923076,0.7103365384615384,0.08365384615384615,0.13442186344304732,2800,0.03857142857142857,0.5659827495971576
bearing_left+output_shaft,2,-12.0,1040,1.0,0.20865384615384616,0.8,0.20865384615384616,0.1165675850591716,2800,0.0525,0.6367162074704142
bearing_left+output_shaft,2,-10.0,1040,1.0,0.36538461538461536,0.8413461538461539,0.36538461538461536,0.07551312869822487,2800,0.03857142857142857,0.7264467323541842
bearing_left+output_shaft,2,-5.0,1040,1.0,0.9259615384615385,0.9814903846153846,0.9259615384615385,0.0010278175850591705,2800,0.04,0.9009764758228551
bearing_right,1,-25.0,1040,0.22596153846153846,0.0,0.0625,0.019230769230769232,0.0020899593195266267,2800,0.04857142857142857,-0.03568783680262046
bearing_right,1,-20.0,1040,0.6451923076923077,0.0,0.21658653846153847,0.01826923076923077,0.03665143075073964,2800,0.04285714285714286,0.11254653737188293
bearing_right,1,-15.0,1040,0.9961538461538462,0.009615384615384616,0.5314903846153846,0.023076923076923078,0.13469553208210058,2800,0.04,0.38414261857433424
bearing_right,1,-12.0,1040,1.0,0.06346153846153846,0.6771634615384615,0.0875,0.12688118296967454,2800,0.04285714285714286,0.5280085843393385
bearing_right,1,-10.0,1040,1.0,0.12403846153846154,0.7531249999999999,0.13076923076923078,0.1302419448039941,2800,0.055714285714285716,0.5765754561694314
bearing_right,1,-5.0,1040,1.0,0.5115384615384615,0.8778846153846154,0.5115384615384615,0.04473650147928995,2800,0.045714285714285714,0.764087793216399
bearing_right+gearbox_left,2,-25.0,1040,0.36538461538461536,0.0,0.10336538461538462,0.028846153846153848,0.007105445636094676,2800,0.05285714285714286,-0.005901623916948434
bearing_right+gearbox_left,2,-20.0,1040,0.9153846153846154,0.0038461538461538464,0.38100961538461536,0.06826923076923076,0.09203835752588757,2800,0.04357142857142857,0.24784757947881444
bearing_right+gearbox_left,2,-15.0,1040,1.0,0.18173076923076922,0.7139423076923077,0.3836538461538462,0.07957585983727812,2800,0.06571428571428571,0.5427258063450972
bearing_right+gearbox_left,2,-12.0,1040,1.0,0.6730769230769231,0.9139423076923077,0.7817307692307692,0.008471015162721893,2800,0.038214285714285715,0.8332782286823753
bearing_right+gearbox_left,2,-10.0,1040,1.0,0.9105769230769231,0.9776442307692308,0.925,0.0009584758690828393,2800,0.047142857142857146,0.8828792785489751
bearing_right+gearbox_left,2,-5.0,1040,1.0,1.0,1.0,1.0,0.0,2800,0.03678571428571428,0.9264285714285714
bearing_right+gearbox_left+gearbox_right,3,-25.0,1040,0.6057692307692307,0.0,0.17692307692307693,0.02980769230769231,0.0371828772189349,2800,0.06,0.03833163831360949
bearing_right+gearbox_left+gearbox_right,3,-20.0,1040,0.9865384615384616,0.004807692307692308,0.4185096153846154,0.08846153846153847,0.13043471477440827,2800,0.06357142857142857,0.22614940085455415
bearing_right+gearbox_left+gearbox_right,3,-15.0,1040,1.0,0.19326923076923078,0.7247596153846154,0.3894230769230769,0.07709336862056214,2800,0.06107142857142857,0.5640700739314772
bearing_right+gearbox_left+gearbox_right,3,-12.0,1040,1.0,0.7461538461538462,0.9317307692307693,0.8240384615384615,0.005437777366863907,2800,0.054285714285714284,0.8204404519759088
bearing_right+gearbox_left+gearbox_right,3,-10.0,1040,1.0,0.9615384615384616,0.9903846153846154,0.9701923076923077,0.00014839127218934918,2800,0.07214285714285715,0.8460247054628064
bearing_right+gearbox_left+gearbox_right,3,-5.0,1040,1.0,1.0,1.0,1.0,0.0,2800,0.052142857142857144,0.8957142857142857
bearing_right+gearbox_left+input_shaft,3,-25.0,1040,0.39615384615384613,0.0,0.11442307692307692,0.019230769230769232,0.007616956360946746,2800,0.04321428571428571,0.024186027314032122
bearing_right+gearbox_left+input_shaft,3,-20.0,1040,0.9298076923076923,0.0057692307692307696,0.4002403846153846,0.07115384615384615,0.07471171181582839,2800,0.06642857142857143,0.2300273858503275
bearing_right+gearbox_left+input_shaft,3,-15.0,1040,1.0,0.2048076923076923,0.7560096153846154,0.28076923076923077,0.08530435234837279,2800,0.04642857142857143,0.6205002963532862
bearing_right+gearbox_left+input_shaft,3,-12.0,1040,1.0,0.6913461538461538,0.9213942307692308,0.7115384615384616,0.014792148206360944,2800,0.044642857142857144,0.824712442380336
bearing_right+gearbox_left+input_shaft,3,-10.0,1040,1.0,0.9288461538461539,0.9822115384615384,0.9298076923076923,0.0009155417899408278,2800,0.055357142857142855,0.8710394818522822
bearing_right+gearbox_left+input_shaft,3,-5.0,1040,1.0,1.0,1.0,1.0,0.0,2800,0.054642857142857146,0.8907142857142857
bearing_right+gearbox_left+output_shaft,3,-25.0,1040,0.6711538461538461,0.0,0.19663461538461538,0.016346153846153847,0.05791119637573964,2800,0.047142857142857146,0.07339330291103127
bearing_right+gearbox_left+output_shaft,3,-20.0,1040,0.9990384615384615,0.006730769230769231,0.44134615384615383,0.08365384615384615,0.14033145340236688,2800,0.055,0.2611804271449704
bearing_right+gearbox_left+output_shaft,3,-15.0,1040,1.0,0.17211538461538461,0.7144230769230768,0.39326923076923076,0.08193001109467456,2800,0.048928571428571425,0.5756009285185967
bearing_right+gearbox_left+output_shaft,3,-12.0,1040,1.0,0.7134615384615385,0.9240384615384616,0.7817307692307692,0.007971061390532545,2800,0.05035714285714286,0.8193386451289095
bearing_right+gearbox_left+output_shaft,3,-10.0,1040,1.0,0.9673076923076923,0.9918269230769231,0.9730769230769231,0.00012273483727810668,2800,0.04,0.9117655556582841
bearing_right+gearbox_left+output_shaft,3,-5.0,1040,1.0,1.0,1.0,1.0,0.0,2800,0.03678571428571428,0.9264285714285714
bearing_right+gearbox_right,2,-25.0,1040,0.44903846153846155,0.0,0.12884615384615383,0.015384615384615385,0.018005269970414198,2800,0.06892857142857142,-0.01801362399619611
bearing_right+gearbox_right,2,-20.0,1040,0.8932692307692308,0.0,0.3512019230769231,0.03461538461538462,0.09045921551405327,2800,0.06821428571428571,0.16954374389132504
bearing_right+gearbox_right,2,-15.0,1040,1.0,0.057692307692307696,0.6420673076923077,0.1375,0.13330592409393488,2800,0.06571428571428571,0.44398577421676877
bearing_right+gearbox_right,2,-12.0,1040,1.0,0.18653846153846154,0.7598557692307693,0.22115384615384615,0.1022375993897929,2800,0.07,0.5687369695358728
