case_name,replicate,sample_count,true_k,expected_k,estimated_k,success,frequency_mae_hz,noise_kind,theoretical_identifiable,condition_design,ill_conditioned,runtime_seconds,true_frequencies_hz,estimated_frequencies_hz
very_low_snr_-25,21,40001,4,4,1,False,9.999938790384027,gaussian,True,1.0000292994887656,False,0.20218100000056438,3.99999818;7.99992873;13.0000886;14.0000242,13.999937
very_low_snr_-25,22,40001,4,4,1,False,9.999917075171085,gaussian,True,1.0000271686844693,False,0.4766380000000936,3.99999818;7.99992873;13.0000886;14.0000242,13.9999153
very_low_snr_-25,23,40001,4,4,1,False,9.99982354569403,gaussian,True,1.0000177801202068,False,0.4817632999984198,3.99999818;7.99992873;13.0000886;14.0000242,13.9998217
very_low_snr_-25,24,40001,4,4,1,False,10.000111882155357,gaussian,True,1.0000453757677437,False,0.4597435999967274,3.99999818;7.99992873;13.0000886;14.0000242,14.0001101
very_low_snr_-25,25,40001,4,4,2,False,5.00007722825917,gaussian,True,1.0000679132840462,False,0.4865886999978102,3.99999818;7.99992873;13.0000886;14.0000242,8.00005936;14.000022
very_low_snr_-25,26,40001,4,4,1,False,9.999984527607571,gaussian,True,1.0000337141762812,False,0.41631320000306005,3.99999818;7.99992873;13.0000886;14.0000242,13.9999827
very_low_snr_-25,27,40001,4,4,1,False,10.000007172714826,gaussian,True,1.000035859623616,False,0.2036009000003105,3.99999818;7.99992873;13.0000886;14.0000242,14.0000054
very_low_snr_-25,28,40001,4,4,1,False,10.000315648258157,gaussian,True,1.0000615087039981,False,0.19257659999857424,3.99999818;7.99992873;13.0000886;14.0000242,14.0003138
very_low_snr_-25,29,40001,4,4,1,False,10.000029170062845,gaussian,True,1.0000379159093005,False,0.45068170000013197,3.99999818;7.99992873;13.0000886;14.0000242,14.0000274
very_low_snr_-25,30,40001,4,4,1,False,10.000212327679721,gaussian,True,1.0000537690715094,False,0.43666099999973085,3.99999818;7.99992873;13.0000886;14.0000242,14.0002105
very_low_snr_-25,31,40001,4,4,1,False,10.000188497865231,gaussian,True,1.0000518504739004,False,0.44914540000172565,3.99999818;7.99992873;13.0000886;14.0000242,14.0001867
very_low_snr_-25,32,40001,4,4,1,False,9.999830178083647,gaussian,True,1.0000184555165563,False,0.4444368000040413,3.99999818;7.99992873;13.0000886;14.0000242,13.9998284
very_low_snr_-25,33,40001,4,4,1,False,9.999930312628164,gaussian,True,1.0000284701188156,False,0.4541203000044334,3.99999818;7.99992873;13.0000886;14.0000242,13.9999285
very_low_snr_-25,34,40001,4,4,1,False,9.999834689421826,gaussian,True,1.0000189141897902,False,0.17366069999843603,3.99999818;7.99992873;13.0000886;14.0000242,13.9998329
very_low_snr_-25,35,40001,4,4,1,False,10.000050557409919,gaussian,True,1.0000398874058931,False,0.18895550000161165,3.99999818;7.99992873;13.0000886;14.0000242,14.0000487
very_low_snr_-25,36,40001,4,4,1,False,9.999883913223,gaussian,True,1.0000238761666471,False,0.194996699996409,3.99999818;7.99992873;13.0000886;14.0000242,13.9998821
very_low_snr_-25,37,40001,4,4,1,False,9.99992106891092,gaussian,True,1.0000275621357266,False,0.2004873999976553,3.99999818;7.99992873;13.0000886;14.0000242,13.9999193
very_low_snr_-25,38,40001,4,4,2,False,3.000066553716633,gaussian,True,1.000073693638907,False,0.506997099997534,3.99999818;7.99992873;13.0000886;14.0000242,4.00004372;14.0000163
very_low_snr_-25,39,40001,4,4,1,False,10.00007391383424,gaussian,True,1.0000420074482714,False,0.5012930000011693,3.99999818;7.99992873;13.0000886;14.0000242,14.0000721
very_low_snr_-25,40,40001,4,4,1,False,10.000238941668295,gaussian,True,1.0000558547567553,False,0.20148730000073556,3.99999818;7.99992873;13.0000886;14.0000242,14.0002371
very_low_snr_-25,41,40001,4,4,1,False,10.000163344269088,gaussian,True,1.000049774888241,False,0.5205935999983922,3.99999818;7.99992873;13.0000886;14.0000242,14.0001615
very_low_snr_-25,42,40001,4,4,1,False,9.999956368796466,gaussian,True,1.0000310084612534,False,0.5203793000036967,3.99999818;7.99992873;13.0000886;14.0000242,13.9999546
