amplitude_case,separation_hz,replicate,sample_count,amplitude_1,amplitude_2,component_1_snr_db,component_2_snr_db,main_estimated_k,main_max_frequency_error_hz,main_success,main_bic_improvement,condition_design,condition_normal,smallest_singular_value,numerical_rank,column_count,ill_conditioned,music_estimated_k,music_max_frequency_error_hz,music_success,music_grid_step_hz,main_runtime_seconds,music_runtime_seconds,main_frequency_1_hz,main_frequency_2_hz,music_frequency_1_hz,music_frequency_2_hz
equal,0.00025,10,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.0044044256241519975,False,84.24908213836898,1.0155250752959917,1.0312911785549295,0.9922678179444944,5,5,False,1,nan,False,2.5e-05,0.05607249999593478,0.028535700002976228,13.49714372993997,13.504529425624153,13.49995,nan
equal,0.00025,11,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.008038449049500684,False,63.943584062060836,1.0895103677961273,1.1870328415352527,0.9562849933674545,5,5,False,1,nan,False,2.5e-05,0.06505599999945844,0.02920770000491757,13.491836550950499,13.500231212200006,13.500774999999999,nan
equal,0.00025,12,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.0041107504173663045,False,49.70455402849802,1.2197776913626883,1.4878576163460897,0.8966072311076714,5,5,False,1,nan,False,2.5e-05,0.0942808000036166,0.02863249999791151,13.495764249582633,13.49899783040623,13.4999,nan
equal,0.00025,13,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.0076660913929504915,False,178.80201351989672,1.1037614553992163,1.2182893504249963,0.9495239001857769,5,5,False,1,nan,False,2.5e-05,0.05788770000071963,0.024590500004705973,13.501071534943874,13.507791091392951,13.500399999999999,nan
equal,0.00025,14,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.003222443801229602,False,11.091024747440315,1.1226409835386815,1.260322777920698,0.9406536854668787,5,5,False,1,nan,False,2.5e-05,0.049984900004346855,0.024025600003369618,13.4968282912903,13.50334744380123,13.50005,nan
equal,0.00025,15,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.008419966117038769,False,30.187755219390965,1.0894201596040503,1.1868362841517144,0.9563279796251986,5,5,False,1,nan,False,2.5e-05,0.05264619999798015,0.0240330999949947,13.49145503388296,13.499847469106893,13.499925,nan
equal,0.00025,16,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,1,nan,False,-8.563365068877829,1.1139560959517603,1.2408981837080872,0.9447218047863869,5,5,False,1,nan,False,2.5e-05,0.05913180000061402,0.025907199997163843,13.501649868693315,nan,13.50005,nan
equal,0.00025,17,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.0079235592906155,False,110.75489066623231,1.077616087331488,1.161256431675625,0.9619706970845497,5,5,False,1,nan,False,2.5e-05,0.05709999999817228,0.025331000004371163,13.491951440709384,13.501127420243895,13.50005,nan
equal,0.00025,18,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.010705351508581984,False,35.86568594507662,1.045278305018734,1.0926067349428374,0.9776225003451953,5,5,False,1,nan,False,2.5e-05,0.08217819999845233,0.02508519999537384,13.489169648491417,13.4996651189542,13.4992,nan
equal,0.00025,19,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.004214187015158188,False,57.192172995608416,1.2212588336524604,1.4914731387741678,0.8959564353167659,5,5,False,1,nan,False,2.5e-05,0.04921920000197133,0.021297299994330388,13.501096340914502,13.504339187015159,13.5001,nan
equal,0.00025,20,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.004828811159862667,False,64.36034825713796,1.1673923337715253,1.3628048609485284,0.9200280533925171,5,5,False,1,nan,False,2.5e-05,0.05362379999860423,0.0293658999944455,13.500715656800965,13.504953811159863,13.5,nan
equal,0.00025,21,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.010969921876951005,False,30.90386153961299,1.0706542011809408,1.1463004185063985,0.9653164884455131,5,5,False,1,nan,False,2.5e-05,0.058412099999259226,0.030092400003923103,13.488905078123048,13.498174934141732,13.5,nan
equal,0.00025,22,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.011826262824563116,False,88.14389272142944,1.0269064424743493,1.054536841595324,0.9866384384863304,5,5,False,2,0.0073499999999988574,False,2.5e-05,0.05121520000102464,0.031100899999728426,13.488048737175436,13.500216285638214,13.500625,13.507475
equal,0.00025,23,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.007400901162801787,False,159.6773746906074,1.0797683394424427,1.16589966686229,0.9609390166888834,5,5,False,1,nan,False,2.5e-05,0.05781420000130311,0.029702400002861395,13.499298830729916,13.507525901162802,13.5,nan
equal,0.00025,24,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.004241584747306959,False,36.03613769460026,1.2156067488174653,1.4776997677705683,0.8984432656952753,5,5,False,1,nan,False,2.5e-05,0.05233639999642037,0.028409399994416162,13.495633415252692,13.49960389410721,13.500025,nan
equal,0.00025,25,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.00460441553565083,False,62.49833835453683,1.2439896912855335,1.547510352024677,0.8860475296843391,5,5,False,1,nan,False,2.5e-05,0.08340490000409773,0.02821119999862276,13.5012693934307,13.504729415535651,13.50005,nan
equal,0.00025,26,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.008050669296823187,False,36.221323136363935,1.0624566117571568,1.1288140518664977,0.9692729915463975,5,5,False,1,nan,False,2.5e-05,0.0523791000014171,0.02074469999934081,13.49880680730796,13.508175669296824,13.500025,nan
equal,0.00025,27,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.0018091399337869518,False,92.95531333884355,1.2458361883530422,1.5521078082100368,0.8852490914478152,5,5,False,1,nan,False,2.5e-05,0.05224340000131633,0.025915500002156477,13.498284372084525,13.501934139933788,13.500025,nan
equal,0.00025,28,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.003551701256590434,False,148.19598085591315,1.134078119847656,1.2861331819171942,0.9353286311933902,5,5,False,1,nan,False,2.5e-05,0.0592460999978357,0.028188299998873845,13.499283627451746,13.503676701256591,13.499925,nan
equal,0.00025,29,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.0044255041150744745,False,58.21807014885235,1.1872444522846481,1.409549389480674,0.911060214217426,5,5,False,1,nan,False,2.5e-05,0.07328129999950761,0.023891799995908514,13.495449495884925,13.499587122073237,13.4998,nan
equal,0.00025,30,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.005267853194846239,False,48.89287206216795,1.07678900250523,1.1594745559162083,0.96236751120207,5,5,False,1,nan,False,2.5e-05,0.061656600002606865,0.030999599999631755,13.497206755365985,13.505392853194847,13.49995,nan
equal,0.00025,31,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.00627588625161124,False,63.66713133010671,1.1214867891176006,1.2577326181653055,0.9411931268586043,5,5,False,1,nan,False,2.5e-05,0.0604209000011906,0.03072529999917606,13.499867294593294,13.506400886251612,13.50005,nan
equal,0.00025,32,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.004270115117698481,False,39.742762940350076,1.1249157028051744,1.2654353384176595,0.9395916799240833,5,5,False,1,nan,False,2.5e-05,0.05901089999679243,0.0274857999975211,13.495604884882301,13.502093850928347,13.50005,nan
equal,0.00025,33,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.005442991393461938,False,174.66424872082644,1.1369946080641264,1.2927567387668966,0.9339766207435621,5,5,False,1,nan,False,2.5e-05,0.09380319999763742,0.02465440000378294,13.494432008606537,13.500663781692502,13.499975,nan
equal,0.00025,34,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,1,nan,False,9.143560261549283,1.0611883964652022,1.1261208127923872,0.9698868125058979,5,5,False,1,nan,False,2.5e-05,0.052559000003384426,0.020930300001055002,13.498248544490332,nan,13.499975,nan
equal,0.00025,35,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.005485634746207779,False,19.392697248071272,1.1369156393704638,1.2925771710451506,0.9340131969572327,5,5,False,1,nan,False,2.5e-05,0.06565849999606144,0.035035599998082034,13.494389365253792,13.500449721311405,13.499775,nan
equal,0.00025,36,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.004720945796254483,False,49.45977143530945,1.228662754858333,1.5096121651760683,0.8927126638909215,5,5,False,1,nan,False,2.5e-05,0.07774999999674037,0.0352640999990399,13.495154054203745,13.49902652174729,13.5001,nan
equal,0.00025,37,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,1,nan,False,-7.236989515884488,1.1290914010916826,1.274847392019179,0.9376459112503969,5,5,False,1,nan,False,2.5e-05,0.06429779999598395,0.03592049999861047,13.502346824857415,nan,13.50005,nan
equal,0.00025,38,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.00470919257616309,False,173.0600647827814,1.1098767596406856,1.2318264215905081,0.9466398867573036,5,5,False,1,nan,False,2.5e-05,0.08672479999950156,0.030348400003276765,13.495165807423836,13.500827198227162,13.49995,nan
equal,0.00025,39,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,1,nan,False,3.822535621047791,1.1751412375002765,1.3809569280736813,0.9165142638162633,5,5,False,1,nan,False,2.5e-05,0.0669768000007025,0.03872280000359751,13.499236436153485,nan,13.5,nan
equal,0.00025,40,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,1,nan,False,0.971818571922995,1.026869446650424,1.054460860464148,0.9866565514507706,5,5,False,1,nan,False,2.5e-05,0.05798309999954654,0.03340349999780301,13.505922676143495,nan,13.500025,nan
equal,0.00025,41,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.0100492638303038,False,134.75829812386655,1.0404401227625482,1.0825156490541463,0.9799882433830481,5,5,False,1,nan,False,2.5e-05,0.07640349999564933,0.030031999995117076,13.489825736169696,13.504191359254975,13.499975,nan
equal,0.00025,42,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.008257085782997109,False,104.08038091401068,1.0745064202026098,1.1545640470566274,0.9634635295034231,5,5,False,1,nan,False,2.5e-05,0.11119590000453172,0.028754200000548735,13.491617914217002,13.498578237511364,13.50005,nan
equal,0.00025,43,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,1,nan,False,4.702627901109736,1.0123245832917636,1.0248010619368428,0.9938568099517634,5,5,False,1,nan,False,2.5e-05,0.09108459999697516,0.03351649999967776,13.499581193195574,nan,13.5075,nan
equal,0.00025,44,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.00486750351330123,False,17.771280947437845,1.2160814580313049,1.4788541125675443,0.898234054737343,5,5,False,1,nan,False,2.5e-05,0.06909389999782434,0.03304800000478281,13.495007496486698,13.498974616306333,13.500075,nan
equal,0.00025,45,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.006096479293796975,False,11.362922943322701,1.1322797155282565,1.2820573541967493,0.9361635340189206,5,5,False,1,nan,False,2.5e-05,0.06965069999569096,0.03884719999769004,13.493778520706202,13.500146638226306,13.500025,nan
equal,0.00025,46,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.009560972602663753,False,16.175696561374934,1.0334865566201463,1.068094462714567,0.9833991123198006,5,5,False,1,nan,False,2.5e-05,0.057858399995893706,0.035072400001809,13.490314027397336,13.49998646160671,13.500225,nan
equal,0.00025,47,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.005679607383626717,False,32.767828485883,1.2089443645660738,1.461546476616068,0.9013863418395714,5,5,False,1,nan,False,2.5e-05,0.059645900000759866,0.03192190000117989,13.494195392616373,13.498208985328414,13.500025,nan
equal,0.00025,48,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,1,nan,False,-0.19957320834510028,1.013008586439053,1.0261863961992483,0.9935169640027285,5,5,False,1,nan,False,2.5e-05,0.06767399999807822,0.03593820000241976,13.49948859343645,nan,13.500025,nan
equal,0.00025,49,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.008054427522690588,False,17.639870645483825,1.0441528800383209,1.09025523689232,0.9781722492892649,5,5,False,1,nan,False,2.5e-05,0.08937719999812543,0.029117199999745935,13.498613928158713,13.508179427522691,13.500075,nan
equal,0.00025,50,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.006006259043475737,False,70.76708256907477,1.055323737032109,1.1137081899434158,0.9727303629240969,5,5,False,1,nan,False,2.5e-05,0.08714880000479752,0.030266800000390504,13.49436296446429,13.506131259043476,13.5,nan
equal,0.00025,51,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,1,nan,False,1.4147978423570748,1.2411576524382013,1.540472318205907,0.887274018039703,5,5,False,1,nan,False,2.5e-05,0.06905840000399621,0.03208739999536192,13.49985011300122,nan,13.500125,nan
equal,0.00025,52,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.004683068483549491,False,24.186142672728238,1.1295672986621692,1.2759222822069503,0.93742446576732,5,5,False,1,nan,False,2.5e-05,0.07195200000569457,0.036203999996359926,13.498389519539941,13.50480806848355,13.5,nan
equal,0.00025,53,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.0042380853152383935,False,16.361699602426597,1.1508995879105246,1.3245698614526153,0.9275635978243645,5,5,False,1,nan,False,2.5e-05,0.06672850000177277,0.036452500004088506,13.495636914684761,13.499953267350971,13.5,nan
equal,0.00025,54,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.011182899271048541,False,74.6158987742092,1.0493477383040208,1.1011306758837638,0.975637458353428,5,5,False,1,nan,False,2.5e-05,0.08050770000409102,0.028191900004458148,13.48869210072895,13.496587848465277,13.5,nan
equal,0.00025,55,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.00739142762901146,False,18.376228354667546,1.0772645622867358,1.1604989371588326,0.9621393245658271,5,5,False,1,nan,False,2.5e-05,0.07917479999741772,0.03202149999560788,13.499323691558503,13.507516427629012,13.499925,nan
equal,0.00025,56,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.0013410772224933254,False,10.741128342551747,1.3699095194262072,1.876652091414542,0.8338181178087402,5,5,False,1,nan,False,2.5e-05,0.06090759999642614,0.03059229999780655,13.498533922777506,13.50040027709533,13.500025,nan
equal,0.00025,57,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.005045466815692734,False,51.46452843973202,1.0404299540422173,1.0824944892682904,0.9799932117346798,5,5,False,1,nan,False,2.5e-05,0.08720290000201203,0.025609999996959232,13.49556699497038,13.505170466815693,13.49995,nan
equal,0.00025,58,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.008573723632542496,False,26.819250935763193,1.0004097455433787,1.0008196589781677,0.9997875578320292,5,5,False,1,nan,False,2.5e-05,0.08006110000133049,0.02734000000054948,13.498702695931392,13.508698723632543,13.499875,nan
equal,0.00025,59,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.007679909513424121,False,12.496793563748724,1.0901024736935319,1.1883234031527574,0.9560029800279488,5,5,False,1,nan,False,2.5e-05,0.06963679999898886,0.02956659999472322,13.492195090486575,13.50060262536304,13.499925,nan
equal,0.00025,60,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.002483369074834485,False,35.31571017505303,1.176372855478559,1.383853095106779,0.915957353430403,5,5,False,1,nan,False,2.5e-05,0.06789750000461936,0.03399160000117263,13.498414630185044,13.502608369074835,13.499925,nan
equal,0.00025,61,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.004901930232174223,False,61.51885634771861,1.0939608958783138,1.196750441710883,0.9541675498470789,5,5,False,1,nan,False,2.5e-05,0.0778474000035203,0.02978169999551028,13.494973069767825,13.50380849329864,13.49995,nan
equal,0.00025,62,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.006576338463597509,False,52.360847448399,1.0231429617660406,1.0468215202113855,0.9884961833788114,5,5,False,1,nan,False,2.5e-05,0.06908090000069933,0.028799899999285117,13.499370284517406,13.506701338463598,13.50005,nan
equal,0.00025,63,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.0048203474753467646,False,80.2921456473814,1.0310383909390104,1.0630401635901037,0.9846030037436161,5,5,False,1,nan,False,2.5e-05,0.06881429999339161,0.030549399998562876,13.495054652524653,13.502329343169034,13.500025,nan
equal,0.00025,64,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.002114734386953643,False,68.06641758291698,1.1238236549883234,1.262979607511314,0.940101352808467,5,5,False,1,nan,False,2.5e-05,0.0842456000027596,0.027257399997324683,13.497760265613046,13.502199079768701,13.499675,nan
equal,0.00025,65,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.006384043759529945,False,48.24846450110272,1.1298772213061627,1.2766225352265355,0.937280286223369,5,5,False,1,nan,False,2.5e-05,0.060655200002656784,0.032514200000150595,13.49349095624047,13.49990418030699,13.500025,nan
equal,0.00025,66,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.007673921168233733,False,50.7238443218539,1.0860999411501475,1.179613082166354,0.9579112984523153,5,5,False,1,nan,False,2.5e-05,0.08335819999774685,0.030863600004522596,13.492201078831766,13.501238209316488,13.499975,nan
equal,0.00025,67,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.003213824844189972,False,59.61779235851827,1.0105973866021118,1.0213070778070183,0.9947152863893484,5,5,False,1,nan,False,2.5e-05,0.0694597999972757,0.03262959999847226,13.49666117515581,13.501609019672493,13.49995,nan
equal,0.00025,68,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.006308959390489477,False,18.64819854288362,1.1311287535916417,1.2794522572017808,0.9366983336397599,5,5,False,1,nan,False,2.5e-05,0.06597439999313792,0.03430379999917932,13.49356604060951,13.499476296027213,13.499975,nan
equal,0.00025,69,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.0053773230728566546,False,71.47987598299551,1.0772585292309615,1.1604859388008544,0.9621422213661058,5,5,False,1,nan,False,2.5e-05,0.05713859999377746,0.02840229999856092,13.494497676927143,13.499140948017258,13.5,nan
equal,0.00025,70,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.009112745973745007,False,28.668944846398517,1.0678581527454563,1.1403210343849381,0.9666639841999187,5,5,False,1,nan,False,2.5e-05,0.05504259999725036,0.03232239999488229,13.498353507416418,13.509237745973746,13.499975,nan
equal,0.00025,71,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,1,nan,False,8.855389634236417,1.0227626407962138,1.0460434194084451,0.9886841822851311,5,5,False,1,nan,False,2.5e-05,0.06877550000353949,0.02857689999655122,13.50032824485809,nan,13.5,nan
equal,0.00025,72,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.0038015972516856067,False,134.00236723783928,1.2268447937946496,1.5051481480610363,0.893507682164935,5,5,False,1,nan,False,2.5e-05,0.07991840000613593,0.029721700004301965,13.496073402748314,13.499354250227173,13.4999,nan
equal,0.00025,73,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.007813682257664212,False,23.684572023636065,1.0572671091810903,1.1178137401561397,0.9717870654363197,5,5,False,1,nan,False,2.5e-05,0.07894520000263583,0.03177500000310829,13.492061317742335,13.501488826881847,13.500025,nan
equal,0.00025,74,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.004812470631071264,False,96.21954781565546,1.0450088392275165,1.0920434740636416,0.9777541270490961,5,5,False,1,nan,False,2.5e-05,0.05662490000395337,0.026083100005052984,13.495062529368928,13.500295825067365,13.5,nan
equal,0.00025,75,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.007542073122245085,False,56.068181488559276,1.123230174121219,1.2616460240563838,0.9403784836066778,5,5,False,1,nan,False,2.5e-05,0.056914999993750826,0.028217299994139466,13.492332926877754,13.498844386205072,13.500025,nan
equal,0.00025,76,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,1,nan,False,3.9320185712767852,1.2348266265673538,1.524796797679711,0.8900241325656418,5,5,False,1,nan,False,2.5e-05,0.06373819999862462,0.027928499999688938,13.500122076538087,nan,13.5,nan
equal,0.00025,77,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.006240908889363794,False,51.135767189754915,1.1210858871341398,1.2568335663313412,0.9413805727999632,5,5,False,1,nan,False,2.5e-05,0.05659649999870453,0.027433100003690924,13.493634091110636,13.499406412131066,13.49995,nan
equal,0.00025,78,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.005468704484439257,False,33.85143715461891,1.0355486263678564,1.0723609575723543,0.9823862991477561,5,5,False,1,nan,False,2.5e-05,0.08599020000110613,0.026932599997962825,13.495941827476898,13.50559370448444,13.5,nan
equal,0.00025,79,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.006308992046733408,False,12.491052704941467,1.0168778841261021,1.0340406312247785,0.9915967435985527,5,5,False,1,nan,False,2.5e-05,0.06738000000041211,0.025703100000100676,13.493566007953266,13.500941941129552,13.5001,nan
equal,0.00025,80,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.007079121283563694,False,19.97358683236962,1.1486893806178298,1.3194872931441735,0.9285793019370768,5,5,False,1,nan,False,2.5e-05,0.08024929999373853,0.02408589999686228,13.492795878716436,13.497122394163195,13.5,nan
equal,0.00025,81,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.005735139405468104,False,22.39230389810109,1.0107774342148275,1.02167102151791,0.9946258789075262,5,5,False,1,nan,False,2.5e-05,0.06408450000162702,0.0284895000004326,13.494139860594531,13.499193794156904,13.5,nan
equal,0.00025,82,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.002414159795009141,False,21.655593024541304,1.1006294667008953,1.2113852229702973,0.9510049911156373,5,5,False,1,nan,False,2.5e-05,0.07837289999588393,0.02570199999900069,13.497998208777888,13.50253915979501,13.500025,nan
equal,0.00025,83,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.005667301646029799,False,32.85562799463696,1.0028050449279113,1.0056179581328704,0.9985980668648344,5,5,False,1,nan,False,2.5e-05,0.07526289999805158,0.02508269999816548,13.49420769835397,13.499193762960477,13.5,nan
equal,0.00025,84,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,1,nan,False,-0.4302093821243034,1.0554151111516437,1.1139010568472363,0.9726860589494855,5,5,False,1,nan,False,2.5e-05,0.074193300002662,0.028546100002131425,13.49789344526187,nan,13.5,nan
equal,0.00025,85,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.007732507311384751,False,41.118876928432655,1.0547985442628758,1.112599968979082,0.9729854881428281,5,5,False,1,nan,False,2.5e-05,0.05989830000180518,0.026420000001962762,13.492142492688615,13.499247761314699,13.499875,nan
equal,0.00025,86,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.009159355277864378,False,86.71626710113742,1.0642429749601268,1.132613109751981,0.9684093201704811,5,5,False,1,nan,False,2.5e-05,0.06640429999970365,0.025959999999031425,13.490715644722135,13.498756011910611,13.50005,nan
equal,0.00025,87,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.007923334531815485,False,119.24401359437434,1.0474836865387234,1.0972220735647544,0.9765461720780105,5,5,False,1,nan,False,2.5e-05,0.060203299995919224,0.025202700002409983,13.491951665468184,13.499109429453537,13.5,nan
equal,0.00025,88,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.007878731748593992,False,28.06671055861625,1.078373551904894,1.1628895174479772,0.9616074672758426,5,5,False,1,nan,False,2.5e-05,0.06747460000042338,0.02489709999645129,13.491996268251405,13.500203723129681,13.5,nan
equal,0.00025,89,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.006447016466854194,False,12.462215894291148,1.123401969800891,1.262031985752522,0.9402982481710431,5,5,False,1,nan,False,2.5e-05,0.07473960000061197,0.02705910000076983,13.493427983533145,13.499937302815315,13.500625,nan
equal,0.00025,90,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,2,0.0040451708624740235,False,59.45047827674716,1.1314732149508882,1.2802316361512986,0.9365382390808992,5,5,False,1,nan,False,2.5e-05,0.05812829999922542,0.02793359999486711,13.495829829137525,13.502214245171148,13.50005,nan
equal,0.00025,91,40001,0.02,0.02,-16.97925847835726,-16.97925847835726,1,nan,False,5.008026497142055,1.0551856382266955,1.1134167311198788,0.9727973962296265,5,5,False,1,nan,False,2.5e-05,0.07444059999397723,0.029693799995584413,13.503063472022838,nan,13.500075,nan
