case_name,runs,success_rate,success_ci95_low,success_ci95_high,mean_estimated_k,median_frequency_mae_hz,ill_conditioned_rate,theoretical_identifiable,mean_runtime_seconds
very_low_snr_-25,100,0.0,0.0,0.03699480747600191,1.2,10.000005556832473,0.0,True,0.3827398679995531
very_low_snr_-30,100,0.0,0.0,0.03699480747600191,0.13,10.000100306781933,0.0,True,0.05637324199968134
non_symmetric_close,100,0.73,0.6356769977376873,0.8073053908233518,1.92,6.854393932975711e-05,0.0,True,0.0656217380000453
identical_frequency,100,0.2,0.1333659225590988,0.28883096192650237,1.8,0.0043505745796217354,0.0,False,0.07432074299948
phase_cancellation,100,0.17,0.10893476059773155,0.25548181233642975,1.83,0.0050367490577896135,0.0,False,0.06713912400009577
overcomplete_k8,100,1.0,0.9630051925239981,0.9999999999999999,8.0,5.54607754110481e-05,0.0,True,5.528156921000555
impulsive_noise,100,1.0,0.9630051925239981,0.9999999999999999,4.0,5.383538723113812e-05,0.0,True,1.5488251399998263
low_frequency_boundary,100,1.0,0.9630051925239981,0.9999999999999999,2.0,2.523844336459538e-05,0.0,True,0.4949750779997703
high_frequency_boundary,100,1.0,0.9630051925239981,0.9999999999999999,2.0,1.8323632083649954e-05,0.0,True,0.5094555839995882
