snr_weak_db,amplitude_ratio_weak_to_strong,amplitude_ratio_value,separation_hz,replicate,center_hz,true_frequency_1_hz,true_frequency_2_hz,weak_amplitude,strong_amplitude,noise_std,phase_1_rad,phase_2_rad,phase_difference_abs_rad,phase_bin,detector,estimated_k,success,max_frequency_error_hz,tolerance_hz,estimated_frequencies_hz,bic_improvement,candidate_origin,conditional_glrt_statistic,conditional_glrt_threshold,condition_design,ill_conditioned,runtime_seconds,signal_generation_runtime_seconds,detector_runtime_seconds,trial_total_runtime_seconds,fit_backend
-6.0,1:1,1,0.003,5,5.0,4.9985,5.0015,0.01,0.01,0.014108635131604638,0.8439370435399356,3.116564279386841,2.2726272358469055,5,complete,2,True,2.891816487604615e-05,0.00075,4.99847201708;5.00147108184,6499.476450863003,local_close_pair_resolver,nan,nan,1.1700217728895745,False,1.364208699997107,0.0020647999990615062,1.364208699997107,1.3663327000031131,cached
-6.0,1:1,1,0.003,6,5.0,4.9985,5.0015,0.01,0.01,0.014108635131604638,2.747790839305675,-3.0571798742369296,0.47821459363698193,1,complete,2,True,2.6775030299575064e-05,0.00075,4.99850251758;5.00147322497,8746.659278448322,local_close_pair_resolver,nan,nan,1.1624546124314792,False,1.3626932999977726,0.0014537999959429726,1.3626932999977726,1.3642085999963456,cached
-6.0,1:1,1,0.003,7,5.0,4.9985,5.0015,0.01,0.01,0.014108635131604638,-2.496532452394836,1.0381196507373591,2.7485332040473915,6,complete,2,True,2.680408826094549e-05,0.00075,4.99847319591;5.00151650633,8486.338959031564,local_close_pair_resolver,nan,nan,1.181204893015491,False,1.380771399999503,0.0012607000026036985,1.380771399999503,1.3821067999961087,cached
-6.0,1:1,1,0.004,0,5.0,4.998,5.002,0.01,0.01,0.014108635131604638,-1.963490883722143,1.8346904406691698,2.4850039827882737,6,complete,2,True,9.104587740615955e-06,0.001,4.99800703329;5.00200910459,8761.597611597099,local_close_pair_resolver,nan,nan,1.2107770889421863,False,1.3799005999971996,0.0014152000003377907,1.3799005999971996,1.3814140999966185,cached
-6.0,1:1,1,0.004,1,5.0,4.998,5.002,0.01,0.01,0.014108635131604638,-1.7527761927502417,-2.5865425694340907,0.833766376683849,2,complete,2,True,2.4810321982648986e-05,0.001,4.99802481032;5.00201702318,8256.364334632468,local_close_pair_resolver,nan,nan,1.2123153628745067,False,1.384357299997646,0.0014158999983919784,1.384357299997646,1.3858342000021366,cached
-6.0,1:1,1,0.004,2,5.0,4.998,5.002,0.01,0.01,0.014108635131604638,-0.030510882251457705,2.877890403548048,2.908401285799506,7,complete,2,True,6.5696547233429214e-06,0.001,4.99799343035;5.00200332535,9165.243133955984,local_close_pair_resolver,nan,nan,1.2095378403748902,False,1.3880692000020645,0.0018974000049638562,1.3880692000020645,1.3900763000056031,cached
-6.0,1:1,1,0.004,3,5.0,4.998,5.002,0.01,0.01,0.014108635131604638,-2.757305995545105,1.796421191138493,1.7294581204959878,4,complete,2,True,8.958362003319564e-06,0.001,4.99800895836;5.00199190904,8429.911259370157,local_close_pair_resolver,nan,nan,1.213728128882926,False,1.379357700003311,0.001954499995918013,1.379357700003311,1.3813935999933165,cached
-6.0,1:1,1,0.004,4,5.0,4.998,5.002,0.01,0.01,0.014108635131604638,3.1232531184862298,2.0027048545549375,1.1205482639312923,2,complete,2,True,1.6205819162173896e-05,0.001,4.99798379418;5.00199959059,8737.429290952743,local_close_pair_resolver,nan,nan,1.2085925216131699,False,1.3840060000002268,0.0016702000066288747,1.3840060000002268,1.3858017000020482,cached
-6.0,1:1,1,0.004,5,5.0,4.998,5.002,0.01,0.01,0.014108635131604638,-1.8712821526716608,-1.082321936446947,0.7889602162247138,2,complete,2,True,1.2293073820224265e-05,0.001,4.99798995971;5.00198770693,8409.952260494407,local_close_pair_resolver,nan,nan,1.2114486576267365,False,1.4057786999983364,0.001739100000122562,1.4057786999983364,1.4075838000062504,cached
-6.0,1:1,1,0.004,6,5.0,4.998,5.002,0.01,0.01,0.014108635131604638,-2.907046191555252,0.6725384857016228,2.703600629922712,6,complete,2,True,1.6397854175842497e-05,0.001,4.99798360215;5.00200772385,8575.262627485557,local_close_pair_resolver,nan,nan,1.2072469663693872,False,1.409017899997707,0.0037834000031580217,1.409017899997707,1.412864099998842,cached
-6.0,1:1,1,0.004,7,5.0,4.998,5.002,0.01,0.01,0.014108635131604638,-1.106511684585255,1.6907076561804892,2.797219340765744,7,complete,2,True,7.890147045053197e-06,0.001,4.99799530639;5.00199210985,8616.67355206504,local_close_pair_resolver,nan,nan,1.2115969030967122,False,1.3197473000036553,0.0015252000011969358,1.3197473000036553,1.3213754999960656,cached
-6.0,1:3,3,0.001,0,5.0,4.9995,5.0005,0.01,0.03,0.014108635131604638,1.5804670083997276,-1.9861717772774925,2.7165465215023663,6,complete,2,True,2.9291387406260583e-05,0.00025,4.99952929139;5.00049959814,3235.433255140786,local_close_pair_resolver,nan,nan,2.7741014394047907,False,1.3393952999977046,0.001519899997219909,1.3393952999977046,1.3410318000023835,cached
-6.0,1:3,3,0.001,1,5.0,4.9995,5.0005,0.01,0.03,0.014108635131604638,1.2666365866385219,2.955306280983125,1.6886696943446031,4,complete,2,False,0.0006038177551337398,0.00025,4.99889618224;5.00064586709,956.1112995518488,residual_peak,nan,nan,1.4713397471114062,False,1.3398171000008006,0.0018840999982785434,1.3398171000008006,1.3417617999948561,cached
-6.0,1:3,3,0.001,2,5.0,4.9995,5.0005,0.01,0.03,0.014108635131604638,-2.71530496107921,3.041726052589934,0.5261542935104428,1,complete,2,True,4.417899730402297e-05,0.00025,4.999544179;5.00050853095,1315.5968117518933,split_0.25_over_T,nan,nan,2.7920234472715832,False,1.3629744999998366,0.0014233999972930178,1.3629744999998366,1.3644818999964627,cached
-6.0,1:3,3,0.001,3,5.0,4.9995,5.0005,0.01,0.03,0.014108635131604638,0.16702925548367675,0.9397771823244954,0.7727479268408185,1,complete,2,True,3.571801361079707e-05,0.00025,4.99946428199;5.00052352091,3971.1062719425536,local_close_pair_resolver,nan,nan,2.530176537345851,False,1.3695929999958025,0.003401900001335889,1.3695929999958025,1.3731017999962205,cached
-6.0,1:3,3,0.001,4,5.0,4.9995,5.0005,0.01,0.03,0.014108635131604638,0.8462613770384895,2.540910893372237,1.6946495163337474,4,complete,2,False,0.0006827216985891837,0.00025,4.9988172783;5.00065762768,855.6601034727646,residual_peak,nan,nan,1.3913756315173778,False,1.4194539000018267,0.003875100002915133,1.4194539000018267,1.4234118000022136,cached
-6.0,1:3,3,0.001,5,5.0,4.9995,5.0005,0.01,0.03,0.014108635131604638,2.681369598032857,0.19824357719730834,2.483126020835549,6,complete,2,True,3.3021396437682426e-05,0.00025,4.9994669786;5.00049159128,3091.2557917641825,local_close_pair_resolver,nan,nan,2.620181718884755,False,1.4030392000058782,0.0016093000012915581,1.4030392000058782,1.4047199999986333,cached
-6.0,1:3,3,0.001,6,5.0,4.9995,5.0005,0.01,0.03,0.014108635131604638,2.3290865539577226,-2.217359913644974,1.73673883957689,4,complete,2,False,0.0007560517937497124,0.00025,4.99874394821;5.00066906497,810.8118219425669,residual_peak,nan,nan,1.323740000342928,False,1.4181419999949867,0.001950300000316929,1.4181419999949867,1.420166900003096,cached
-6.0,1:3,3,0.001,7,5.0,4.9995,5.0005,0.01,0.03,0.014108635131604638,2.879430782140214,-1.8964914821450547,1.5072630428943177,3,complete,2,False,0.0005021488124441476,0.00025,4.99899785119;5.00062192118,1402.7076741736382,split_0.10_over_T,nan,nan,1.5972981189138749,False,1.4392567000031704,0.0016739000056986697,1.4392567000031704,1.4410016000038013,cached
-6.0,1:3,3,0.002,0,5.0,4.999,5.001,0.01,0.03,0.014108635131604638,1.990386055029079,-0.9671229593899908,2.95750901441907,7,complete,3,False,nan,0.0005,4.99879411668;5.0003210433;5.00114581399,89.96550032531377,split_0.65_over_T,nan,nan,5.648545547116813,False,3.734233099996345,0.0014853999964543618,3.734233099996345,3.7357693999947514,cached
-6.0,1:3,3,0.002,1,5.0,4.999,5.001,0.01,0.03,0.014108635131604638,0.034838433665411284,2.076457205792484,2.0416187721270727,5,complete,2,True,3.7750867876162886e-05,0.0005,4.99903775087;5.00098860567,8443.931867048668,local_close_pair_resolver,nan,nan,1.3044313754929455,False,1.4255654999942635,0.0018898999987868592,1.4255654999942635,1.4275181999983033,cached
-6.0,1:3,3,0.002,2,5.0,4.999,5.001,0.01,0.03,0.014108635131604638,-0.8714686651588632,1.6700050665285806,2.541473731687444,6,complete,2,True,3.3592099447865564e-05,0.0005,4.9990335921;5.00099199277,7801.997477587429,local_close_pair_resolver,nan,nan,1.2988770285964206,False,1.4250227000011364,0.0019029999966733158,1.4250227000011364,1.4270036000016262,cached
-6.0,1:3,3,0.002,3,5.0,4.999,5.001,0.01,0.03,0.014108635131604638,2.7452567486497177,1.8841708652026963,0.8610858834470214,2,complete,2,True,1.1646658029995649e-05,0.0005,4.99898835334;5.00099692279,8518.860439262993,local_close_pair_resolver,nan,nan,1.2630990398665611,False,1.4520534999974188,0.0021264999959385023,1.4520534999974188,1.454310399996757,cached
-6.0,1:3,3,0.002,4,5.0,4.999,5.001,0.01,0.03,0.014108635131604638,1.9435190547752104,-0.9254605926694057,2.868979647444616,7,complete,3,False,nan,0.0005,4.99877545818;5.00055623502;5.00104349386,138.18002846150193,split_0.65_over_T,nan,nan,8.64734873024271,False,3.706920700002229,0.001614799999515526,3.706920700002229,3.708581499995489,cached
-6.0,1:3,3,0.002,5,5.0,4.999,5.001,0.01,0.03,0.014108635131604638,1.388959105447884,-2.5566195984489277,2.337606603282775,5,complete,2,True,3.4946183331108216e-05,0.0005,4.99896505382;5.00099298861,7922.927426705661,local_close_pair_resolver,nan,nan,1.249807331016852,False,1.4323060999959125,0.002856799997971393,1.4323060999959125,1.4352507000003243,cached
-6.0,1:3,3,0.002,6,5.0,4.999,5.001,0.01,0.03,0.014108635131604638,0.8477904537150076,1.7535585885499554,0.9057681348349478,2,complete,2,True,9.43537328650379e-05,0.0005,4.99890564627;5.0010362691,4972.114262564515,local_close_pair_resolver,nan,nan,1.1838690228696271,False,1.4019550000011805,0.0019710999986273237,1.4019550000011805,1.4040021000037086,cached
-6.0,1:3,3,0.002,7,5.0,4.999,5.001,0.01,0.03,0.014108635131604638,1.1688329890373161,-2.5168930790686352,2.5974592390736353,6,complete,2,True,2.607774265861451e-06,0.0005,4.99899871431;5.00100260777,7473.127674704127,local_close_pair_resolver,nan,nan,1.2663525739323913,False,1.606900400001905,0.0016053999934229068,1.606900400001905,1.608575899997959,cached
-6.0,1:3,3,0.0025,0,5.0,4.99875,5.00125,0.01,0.03,0.014108635131604638,-1.8083869197762665,-1.6419993097675971,0.16638761000866942,0,complete,2,True,0.00012878639025348804,0.000625,4.99862121361;5.0012937799,6686.9082527906285,local_close_pair_resolver,nan,nan,1.066296122834618,False,1.4243295000051148,0.00137160000303993,1.4243295000051148,1.4257607000035932,cached
-6.0,1:3,3,0.0025,1,5.0,4.99875,5.00125,0.01,0.03,0.014108635131604638,1.961094372879237,0.7532333342516151,1.2078610386276218,3,complete,2,True,4.4854432836416436e-05,0.000625,4.99879485443;5.00125495922,8618.547133306216,local_close_pair_resolver,nan,nan,1.0163517138250808,False,1.4079924000034225,0.0021211000057519414,1.4079924000034225,1.4102640000055544,cached
-6.0,1:3,3,0.0025,2,5.0,4.99875,5.00125,0.01,0.03,0.014108635131604638,3.0350667045920705,2.9251177040502805,0.10994900054179002,0,complete,2,True,0.00012144484046228143,0.000625,4.99862855516;5.00128731742,6690.46848912281,local_close_pair_resolver,nan,nan,1.0612273879156457,False,1.4115194999976666,0.0014605999967898242,1.4115194999976666,1.4130443999965792,cached
-6.0,1:3,3,0.0025,3,5.0,4.99875,5.00125,0.01,0.03,0.014108635131604638,-1.6461157378828146,1.152056773181977,2.7981725110647915,7,complete,2,True,7.404653447729004e-06,0.000625,4.99875740465;5.00125564933,6220.253747683077,local_close_pair_resolver,nan,nan,1.0007644979526953,False,1.4090811999994912,0.0015178999965428375,1.4090811999994912,1.4107184999957099,cached
-6.0,1:3,3,0.0025,4,5.0,4.99875,5.00125,0.01,0.03,0.014108635131604638,-1.65859280945186,-2.4622731431733733,0.8036803337215133,2,complete,2,True,2.6008549970590877e-05,0.000625,4.99872399145;5.00125872404,7846.146221748204,local_close_pair_resolver,nan,nan,1.013841736792496,False,1.3925346000032732,0.002018099999986589,1.3925346000032732,1.3946604000011575,cached
-6.0,1:3,3,0.0025,5,5.0,4.99875,5.00125,0.01,0.03,0.014108635131604638,1.4761257003575041,3.03726856320442,1.561142862846916,3,complete,2,True,2.8984557003397526e-06,0.000625,4.99875289846;5.00124843124,9211.757487928786,local_close_pair_resolver,nan,nan,1.0018189172932128,False,1.3800590999962878,0.0017909000016516075,1.3800590999962878,1.381916700003785,cached
-6.0,1:3,3,0.0025,6,5.0,4.99875,5.00125,0.01,0.03,0.014108635131604638,1.7821120026375965,0.19789446252085474,1.5842175401167418,4,complete,2,True,1.3680213540645525e-05,0.000625,4.99876368021;5.00124758933,8992.549203722912,local_close_pair_resolver,nan,nan,1.0065075834102228,False,1.3730443000022206,0.0014674999983981252,1.3730443000022206,1.3746036000011372,cached
-6.0,1:3,3,0.0025,7,5.0,4.99875,5.00125,0.01,0.03,0.014108635131604638,1.2892604234625402,2.688445998057909,1.3991855745953687,3,complete,2,True,4.7912305269903754e-06,0.000625,4.99874520877;5.00124816045,9000.473818235681,local_close_pair_resolver,nan,nan,1.001244624358776,False,1.394271299999673,0.0027706999971996993,1.394271299999673,1.3971154999962891,cached
-6.0,1:3,3,0.003,0,5.0,4.9985,5.0015,0.01,0.03,0.014108635131604638,2.4152366593597367,0.9192709100501872,1.4959657493095495,3,complete,2,True,9.481241329822865e-06,0.00075,4.99850948124;5.00150885834,8391.368194437528,local_close_pair_resolver,nan,nan,1.1701110975600157,False,1.375019599996449,0.0013499999986379407,1.375019599996449,1.3764377999978024,cached
-6.0,1:3,3,0.003,1,5.0,4.9985,5.0015,0.01,0.03,0.014108635131604638,1.115860627379809,-1.2750574344662178,2.390918061846027,6,complete,2,True,5.6915653541267375e-06,0.00075,4.99849430843;5.00150007906,8654.842530130176,local_close_pair_resolver,nan,nan,1.1717714776873014,False,1.3830291999984183,0.0014983000000938773,1.3830291999984183,1.3847892999983742,cached
-6.0,1:3,3,0.003,2,5.0,4.9985,5.0015,0.01,0.03,0.014108635131604638,-2.5526466127847067,0.09176831951376085,2.6444149322984676,6,complete,2,True,3.462426608979996e-05,0.00075,4.99846537573;5.00148705127,7684.622024121927,local_close_pair_resolver,nan,nan,1.175833327339975,False,1.3535348000004888,0.0021452000000863336,1.3535348000004888,1.3557562999994843,cached
-6.0,1:3,3,0.003,3,5.0,4.9985,5.0015,0.01,0.03,0.014108635131604638,-0.9265783041878932,-0.008695692343517969,0.9178826118443753,2,complete,2,True,1.840288034138382e-05,0.00075,4.99848159712;5.00150258637,8583.830829643528,local_close_pair_resolver,nan,nan,1.175663232677,False,1.4181826999993064,0.003846699997666292,1.4181826999993064,1.4221361000018078,cached
-6.0,1:3,3,0.003,4,5.0,4.9985,5.0015,0.01,0.03,0.014108635131604638,-1.191293142354866,0.2685163732063458,1.4598095155612119,3,complete,2,True,3.161150464414675e-05,0.00075,4.9985316115;5.00150163581,8627.160930041864,local_close_pair_resolver,nan,nan,1.1622742096071257,False,1.428673800000979,0.0014091999983065762,1.428673800000979,1.4301665000020876,cached
-6.0,1:3,3,0.003,5,5.0,4.9985,5.0015,0.01,0.03,0.014108635131604638,-0.3337393268195181,-2.8515535578638533,2.517814231044335,6,complete,2,True,1.0860546105107005e-05,0.00075,4.99851086055;5.00150333224,8669.338515096286,local_close_pair_resolver,nan,nan,1.1682967195723584,False,1.3437002999999095,0.0018397999956505373,1.3437002999999095,1.3456129999976838,cached
-6.0,1:3,3,0.003,6,5.0,4.9985,5.0015,0.01,0.03,0.014108635131604638,-2.280076372141264,-2.274437892846404,0.005638479294859611,0,complete,2,True,6.552709283624836e-06,0.00075,4.99850655271;5.0015001789,8382.116328279488,local_close_pair_resolver,nan,nan,1.1686005353551108,False,1.377160100004403,0.001784899999620393,1.377160100004403,1.3790110999980243,cached
-6.0,1:3,3,0.003,7,5.0,4.9985,5.0015,0.01,0.03,0.014108635131604638,-0.044681437530667,-1.4704787774989525,1.4257973399682855,3,complete,2,True,2.1182716499978937e-05,0.00075,4.99852118272;5.0014963749,8397.211461335013,local_close_pair_resolver,nan,nan,1.163676767174624,False,1.3926749000020209,0.002302200002304744,1.3926749000020209,1.395031400003063,cached
-6.0,1:3,3,0.004,0,5.0,4.998,5.002,0.01,0.03,0.014108635131604638,2.391485930843656,2.9808997396479837,0.5894138088043279,1,complete,2,True,2.88070793414974e-05,0.001,4.99802880708;5.00200421487,8244.405107603117,local_close_pair_resolver,nan,nan,1.2148693966141753,False,1.4026825999972061,0.0017239000007975847,1.4026825999972061,1.40448589999869,cached
-6.0,1:3,3,0.004,1,5.0,4.998,5.002,0.01,0.03,0.014108635131604638,0.8777851538776513,0.05300226503750016,0.8247828888401512,2,complete,2,True,1.2586513800094679e-05,0.001,4.99798741349;5.00199448969,8635.22070076922,local_close_pair_resolver,nan,nan,1.2099833912015263,False,1.3890301999999792,0.0015822999994270504,1.3890301999999792,1.390784999995958,cached
-6.0,1:3,3,0.004,2,5.0,4.998,5.002,0.01,0.03,0.014108635131604638,2.1886305299812197,0.5776264572371548,1.6110040727440649,4,complete,2,True,1.880161208855924e-05,0.001,4.99801880161;5.00200658227,8131.11109524424,local_close_pair_resolver,nan,nan,1.21299477305093,False,1.378810499998508,0.002507199998944998,1.378810499998508,1.3814105999990716,cached
-6.0,1:3,3,0.004,3,5.0,4.998,5.002,0.01,0.03,0.014108635131604638,-0.8352410387951243,-1.9162354536803479,1.0809944148852235,2,complete,2,True,1.6146782479964372e-06,0.001,4.99800161468;5.00200146746,8475.931229767331,local_close_pair_resolver,nan,nan,1.2111231421257498,False,1.3733867999981157,0.00353029999678256,1.3733867999981157,1.3770031000021845,cached
-6.0,1:3,3,0.004,4,5.0,4.998,5.002,0.01,0.03,0.014108635131604638,-1.1897706428077977,-1.3983264604542147,0.20855581764641706,0,complete,2,True,7.802066740225655e-06,0.001,4.99800574984;5.00199219793,8721.77420598932,local_close_pair_resolver,nan,nan,1.213195101310198,False,1.3290385000000242,0.0023849999997764826,1.3290385000000242,1.3315011000013328,cached
-6.0,1:3,3,0.004,5,5.0,4.998,5.002,0.01,0.03,0.014108635131604638,-2.3071282359920895,2.281545587792838,1.694511483394659,4,complete,2,True,3.361591203621117e-06,0.001,4.99800336159;5.00199929693,8319.246355245705,local_close_pair_resolver,nan,nan,1.2117338590516662,False,1.3782958000010694,0.004969500005245209,1.3782958000010694,1.3833777000036207,cached
-6.0,1:3,3,0.004,6,5.0,4.998,5.002,0.01,0.03,0.014108635131604638,-2.5412265239826364,0.5263155092964036,3.06754203327904,7,complete,2,True,2.6595081547675647e-05,0.001,4.99802659508;5.00200177273,8716.5486169777,local_close_pair_resolver,nan,nan,1.2149032506337414,False,1.3353347999945981,0.0022830000016256236,1.3353347999945981,1.3377925000022515,cached
-6.0,1:3,3,0.004,7,5.0,4.998,5.002,0.01,0.03,0.014108635131604638,-3.01656686329592,1.2526236124288523,2.013994831454814,5,complete,2,True,4.626150687414565e-06,0.001,4.99799537385;5.00199701973,8339.381947979971,local_close_pair_resolver,nan,nan,1.2108408237381,False,1.3778177999993204,0.0014087999952607788,1.3778177999993204,1.3793023999969591,cached
-6.0,1:10,10,0.001,0,5.0,4.9995,5.0005,0.01,0.1,0.014108635131604638,-1.8704475917852514,0.03037851120555679,1.9008261029908082,4,complete,2,False,0.001002779961480904,0.00025,4.99849722004;5.00056043786,403.56842372816755,residual_peak,nan,nan,1.2263729273823831,False,1.3674525000024005,0.001613699998415541,1.3674525000024005,1.369129200000316,cached
-6.0,1:10,10,0.001,1,5.0,4.9995,5.0005,0.01,0.1,0.014108635131604638,2.8830618669702526,-0.6282853266362682,2.771838113573066,7,complete,2,True,6.084555021867999e-05,0.00025,4.99943915445;5.00050752082,2938.4022899437696,local_close_pair_resolver,nan,nan,2.5073849265232995,False,1.328717800002778,0.0053919999991194345,1.328717800002778,1.3342202999992878,cached
-6.0,1:10,10,0.001,2,5.0,4.9995,5.0005,0.01,0.1,0.014108635131604638,-2.4998415543210886,-0.2763650028271192,2.2234765514939694,5,complete,2,True,0.0002089045582005511,0.00025,4.99929109544;5.00051454598,1057.3251645343844,residual_peak,nan,nan,2.171477285070835,False,1.393990099997609,0.0017001999949570745,1.393990099997609,1.3958181999987573,cached
-6.0,1:10,10,0.001,3,5.0,4.9995,5.0005,0.01,0.1,0.014108635131604638,1.9418513861738251,-3.0533401076766356,1.2879938133291253,3,complete,3,False,nan,0.00025,4.9997085106;5.00047286544;5.000846293,415.25022684037685,split_0.10_over_T,nan,nan,29.888406279298554,False,3.7686658000020543,0.0018994999991264194,3.7686658000020543,3.770609599996533,cached
-6.0,1:10,10,0.001,4,5.0,4.9995,5.0005,0.01,0.1,0.014108635131604638,-0.45879752906058124,1.1993590989746066,1.6581566280351878,4,complete,2,False,0.0006335952560290181,0.00025,4.99886640474;5.00053581942,788.9980925644049,residual_peak,nan,nan,1.5496491416854705,False,1.3904537999987951,0.0014328999968711287,1.3904537999987951,1.391957599997113,cached
-6.0,1:10,10,0.001,5,5.0,4.9995,5.0005,0.01,0.1,0.014108635131604638,-1.7707063590369452,-0.6435250011585909,1.1271813578783543,2,complete,3,False,nan,0.00025,4.99949483305;5.00052849457;5.00081665806,548.0247292181593,split_0.10_over_T,nan,nan,28.753136787614324,False,3.7708416000023135,0.0015191999991657212,3.7708416000023135,3.7724170000001322,cached
-6.0,1:10,10,0.001,6,5.0,4.9995,5.0005,0.01,0.1,0.014108635131604638,-0.6056506350140509,1.9411503957378464,2.5468010307518973,6,complete,3,False,nan,0.00025,4.99957357168;5.00054938027;5.00082016191,412.66313965577865,split_0.10_over_T,nan,nan,32.75764505052739,False,3.7419100000042818,0.001764499997079838,3.7419100000042818,3.743722799998068,cached
-6.0,1:10,10,0.001,7,5.0,4.9995,5.0005,0.01,0.1,0.014108635131604638,-2.8971566520391736,-1.5898661728600407,1.3072904791791329,3,complete,3,False,nan,0.00025,4.99928007479;5.00052727769;5.00114628829,1634.8344765249058,split_2.00_over_T,nan,nan,9.943882455001944,False,3.750845599999593,0.0020215999975334853,3.750845599999593,3.7529209999993327,cached
-6.0,1:10,10,0.002,0,5.0,4.999,5.001,0.01,0.1,0.014108635131604638,0.5589780102280537,2.049207273911576,1.4902292636835224,3,complete,2,True,2.851355864574856e-05,0.0005,4.99897148644;5.00100141722,6962.457075812214,local_close_pair_resolver,nan,nan,1.248456042443419,False,1.4070720999952755,0.0016169000009540468,1.4070720999952755,1.4088243000005605,cached
-6.0,1:10,10,0.002,1,5.0,4.999,5.001,0.01,0.1,0.014108635131604638,0.19364540423034926,0.11750734117957062,0.07613806305077864,0,complete,2,True,1.025052048131414e-05,0.0005,4.99898974948;5.00099936385,6237.778031334165,residual_peak,nan,nan,1.2623754099422644,False,1.3623037000070326,0.002229300000180956,1.3623037000070326,1.3646086000007926,cached
-6.0,1:10,10,0.002,2,5.0,4.999,5.001,0.01,0.1,0.014108635131604638,-0.14961104651506574,3.0583511951283997,3.0752230655361212,7,complete,3,False,nan,0.0005,4.99896393621;5.0010000081;5.00731961665,772.8167656228179,split_0.65_over_T,nan,nan,1.311823769840613,False,3.7997758999990765,0.00283320000016829,3.7997758999990765,3.8026611999957822,cached
-6.0,1:10,10,0.002,3,5.0,4.999,5.001,0.01,0.1,0.014108635131604638,-1.6792464030967396,-2.9014794872733765,1.222233084176637,3,complete,2,True,1.2202325453181118e-05,0.0005,4.99901220233;5.00099717595,8155.487483445788,local_close_pair_resolver,nan,nan,1.2796805623463328,False,1.3722060000000056,0.0029180999990785494,1.3722060000000056,1.3751837000017986,cached
-6.0,1:10,10,0.002,4,5.0,4.999,5.001,0.01,0.1,0.014108635131604638,0.0686058521010624,-3.137437894485226,3.077141560593298,7,complete,3,False,nan,0.0005,4.99908787374;5.00100554825;5.00171254201,731.5846285767038,split_0.65_over_T,nan,nan,5.25459695535871,False,3.788215999993554,0.002163299999665469,3.788215999993554,3.7904252000007546,cached
-6.0,1:10,10,0.002,5,5.0,4.999,5.001,0.01,0.1,0.014108635131604638,0.9020280887326297,0.1719298751464895,0.7300982135861402,1,complete,2,True,1.6957494555214225e-06,0.0005,4.99900027734;5.00099830425,8397.334410912648,local_close_pair_resolver,nan,nan,1.2704547411420066,False,1.4817764999970677,0.0014551999993273057,1.4817764999970677,1.4833909000008134,cached
-6.0,1:10,10,0.002,6,5.0,4.999,5.001,0.01,0.1,0.014108635131604638,0.6178209887172472,-1.664867064173936,2.2826880528911833,5,complete,3,False,nan,0.0005,4.99892035198;5.00101356289;5.00121959988,678.5808775672922,split_0.65_over_T,nan,nan,18.297841819745777,False,3.6840459000013652,0.0022368999998434447,3.6840459000013652,3.6863310000044294,cached
-6.0,1:10,10,0.002,7,5.0,4.999,5.001,0.01,0.1,0.014108635131604638,-0.207504153582446,1.6780185124396825,1.8855226660221285,4,complete,2,True,5.112407055030133e-06,0.0005,4.99900511241;5.00099808458,8184.678357902798,local_close_pair_resolver,nan,nan,1.2740116566425197,False,1.4177100999950198,0.001552800000354182,1.4177100999950198,1.4193285000001197,cached
-6.0,1:10,10,0.0025,0,5.0,4.99875,5.00125,0.01,0.1,0.014108635131604638,-2.2974403277856137,-2.394765231124774,0.09732490333916033,0,complete,2,True,0.00023243402325068274,0.000625,4.99851756598;5.00126730168,6591.049118879775,local_close_pair_resolver,nan,nan,1.0937389403150461,False,1.4223579999961657,0.0025668999951449223,1.4223579999961657,1.4250204999989364,cached
-6.0,1:10,10,0.0025,1,5.0,4.99875,5.00125,0.01,0.1,0.014108635131604638,1.5288775202308509,-0.9374470272390414,2.4663245474698923,6,complete,2,True,2.830211002180505e-05,0.000625,4.99877830211;5.0012530997,7341.733622824366,local_close_pair_resolver,nan,nan,1.0102423345997655,False,1.420817400001397,0.0017542999994475394,1.420817400001397,1.4228847999984282,cached
-6.0,1:10,10,0.0025,2,5.0,4.99875,5.00125,0.01,0.1,0.014108635131604638,1.1047504192834188,-1.6286473122741603,2.733397731557579,6,complete,3,False,nan,0.000625,4.9988567234;5.00135578856;5.00144049744,1554.5731830056757,split_1.00_over_T,nan,nan,38.472456599696095,False,3.659238899999764,0.0017393999951309524,3.659238899999764,3.6610278000007384,cached
-6.0,1:10,10,0.0025,3,5.0,4.99875,5.00125,0.01,0.1,0.014108635131604638,0.23766078594667128,0.44553201596549297,0.20787123001882168,0,complete,2,True,0.00016831576526055159,0.000625,4.99858168423;5.00126317642,6675.612036012521,local_close_pair_resolver,nan,nan,1.0695423153432055,False,1.4319939000051818,0.0019635999997262843,1.4319939000051818,1.434020499997132,cached
-6.0,1:10,10,0.0025,4,5.0,4.99875,5.00125,0.01,0.1,0.014108635131604638,2.397132305215689,-2.3819420240709137,1.5041109778929835,3,complete,2,True,5.368841758723875e-06,0.000625,4.99874463116;5.001247949,9032.379893667356,local_close_pair_resolver,nan,nan,1.0013869922552148,False,1.383408599998802,0.001432500001101289,1.383408599998802,1.3849061000000802,cached
-6.0,1:10,10,0.0025,5,5.0,4.99875,5.00125,0.01,0.1,0.014108635131604638,1.7729913832679403,2.859759991622105,1.0867686083541646,2,complete,2,True,1.3772364686914784e-05,0.000625,4.99873622764;5.00125286633,8557.336368931981,local_close_pair_resolver,nan,nan,1.0066819277809018,False,1.5583642999990843,0.0013523000015993603,1.5583642999990843,1.5597692000010284,cached
