weak_to_nearest_strong_distance_hz,replicate,sample_count,true_k,estimated_k,weak_detected,strong_components_detected,correct_order,over_estimated,weak_frequency_error_hz,strong_frequency_mae_hz,strong_amplitudes,estimated_frequencies_hz,accepted_iterations,condition_design,ill_conditioned,runtime_seconds
1.0,56,40001,4,4,True,True,True,False,0.000158112755682005,8.092076212070273e-06,0.0316328887;0.0318772799;0.0308853019,3.00015811;4.00000138;10.5000156;14.0000073,4,1.0001818342948448,False,2.5128145000016957
1.0,57,40001,4,4,True,True,True,False,0.00031627212094242907,3.214743681153228e-05,0.0398975699;0.0437798311;0.0328894632,3.00031627;4.00005675;10.5000094;14.0000303,4,1.0003131622224788,False,2.5291096000000834
1.0,58,40001,4,4,True,True,True,False,0.0002463271402790568,1.944123375707818e-05,0.0359164814;0.0384290681;0.04326836,2.99975367;3.99996717;10.5000178;14.0000077,4,1.0002670733363632,False,2.4079864999985148
1.0,59,40001,4,4,True,True,True,False,0.00037371261581675697,1.3162948566384594e-05,0.0453475052;0.0382185282;0.0496368036,2.99962629;3.99998656;10.499976;13.9999979,4,1.0004100678391081,False,2.380751299999247
1.0,60,40001,4,4,True,True,True,False,0.00019974284005197518,1.443686341614144e-05,0.0380868743;0.0468686738;0.0393040029,2.99980026;3.99998878;10.499979;13.9999889,4,1.0002415725645333,False,2.3510797999988426
1.0,61,40001,4,4,True,True,True,False,0.0002486853020595703,3.699246622061262e-05,0.0359204284;0.0425021996;0.0415960668,3.00024869;4.00003994;10.499976;13.9999529,4,1.0002535306941107,False,2.315978400001768
1.0,62,40001,4,3,False,True,False,False,0.9999829762636816,2.6223812109371636e-05,0.0445701436;0.0390970592;0.042647745,3.99998298;10.4999612;14.0000229,3,1.0001013601952164,False,2.367699200000061
1.0,63,40001,4,4,True,True,True,False,0.00022395425801846613,3.0540422674955416e-05,0.0434507789;0.0361225428;0.0326345237,2.99977605;4.00001795;10.5000732;13.9999995,4,1.000296866864052,False,2.3491909000003943
1.0,64,40001,4,4,True,True,True,False,8.273777457201703e-05,3.494777263253942e-05,0.0430556753;0.0446317598;0.0376487871,3.00008274;4.00002177;10.500002;14.0000811,4,1.000147086479781,False,2.3909629000008863
1.0,65,40001,4,3,False,True,False,False,0.9999835891089166,3.5946958798641994e-05,0.0471210694;0.0371060859;0.0306338756,3.99998359;10.4999932;14.0000847,3,1.0001170674507343,False,2.2465966000017943
1.0,66,40001,4,4,True,True,True,False,0.00015797188879052015,2.3068815800423675e-05,0.0370009075;0.0493053936;0.0314057863,2.99984203;4.00000856;10.4999854;13.9999539,4,1.0002253914232642,False,2.380054899997049
1.0,67,40001,4,4,True,True,True,False,0.00019455073190055572,3.494520815176353e-05,0.0470588099;0.0457293117;0.0490949824,2.99980545;4.00004835;10.5000052;13.9999487,4,1.000296443237525,False,2.374739300001238
1.0,68,40001,4,4,True,True,True,False,2.576925804209651e-05,9.48967964120584e-06,0.0432921187;0.0492412132;0.0417883446,3.00002577;4.00000077;10.500001;13.9999733,4,1.0001141953620998,False,2.3480829000000085
1.0,69,40001,4,3,False,True,False,False,0.9999871767674131,2.3106920936951287e-05,0.0394675101;0.0485542091;0.036103725,3.99998718;10.5000162;14.0000403,3,1.0000997760229653,False,2.3749792000016896
1.0,70,40001,4,4,True,True,True,False,0.0007423273807933839,2.855721383513791e-05,0.0482986585;0.0481316347;0.0458823615,3.00074233;4.00004155;10.5000116;13.9999675,4,1.0007226317051734,False,2.437228099999629
1.0,71,40001,4,4,True,True,True,False,7.655406200068882e-05,3.2273689872871124e-05,0.0352452007;0.0461629514;0.0379484275,3.00007655;4.00004254;10.500001;14.0000533,4,1.000140414121804,False,2.445537899999181
1.0,72,40001,4,4,True,True,True,False,3.676631957993948e-05,1.1553481645757794e-05,0.0396717349;0.0491294486;0.0358183152,3.00003677;4.00000077;10.5000042;14.0000297,4,1.0001259527122073,False,2.4180042000007234
1.0,73,40001,4,4,True,True,True,False,3.936237365564921e-05,2.1542394828581262e-05,0.0409378862;0.034466571;0.0447827142,3.00003936;4.00001696;10.4999722;13.9999801,4,1.0001147616145785,False,2.3715311999985715
1.0,74,40001,4,4,True,True,True,False,0.00018529898690822222,2.9038127385305756e-05,0.0345951884;0.0449813881;0.0374876774,3.0001853;3.99994899;10.5000048;14.0000313,4,1.000256585456865,False,2.3588773000010406
1.0,75,40001,4,4,True,True,True,False,0.0004410653486495164,4.283592035451515e-06,0.0424448104;0.0438743203;0.0468767753,2.99955893;4.00000016;10.4999984;13.9999889,4,1.000488445506972,False,2.202887200000987
1.0,76,40001,4,3,False,True,False,False,0.999978162914716,1.8306832340127716e-05,0.038426671;0.0370523161;0.0309466014,3.99997816;10.4999922;13.9999747,3,1.0000856478468803,False,2.1909547000032035
1.0,77,40001,4,4,True,True,True,False,8.000085360571063e-05,3.600086180040781e-05,0.0476793651;0.0304988741;0.0419377141,2.99992;4.00005613;10.4999774;13.9999707,4,1.0002155939457156,False,2.040445599999657
1.0,78,40001,4,4,True,True,True,False,0.00033652092747171736,2.537244020543265e-05,0.0453268402;0.0450692324;0.0452551294,2.99966348;3.99997939;10.5000094;14.0000461,4,1.0003656042280014,False,1.9804590999992797
1.0,79,40001,4,3,False,True,False,False,0.9999939733252194,8.631910028237636e-06,0.0371390091;0.0381614604;0.0390701206,3.99999397;10.4999958;13.9999843,3,1.0000868974395605,False,1.8542673000010836
1.0,80,40001,4,3,False,True,False,False,1.0000007698830267,2.0234235056667178e-05,0.042232385;0.0471143439;0.0401800782,4.00000077;10.5000252;13.9999653,3,1.0000893354713989,False,1.8845338999999512
1.0,81,40001,4,4,True,True,True,False,6.296094638624794e-05,1.5549703632563212e-05,0.0388672415;0.0354750934;0.0381287564,3.00006296;4.00002895;10.5000156;14.0000021,4,1.0001293234062976,False,1.8045875000025262
1.0,82,40001,4,3,False,True,False,False,1.0000389531757916,2.467326545592859e-05,0.0314937466;0.0325427051;0.0367276389,4.00003895;10.4999948;13.9999701,3,1.0000882530732413,False,1.712551099997654
1.0,83,40001,4,4,True,True,True,False,8.655951911773485e-05,1.5520475973751502e-05,0.0498404325;0.0407200585;0.0386144463,3.00008656;3.99997297;10.5000068;13.9999873,4,1.000138724413175,False,1.8140483000024687
1.0,84,40001,4,3,False,True,False,False,1.0000195551067907,8.4086315640756e-06,0.032485111;0.0315664623;0.0458959967,4.00001956;10.4999948;14.0000005,3,1.0000912762638972,False,1.0611785000000964
1.0,85,40001,4,4,True,True,True,False,0.0003223149666240488,2.6097559047440672e-05,0.031746562;0.0492203099;0.0456406903,2.99967769;3.99997679;10.499969;14.0000241,4,1.0003480902803186,False,1.8599769000029482
1.0,86,40001,4,4,True,True,True,False,0.0002764843785225679,2.0841401667877808e-05,0.0328392995;0.0335459876;0.0337338699,3.00027648;3.99997;10.5000048;14.0000277,4,1.0003401889002514,False,1.9015276999998605
1.0,87,40001,4,3,False,True,False,False,1.0000305521683295,2.1671212370695987e-05,0.0351667223;0.0340569842;0.0451024817,4.00003055;10.4999906;14.0000251,3,1.0001000271746499,False,1.7665764000012132
1.0,88,40001,4,3,False,True,False,False,1.0000269645098339,1.3880485662790912e-05,0.0441106614;0.0488109139;0.0497505657,4.00002696;10.4999938;13.9999915,3,1.0000895426104046,False,1.856633999999758
1.0,89,40001,4,4,True,True,True,False,9.373483610986e-05,1.8425503654976676e-05,0.0471910834;0.0385139089;0.0444855526,3.00009373;4.00001177;10.500022;13.9999785,4,1.0001365143178,False,1.8192219000011391
1.0,90,40001,4,4,True,True,True,False,0.00043823140227949864,1.8573317917732386e-05,0.0303885875;0.0319968701;0.0443441191,3.00043823;3.99998137;10.500024;13.9999869,4,1.0004995394428808,False,1.8644148999992467
1.0,91,40001,4,3,False,True,False,False,0.9999949649296402,7.231742118622246e-06,0.0436407446;0.0367276492;0.0453256154,3.99999496;10.4999922;13.9999911,3,1.0000874337276011,False,1.8475956000002043
1.0,92,40001,4,4,True,True,True,False,1.2788987663547857e-05,1.238960534670023e-05,0.0325231236;0.0466513788;0.0487046973,3.00001279;3.99999336;10.50001;13.9999795,4,1.0001152214007931,False,1.893477300000086
1.0,93,40001,4,4,True,True,True,False,0.00017416105848022667,3.0959132392223886e-05,0.0430489738;0.032911057;0.0424747445,2.99982584;3.99999076;10.4999418;14.0000255,4,1.0002246957885768,False,1.8649836999975378
1.0,94,40001,4,4,True,True,True,False,0.00023570503168102164,9.29554412376632e-06,0.0429906589;0.0364352501;0.0413182375,3.00023571;3.99999459;10.4999952;14.0000177,4,1.000275389030776,False,1.968339000002743
1.0,95,40001,4,4,True,True,True,False,0.00036446087082531164,1.0491430288972481e-05,0.0315860583;0.0368021069;0.0463347679,3.00036446;3.99999718;10.499979;14.0000077,4,1.0004129990799493,False,1.880224200001976
1.0,96,40001,4,3,False,True,False,False,0.9999923688755645,1.2185323601994943e-05,0.0442379295;0.0464328905;0.0453623901,3.99999237;10.5000126;13.9999837,3,1.0000896294607535,False,1.0586963999994623
1.0,97,40001,4,3,False,True,False,False,0.9999929817207995,1.756773404260059e-05,0.0348002863;0.0368875181;0.0378332354,3.99999298;10.4999738;13.9999805,3,1.000086223824244,False,1.7870416000005207
1.0,98,40001,4,4,True,True,True,False,3.1622897314065312e-06,1.2163762400282016e-05,0.03145978;0.0448380812;0.0373982913,3.00000316;4.00002177;10.5000042;13.9999895,4,1.0001300989393838,False,1.8826366000030248
1.0,99,40001,4,4,True,True,True,False,0.00016835610509335908,1.8903852725256815e-05,0.0352281997;0.0483592408;0.0444800139,2.99983164;3.99997679;10.500002;13.9999685,4,1.0002043544267203,False,1.8819178999983706
1.0,100,40001,4,3,False,True,False,False,1.0000033659371024,1.2480317752287343e-05,0.0372897932;0.0491732701;0.0347204244,4.00000337;10.4999854;13.9999805,3,1.000085284414835,False,1.1669747000014468
1.0,101,40001,4,3,False,True,False,False,1.0000211595564465,3.448842028319632e-05,0.0331444547;0.0391504989;0.0471137988,4.00002116;10.5000362;13.9999539,3,1.0000897918160436,False,1.8385855000015
1.0,102,40001,4,4,True,True,True,False,2.6619995571408595e-05,2.347994377179437e-05,0.0334053314;0.0466306049;0.0348666501,2.99997338;4.00003117;10.4999968;14.0000361,4,1.000163188900613,False,1.7171785999998974
1.0,103,40001,4,4,True,True,True,False,0.00017491477060627147,1.948115730450913e-05,0.037755605;0.0339738069;0.0492679636,3.00017491;4.00001016;10.4999738;13.9999779,4,1.0001944483483256,False,1.7428762000017741
1.0,104,40001,4,4,True,True,True,False,0.00037644953678306337,7.108053537171107e-06,0.0451236366;0.0446701768;0.0410704886,3.00037645;3.99998656;10.4999978;14.0000057,4,1.0004334484765245,False,1.7104562999993504
1.0,105,40001,4,3,False,True,False,False,0.9999719792021438,1.491019521952334e-05,0.0497251734;0.0326162758;0.0422237259,3.99997198;10.5000052;14.0000115,3,1.0000931285694334,False,1.7220780000025115
1.0,106,40001,4,4,True,True,True,False,0.0001849202277233175,2.7304860186797935e-05,0.0365477079;0.0484834303;0.0302824389,3.00018492;3.99997618;10.5000288;13.9999707,4,1.0002334311005492,False,1.7210943000027328
1.0,107,40001,4,3,False,True,False,False,0.9999835891089166,2.041885872294813e-05,0.0419830311;0.0354550813;0.034063487,3.99998359;10.4999644;14.0000093,3,1.000096468560789,False,1.768818900000042
1.0,108,40001,4,3,False,True,False,False,1.0000027530918665,1.7280406349110915e-05,0.0393290227;0.0354057782;0.0389968415,4.00000275;10.5000194;14.0000297,3,1.0000965941062614,False,1.6977393999986816
1.0,109,40001,4,4,True,True,True,False,0.00019096307340449314,1.0013081219580519e-05,0.0349307521;0.0333195718;0.0441472773,2.99980904;4.00000757;10.49998;14.0000025,4,1.0002545486677399,False,1.8453207999991719
1.0,110,40001,4,4,True,True,True,False,0.000139186665025548,1.2701143433583676e-05,0.0338808933;0.0442465852;0.0472520981,2.99986081;4.00000558;10.5000074;14.0000251,4,1.0002165992953043,False,2.0160766999979387
1.0,111,40001,4,3,False,True,False,False,0.9999651826443374,1.9771768563418373e-05,0.0437543054;0.0349253903;0.0372471913,3.99996518;10.5000188;14.0000057,3,1.0000950955417018,False,1.9755507000008947
1.0,112,40001,4,4,True,True,True,False,1.874764699039133e-07,2.3821893551693545e-05,0.0496959296;0.0383680727;0.0475560749,3.00000019;4.00001177;10.500033;13.9999733,4,1.0001226481051984,False,2.0335678000010375
1.0,113,40001,4,4,True,True,True,False,6.060278460573443e-05,2.0037535057267537e-05,0.039974297;0.0374310141;0.0488204792,2.9999394;3.99996778;10.4999832;13.9999889,4,1.0001203499341738,False,1.9737452999979723
1.0,114,40001,4,4,True,True,True,False,0.0004660304787416081,1.6374412358466373e-05,0.0417436248;0.0483690692;0.0321502414,3.00046603;3.99999496;10.49998;14.0000241,4,1.0005171100945651,False,2.1157789999997476
1.0,115,40001,4,3,False,True,False,False,1.0000305521683295,1.5625167835153775e-05,0.0426485321;0.0362367407;0.0342825509,4.00003055;10.5;13.9999837,3,1.0000892281631903,False,1.2698566999970353
1.0,116,40001,4,4,True,True,True,False,0.00042968952792676873,1.789325158441102e-05,0.039242539;0.041011754;0.0499368538,2.99957031;4.00001597;10.500021;14.0000167,4,1.0004879847738815,False,2.212053899998864
1.0,117,40001,4,4,True,True,True,False,0.00022395425801846613,2.6199686427474944e-05,0.0435539751;0.0391865866;0.0467522254,2.99977605;4.00002536;10.4999473;13.9999995,4,1.00029691836693,False,2.257197700000688
1.0,118,40001,4,4,True,True,True,False,9.95884753773879e-06,3.201861926882543e-05,0.0366068072;0.0404063821;0.0373275609,3.00000996;4.00007034;10.5000236;13.9999979,4,1.0001736004883692,False,2.04450530000031
1.0,119,40001,4,3,False,True,False,False,1.0000237556105223,2.253656372867378e-05,0.0388483217;0.0341636504;0.043875178,4.00002376;10.4999618;14.0000057,3,1.0000971912591037,False,1.9198569000000134
1.0,120,40001,4,4,True,True,True,False,1.5763800924162297e-05,1.6500665420101274e-05,0.0493395179;0.0321640967;0.0489263646,3.00001576;3.99996457;10.4999874;14.0000015,4,1.0001182184275512,False,1.969885800001066
1.0,121,40001,4,3,False,True,False,False,0.9999619737450267,2.1031703957656116e-05,0.0357568465;0.0495042269;0.0499024007,3.99996197;10.4999796;14.0000047,3,1.0000923039367224,False,1.9892285999994783
1.0,122,40001,4,3,False,True,False,False,1.0000143629986402,1.2278600488653998e-05,0.0467122289;0.0341207692;0.0356565071,4.00001436;10.499988;14.0000105,3,1.000094981497913,False,1.2948139000000083
1.0,123,40001,4,3,False,True,False,False,1.000006953595598,5.622275198291504e-06,0.0345285381;0.0480145409;0.0371574471,4.00000695;10.5000084;14.0000015,3,1.0000909611760815,False,1.8863724999973783
1.0,124,40001,4,3,False,True,False,False,1.000036357121716,4.133576694886898e-05,0.0436623992;0.0389942989;0.0380500672,4.00003636;10.5000444;14.0000433,3,1.000102154167356,False,1.8028875999989395
1.0,125,40001,4,4,True,True,True,False,0.00018935862374913626,1.207431874306053e-05,0.0305915043;0.047539571;0.0465351338,2.99981064;4.00001238;10.4999838;14.0000077,4,1.0002587863110775,False,1.738128400000278
1.0,126,40001,4,3,False,True,False,False,1.000016959052715,7.008463652979913e-06,0.0486223314;0.0359604774;0.0362254439,4.00001696;10.4999964;14.0000005,3,1.000090943334964,False,0.9959061999979895
1.0,127,40001,4,4,True,True,True,False,0.0003790455908587731,1.2152347427611213e-05,0.0428074379;0.0492933764;0.0446619051,3.00037905;4.00002437;10.49999;14.0000021,4,1.0004068606021204,False,1.8734409999997297
1.0,128,40001,4,4,True,True,True,False,1.8972700234876072e-05,2.662981111830239e-05,0.0373925813;0.0430215904;0.040464745,3.00001897;3.99995938;10.4999906;13.9999701,4,1.0001150151672036,False,1.8762204999984533
1.0,129,40001,4,3,False,True,False,False,0.9999965693792952,1.1230528585315369e-05,0.0344841182;0.0403011982;0.0361034583,3.99999657;10.4999932;14.0000235,3,1.0000977249972738,False,1.8233608999980788
1.0,130,40001,4,3,False,True,False,False,0.9999945861704544,1.3305745564018423e-05,0.0441966732;0.0474128977;0.0390833009,3.99999459;10.50001;14.0000245,3,1.0000958067507755,False,1.9296140000005835
1.0,131,40001,4,4,True,True,True,False,0.00014895803609338287,1.6436616191365754e-05,0.0323346481;0.0486226152;0.0367996872,2.99985104;3.99999039;10.5000168;14.0000229,4,1.0002095406380684,False,1.8478900000009162
1.0,132,40001,4,3,False,True,False,False,1.0000123797897995,2.3163388419196924e-05,0.0335447574;0.0315580667;0.036200356,4.00001238;10.5000508;14.0000063,3,1.000098242783967,False,1.815151299997524
1.0,133,40001,4,4,True,True,True,False,0.000562033025565789,1.92014113563251e-05,0.04387645;0.0394947482;0.0384823564,2.99943797;4.00001757;10.4999786;14.0000187,4,1.0006124756907673,False,1.844043099998089
1.0,134,40001,4,4,True,True,True,False,4.342201049567507e-05,2.1430121221281222e-05,0.0376833657;0.0341138805;0.0314339169,2.99995658;4.00004476;10.5000068;13.9999873,4,1.0001819533908796,False,1.8041195000005246
1.0,135,40001,4,4,True,True,True,False,5.5551543344911636e-05,3.0290481033349675e-05,0.0445295305;0.0347211614;0.0389901955,3.00005555;4.00004315;10.5000226;14.0000251,4,1.0001323739804726,False,1.7748921000020346
1.0,136,40001,4,4,True,True,True,False,1.675540534495923e-05,3.87130496960116e-05,0.0337825248;0.0362005193;0.0321509231,3.00001676;3.99995098;10.5000278;14.0000393,4,1.0001346728662117,False,1.7816677999981039
1.0,137,40001,4,4,True,True,True,False,0.0005993655808014253,2.4154992839697798e-05,0.0420926118;0.0381092371;0.03449585,3.00059937;4.00000237;10.5000272;14.0000429,4,1.000632951537656,False,1.7257086999998137
1.0,138,40001,4,4,True,True,True,False,0.0001961551815563567,2.448552764633405e-05,0.0373176034;0.0464491371;0.0492566347,2.99980384;4.00003154;10.500033;14.0000089,4,1.0002865647616364,False,1.8878906999998435
1.0,139,40001,4,4,True,True,True,False,0.00025854989228690783,2.3479943771202254e-05,0.0450997884;0.049930572;0.0331821716,2.99974145;4.00001276;10.4999774;14.0000351,4,1.0003165359644306,False,1.7806896999973105
1.0,140,40001,4,4,True,True,True,False,6.609081336428346e-06,2.084140166817387e-05,0.0481635413;0.0441531616;0.0322345702,2.99999339;3.99999298;10.5000514;14.0000041,4,1.000127555432484,False,1.7263641000026837
1.0,141,40001,4,4,True,True,True,False,0.0003068795090594989,3.7529847252730043e-05,0.0499652108;0.0320630226;0.0307434835,3.00030688;4.00001016;10.4999382;14.0000407,4,1.0003417382994084,False,1.7101244000004954
1.0,142,40001,4,4,True,True,True,False,8.519296175713009e-05,3.592539759722513e-05,0.0398102732;0.0429447764;0.0420027089,2.99991481;4.00001956;10.4999592;14.0000475,4,1.0001907856223071,False,1.6455968999980541
1.0,143,40001,4,3,False,True,False,False,1.0000211595564465,1.315793130215089e-05,0.0457365994;0.0384297725;0.0492152615,4.00002116;10.5000026;14.0000157,3,1.0000951435507155,False,0.9708629000015208
1.0,144,40001,4,3,False,True,False,False,0.9999871767674131,1.4767398221889513e-05,0.0306174821;0.039813213;0.0416617942,3.99998718;10.499979;13.9999895,3,1.0000882430312685,False,1.6742193999998563
1.0,145,40001,4,4,True,True,True,False,0.0001527797806391007,1.6146004931272273e-05,0.0399279585;0.0392499938;0.0330897776,2.99984722;4.00001696;10.4999838;13.9999847,4,1.0002325522413238,False,1.6681256999981997
1.0,146,40001,4,3,False,True,False,False,0.9999897728214888,2.1706753026447718e-05,0.046560684;0.0417248974;0.0342867462,3.99998977;10.5000168;14.0000381,3,1.0000990808834185,False,1.6792010999997729
1.0,147,40001,4,4,True,True,True,False,4.417572262216396e-05,1.745546043589267e-05,0.0352222944;0.0361471882;0.0447033258,3.00004418;3.99998656;10.5000184;13.9999795,4,1.000123565010069,False,1.6633741000005102
1.0,148,40001,4,4,True,True,True,False,3.4408157798537786e-05,1.748468809411226e-05,0.049296967;0.0418642564;0.048170521,2.99996559;4.00001115;10.5000282;14.0000131,4,1.0001486680784202,False,1.6969429999990098
1.0,149,40001,4,4,True,True,True,False,0.0001449916184119715,8.204349818778192e-06,0.0397548076;0.0320998058;0.0470988696,2.99985501;4.00000436;10.4999874;14.0000077,4,1.0002165605300726,False,1.6749287000020558
1.0,150,40001,4,4,True,True,True,False,4.677177669787369e-05,2.090288641554139e-05,0.0401343835;0.0333680558;0.0376073943,3.00004677;3.99998496;10.4999566;13.9999957,4,1.0001192152903344,False,1.6952786000001652
1.0,151,40001,4,4,True,True,True,False,3.1622897314065312e-06,1.3585491512202452e-05,0.0496422311;0.0363862679;0.0374883438,3.00000316;3.99996679;10.5000058;13.9999983,4,1.0001184787599342,False,1.6782713000029617
1.0,152,40001,4,4,True,True,True,False,8.273777457201703e-05,2.0382049319126832e-05,0.0332600185;0.0415832087;0.037640712,3.00008274;3.99998038;10.5000006;13.9999591,4,1.0001307555577004,False,1.6735880999985966
1.0,153,40001,4,3,False,True,False,False,0.999959990536186,1.6500665420397336e-05,0.0498239437;0.0457429028;0.0335051916,3.99995999;10.4999978;14.0000073,3,1.0000922959963343,False,1.7339427999977488
1.0,154,40001,4,4,True,True,True,False,0.00011459648787415233,1.45580992123584e-05,0.0391808285;0.0383834131;0.0378597088,2.9998854;4.00002857;10.500011;14.0000041,4,1.0002189432318562,False,1.7678300999978092
1.0,155,40001,4,4,True,True,True,False,0.00019974284005197518,1.555728537816492e-05,0.0328249652;0.032661438;0.0419040852,2.99980026;3.99996938;10.4999854;14.0000015,4,1.0002244111526293,False,1.7294989000001806
1.0,156,40001,4,4,True,True,True,False,0.00026808337106043467,2.6686278601436204e-05,0.0418887241;0.0456450297;0.0337522393,3.00026808;4.00002116;10.499969;13.9999721,4,1.0002903099762352,False,1.73545219999869
1.0,157,40001,4,3,False,True,False,False,1.0000195551067907,1.7672425903114686e-05,0.0478737449;0.049144546;0.0354640188,4.00001956;10.4999828;13.9999837,3,1.0000875082233378,False,1.6381451999986893
1.0,158,40001,4,4,True,True,True,False,2.057714989067705e-05,1.7707966559458537e-05,0.0321321737;0.0392229391;0.0415515881,3.00002058;3.99997396;10.5000088;13.9999817,4,1.0001184175374256,False,1.6357344999996712
1.0,159,40001,4,4,True,True,True,False,0.00010779993006782007,3.5610376745154326e-06,0.0418468212;0.0409449003;0.0414985676,2.9998922;4.00000337;10.5;14.0000073,4,1.000188857352979,False,1.6111277999989397
1.0,160,40001,4,4,True,True,True,False,0.00013352257852972116,2.1340677563763677e-05,0.0377947513;0.04270893;0.0417391405,3.00013352;4.00001115;10.4999858;14.0000387,4,1.0001599187969912,False,1.7288311000011163
1.0,161,40001,4,4,True,True,True,False,0.00010633634730350394,2.294256273849271e-05,0.0424473972;0.048747942;0.0452689258,3.00010634;4.00000337;10.499965;13.9999695,4,1.0001364171023084,False,1.7995254999987083
1.0,162,40001,4,4,True,True,True,False,0.00024212663654754607,2.6748482434631644e-05,0.036348735;0.0357992794;0.0439254216,2.99975787;4.00003834;10.5000382;13.9999963,4,1.0003294693723377,False,1.7730325999982597
1.0,163,40001,4,3,False,True,False,False,1.000034752672061,2.2421725642374213e-05,0.0476724539;0.0378922381;0.0326291776,4.00003475;10.5000126;13.9999801,3,1.000090412109519,False,1.0514837999980955
1.0,164,40001,4,4,True,True,True,False,4.700966899218173e-05,2.0156206373004675e-05,0.0493840954;0.0335904294;0.0429375202,2.99995299;4.00001436;10.50001;13.9999639,4,1.0001524189339934,False,1.850113099997543
1.0,165,40001,4,3,False,True,False,False,0.9999551771872195,3.377088318679e-05,0.0399691518;0.0388021105;0.0393236699,3.99995518;10.5000256;13.9999691,3,1.0000923534333883,False,1.7960586000008334
1.0,166,40001,4,4,True,True,True,False,1.4018484378652829e-05,3.1013035394877875e-05,0.0447067351;0.0445186706;0.0371798978,2.99998598;4.00002536;10.49998;13.9999523,4,1.0001376276262903,False,1.815136799999891
1.0,167,40001,4,3,False,True,False,False,1.0000221511608665,3.460069388990424e-05,0.0471725203;0.0312343744;0.0375356196,4.00002215;10.4999298;13.9999885,3,1.000095709660482,False,1.7666179000007105
1.0,168,40001,4,4,True,True,True,False,6.984034277124351e-06,2.693878472470601e-05,0.0356244934;0.0310464626;0.0347469892,3.00000698;4.00003055;10.4999608;13.9999889,4,1.0001329508214654,False,1.7557028999981412
1.0,169,40001,4,3,False,True,False,False,1.0000013827282608,1.181924813901484e-05,0.0414853828;0.0326628519;0.04748864,4.00000138;10.4999718;13.9999941,3,1.0000912042646841,False,1.806753500000923
1.0,170,40001,4,3,False,True,False,False,1.0000159674482951,2.6089977302135026e-05,0.0486138442;0.0305809083;0.0328497167,4.00001597;10.5000492;14.0000131,3,1.000098700520784,False,1.8078889999997045
1.0,171,40001,4,3,False,True,False,False,1.0000049703867573,3.168808446248524e-05,0.0362203163;0.0481159592;0.0383375677,4.00000497;10.5000414;13.9999513,3,1.000090666134586,False,1.7484494999989693
1.0,172,40001,4,4,True,True,True,False,0.00014017826944634493,2.3512919945882043e-05,0.0356794057;0.0365980793;0.0452301356,2.99985982;3.99994999;10.5000042;13.9999837,4,1.0001595034048956,False,1.8549152000014146
1.0,173,40001,4,3,False,True,False,False,0.9999739624109845,2.0255796257195868e-05,0.0360784699;0.0392621012;0.0428489493,3.99997396;10.5000006;13.9999659,3,1.0000862039141742,False,1.805048900001566
1.0,174,40001,4,4,True,True,True,False,4.540521933638075e-05,9.145165379642606e-06,0.047324505;0.0457000679;0.036364761,2.99995459;4.00000757;10.4999974;13.9999827,4,1.0001464214637685,False,1.7465284999998403
1.0,175,40001,4,4,True,True,True,False,5.861957576502874e-05,3.0438295294921147e-05,0.0447419457;0.0446966673;0.0330432523,2.99994138;3.99997037;10.500033;14.0000287,4,1.000131693767383,False,1.8327019999996992
1.0,176,40001,4,4,True,True,True,False,6.914465895846433e-05,1.2418833004327704e-05,0.0483746366;0.0383632748;0.0473657958,3.00006914;4.00000337;10.5000094;14.0000245,4,1.0001346865544596,False,1.8107357999979286
1.0,177,40001,4,4,True,True,True,False,5.220177714360119e-05,1.3894465117717894e-05,0.043021408;0.0321029115;0.0352870487,2.9999478;4.00000398;10.500011;13.9999733,4,1.000147297808843,False,1.8408643000002485
1.0,178,40001,4,4,True,True,True,False,0.00011558809229494926,1.9072593814210375e-05,0.0461944839;0.047591835;0.0367278535,2.99988441;4.00000176;10.4999676;13.9999769,4,1.000187229562401,False,1.8080066999973496
1.0,179,40001,4,4,True,True,True,False,1.2788987663547857e-05,3.0951550645733995e-05,0.0394055017;0.0444280028;0.0317447101,3.00001279;4.00001238;10.5000282;14.0000523,4,1.0001299439112565,False,1.8093922000007296
1.0,180,40001,4,4,True,True,True,False,6.419044310135291e-05,2.4751294139591096e-05,0.0490518178;0.0425135584;0.0380256992,2.99993581;4.00001918;10.4999796;13.9999653,4,1.0001668223207156,False,1.6441649999978836
1.0,181,40001,4,3,False,True,False,False,1.000007566440833,2.7896144222161467e-05,0.0337415862;0.0320015643;0.0355712253,4.00000757;10.5000116;13.9999355,3,1.0000834507852119,False,1.601542899999913
1.0,182,40001,4,3,False,True,False,False,1.000008179286068,1.995448910877921e-05,0.0400995213;0.0432732759;0.0445880926,4.00000818;10.5000444;14.0000073,3,1.0000973804445863,False,1.575081200000568
1.0,183,40001,4,4,True,True,True,False,0.00046220873419589026,2.715704592522646e-05,0.0460649821;0.0426086725;0.0317367657,3.00046221;4.00001375;10.5000116;13.9999439,4,1.000499690690959,False,1.6578006999989157
1.0,184,40001,4,4,True,True,True,False,3.1812103722828056e-05,1.4149535721467524e-05,0.0352332146;0.0467670601;0.0342302334,2.99996819;4.00000337;10.5000156;14.0000235,4,1.0001405414390996,False,1.9574173000000883
1.0,185,40001,4,3,False,True,False,False,0.9999971822245302,3.2494995876319877e-06,0.0460571389;0.0379234091;0.0498656336,3.99999718;10.5000052;13.9999983,3,1.000090134022349,False,1.918410700000095
