iteration,components_before,residual_peak_hz,glrt_score,glrt_threshold,glrt_passed,bic_before,candidate_origin,candidate_frequencies_hz,bic_after,bic_improvement,condition_design,accepted,stop_reason
1,0,13.999650008762513,2630.8844840510683,28.307723689158674,True,-179222.07113466217,residual_peak,14.0000237577,-182128.56534225505,2906.494207592885,1.0000375816257827,True,accepted
2,1,7.99980000500715,1166.7711096813473,28.307723689158674,True,-182128.56534225505,residual_peak,7.99992856744;14.0000239089,-183291.82497723895,1163.2596349839005,1.0000754983598366,True,accepted
3,2,3.999900002503575,710.9913602860518,28.307723689158674,True,-183291.82497723895,residual_peak,3.99999825921;7.99992865033;14.0000238812,-183981.06436142835,689.2393841893936,1.000096907551906,True,accepted
4,3,12.999675008136618,202.14995752589834,28.307723689158674,True,-183981.06436142835,residual_peak,3.99999818439;7.99992873322;13.000088592;14.000024164,-184169.82880513577,188.76444370741956,1.000149832348139,True,accepted
5,4,38.28904277396547,18.547028579059333,28.307723689158674,False,-184169.82880513577,,,,,,False,GLRT below threshold
