replicate,sample_count,glrt_score,glrt_threshold,false_alarm,runtime_seconds
0,40001,24.836516851394396,29.869678849094605,False,0.0038852999568916857
1,40001,24.150717029423845,29.869678849094605,False,0.0027378000086173415
2,40001,19.055753520663643,29.869678849094605,False,0.002173599961679429
3,40001,18.272384746587058,29.869678849094605,False,0.004211199993733317
4,40001,19.860495581944264,29.869678849094605,False,0.002136400027666241
5,40001,21.180206106755243,29.869678849094605,False,0.0023498000227846205
6,40001,17.30210110684154,29.869678849094605,False,0.0023187000188045204
7,40001,19.041068593437018,29.869678849094605,False,0.004275199957191944
8,40001,20.636625130380878,29.869678849094605,False,0.0020411000004969537
9,40001,21.439118650060067,29.869678849094605,False,0.002307399990968406
10,40001,18.95011208109094,29.869678849094605,False,0.0023024999536573887
11,40001,18.97554544500852,29.869678849094605,False,0.0023625000030733645
12,40001,23.17360776167361,29.869678849094605,False,0.00411160005023703
13,40001,20.094714977598628,29.869678849094605,False,0.0021922000451013446
14,40001,18.125527282155993,29.869678849094605,False,0.0036293999874033034
15,40001,24.96737550891185,29.869678849094605,False,0.0032220000284723938
16,40001,19.387498729973327,29.869678849094605,False,0.003562500001862645
17,40001,22.831838808365475,29.869678849094605,False,0.002654800016898662
18,40001,26.985526852761183,29.869678849094605,False,0.00394099997356534
19,40001,25.126670303039727,29.869678849094605,False,0.0021159000461921096
20,40001,20.8532986928133,29.869678849094605,False,0.00397380004869774
21,40001,18.159040383063637,29.869678849094605,False,0.003354199987370521
22,40001,18.965620773471752,29.869678849094605,False,0.00401209999108687
23,40001,22.47884684854302,29.869678849094605,False,0.003303100005723536
24,40001,20.736074628599535,29.869678849094605,False,0.003075399959925562
25,40001,16.876467977081912,29.869678849094605,False,0.004257699998561293
26,40001,21.388623839232523,29.869678849094605,False,0.0023612999939359725
27,40001,21.539225411606452,29.869678849094605,False,0.0027307000127620995
28,40001,17.901493654398084,29.869678849094605,False,0.002805700001772493
29,40001,23.328921859973452,29.869678849094605,False,0.0029625999741256237
30,40001,18.166067077688897,29.869678849094605,False,0.0028661999967880547
31,40001,21.549156088567326,29.869678849094605,False,0.0027416999801062047
32,40001,20.724009663819334,29.869678849094605,False,0.0028362000011838973
33,40001,20.827249821948556,29.869678849094605,False,0.004372299998067319
34,40001,21.740121896418483,29.869678849094605,False,0.0022994999890215695
35,40001,20.936788963411832,29.869678849094605,False,0.002703299978747964
36,40001,18.191702626944448,29.869678849094605,False,0.0038108000298961997
37,40001,20.729241178829007,29.869678849094605,False,0.003846600011456758
38,40001,19.15840772271468,29.869678849094605,False,0.0029861999792046845
39,40001,18.355955979511755,29.869678849094605,False,0.0033653000136837363
40,40001,20.726941031701678,29.869678849094605,False,0.0029681000160053372
41,40001,20.30853943908886,29.869678849094605,False,0.0027774000191129744
42,40001,20.68151404033739,29.869678849094605,False,0.005425999988801777
43,40001,25.36790581735666,29.869678849094605,False,0.0029162000282667577
44,40001,21.18562176611059,29.869678849094605,False,0.0029707999783568084
45,40001,22.157489331519468,29.869678849094605,False,0.0035667000338435173
46,40001,23.1120258956682,29.869678849094605,False,0.002940499980468303
47,40001,22.265667484987976,29.869678849094605,False,0.0030220000189729035
48,40001,21.596318581471266,29.869678849094605,False,0.0037520999903790653
49,40001,18.93917764799518,29.869678849094605,False,0.0035305999917909503
50,40001,19.852808148323764,29.869678849094605,False,0.0031212999601848423
51,40001,18.660071619795108,29.869678849094605,False,0.0029344999929890037
52,40001,18.4083816758147,29.869678849094605,False,0.0030937999836169183
53,40001,18.641130053627332,29.869678849094605,False,0.002960400015581399
54,40001,17.084666520784747,29.869678849094605,False,0.003596800030209124
55,40001,19.705584641987624,29.869678849094605,False,0.0029789000400342047
56,40001,24.593300556926867,29.869678849094605,False,0.0034303999855183065
57,40001,24.55759057212937,29.869678849094605,False,0.0030825999565422535
58,40001,22.102745328260706,29.869678849094605,False,0.0029125000000931323
59,40001,23.06069927940267,29.869678849094605,False,0.002730000007431954
60,40001,21.638843090681004,29.869678849094605,False,0.002681199985090643
61,40001,23.447301659902443,29.869678849094605,False,0.00269059999845922
62,40001,18.23893430532709,29.869678849094605,False,0.0027692000148817897
63,40001,21.032816759159946,29.869678849094605,False,0.003112400008831173
64,40001,28.969630542361738,29.869678849094605,False,0.0030423999996855855
65,40001,23.345823824096765,29.869678849094605,False,0.0031018999870866537
66,40001,18.553051439192494,29.869678849094605,False,0.0031408999930135906
67,40001,20.26394179604118,29.869678849094605,False,0.003070299979299307
68,40001,19.033853136635056,29.869678849094605,False,0.0032155000371858478
69,40001,19.44895890165393,29.869678849094605,False,0.00318840000545606
70,40001,18.82820834076194,29.869678849094605,False,0.0031631000456400216
71,40001,22.289221857772883,29.869678849094605,False,0.0036341999657452106
72,40001,22.524649185993493,29.869678849094605,False,0.003297800023574382
73,40001,23.657702386333984,29.869678849094605,False,0.003055299981497228
74,40001,17.67622556642727,29.869678849094605,False,0.0033466999884694815
75,40001,20.9779009222926,29.869678849094605,False,0.0029692999669350684
76,40001,19.90094660264901,29.869678849094605,False,0.0033653999562375247
77,40001,27.405311252828803,29.869678849094605,False,0.0029787999810650945
78,40001,28.356661967794558,29.869678849094605,False,0.002742099983152002
79,40001,21.521016324251903,29.869678849094605,False,0.002657799981534481
80,40001,17.97152529526738,29.869678849094605,False,0.0027680000057443976
81,40001,19.70569151075229,29.869678849094605,False,0.002996700000949204
82,40001,21.141305347273942,29.869678849094605,False,0.003347200050484389
83,40001,17.878639501556563,29.869678849094605,False,0.002704199985601008
84,40001,20.32846255534298,29.869678849094605,False,0.0033931999932974577
85,40001,22.651874324086098,29.869678849094605,False,0.0027854000218212605
86,40001,21.21588077571587,29.869678849094605,False,0.0030991999665275216
87,40001,24.531037112031164,29.869678849094605,False,0.003390599973499775
88,40001,19.849288425105026,29.869678849094605,False,0.0028017000295221806
89,40001,19.323650535800663,29.869678849094605,False,0.0033612000406719744
90,40001,20.079153497635417,29.869678849094605,False,0.003017399983946234
91,40001,22.845689092274455,29.869678849094605,False,0.0029129000031389296
92,40001,18.48672062724329,29.869678849094605,False,0.0031291000195778906
93,40001,22.1248440053507,29.869678849094605,False,0.0029941999819129705
94,40001,17.35959956528942,29.869678849094605,False,0.0032887000124901533
95,40001,19.394092116911672,29.869678849094605,False,0.002757399983238429
96,40001,22.02321576637611,29.869678849094605,False,0.003959699999541044
97,40001,20.844516148446395,29.869678849094605,False,0.004055400029756129
98,40001,19.849220679776124,29.869678849094605,False,0.004745899990666658
99,40001,23.512501558826877,29.869678849094605,False,0.0049989999970421195
100,40001,18.801528432300284,29.869678849094605,False,0.0045362000237219036
101,40001,18.439137824775212,29.869678849094605,False,0.004817000008188188
102,40001,20.513007475778167,29.869678849094605,False,0.004301199980545789
103,40001,21.01403310861964,29.869678849094605,False,0.004267999960575253
104,40001,18.653065668029235,29.869678849094605,False,0.005034799978602678
105,40001,17.65804907861906,29.869678849094605,False,0.004185400030110031
106,40001,20.167086862088308,29.869678849094605,False,0.004077000019606203
107,40001,22.132619655503618,29.869678849094605,False,0.004374600015580654
108,40001,22.65506339782509,29.869678849094605,False,0.004536399967037141
109,40001,19.370732471008502,29.869678849094605,False,0.004062599968165159
110,40001,26.491190566940542,29.869678849094605,False,0.004168499959632754
111,40001,21.90448811120087,29.869678849094605,False,0.0041248000343330204
112,40001,24.137725311373092,29.869678849094605,False,0.0036484000156633556
