amplitude_case,separation_hz,rayleigh_multiples,runs,main_success_rate,main_ci95_low,main_ci95_high,music_success_rate,music_ci95_low,music_ci95_high,median_condition_design,max_condition_design,ill_conditioned_rate,mean_main_runtime_seconds,mean_music_runtime_seconds,priority_for_more_runs
equal,0.00025,0.1,200,0.0,0.0,0.018846005918320894,0.0,0.0,0.018846005918320894,1.0807044494113085,425.99634581762035,0.0,0.06610465300094802,0.021802280001866167,False
equal,0.0005,0.2,200,0.0,0.0,0.018846005918320894,0.0,0.0,0.018846005918320894,1.0903089822325518,2092.0466752064863,0.0,0.07712565249821637,0.02434190649888478,False
equal,0.00075,0.3,200,0.0,0.0,0.018846005918320894,0.0,0.0,0.018846005918320894,1.0934079383270583,10.28197019054597,0.0,0.07953291749960044,0.025119207001116594,False
equal,0.001,0.4,200,0.0,0.0,0.018846005918320894,0.0,0.0,0.018846005918320894,1.0931831067723352,201.39696365397722,0.0,0.07892472399980761,0.025024945501063486,False
equal,0.0015,0.6,200,0.075,0.045974507057252416,0.12004459797332034,0.01,0.0027466006037749346,0.03572248519617954,1.1124618953694396,57.34536968232495,0.0,0.08315007200028049,0.026171026002557482,False
equal,0.002,0.8,200,0.46,0.39232931140961247,0.5291783690638533,0.2,0.15045120743928825,0.26085639611170436,1.1112555062920295,2.6883257031348853,0.0,0.07942491550202249,0.02502046599984169,False
equal,0.0025,1.0,200,0.91,0.8622332538615105,0.9423130212854665,0.715,0.648845269187895,0.773050948267227,1.1642040732604118,1.2469922525013237,0.0,0.08093129149987362,0.02618090149917407,True
equal,0.003,1.2,200,1.0,0.9811539940816791,1.0,0.97,0.9361048802675267,0.9861798741692518,1.2316758935708263,1.2470450792230676,0.0,0.0816004945023451,0.025175608499266672,False
equal,0.004,1.6,200,1.0,0.9811539940816791,1.0,1.0,0.9811539940816791,1.0,1.1888836244323324,1.2452688594460206,0.0,0.08094765049580019,0.025512141500075813,False
equal,0.005,2.0,200,1.0,0.9811539940816791,1.0,1.0,0.9811539940816791,1.0,1.0151574765820728,1.0682327441683572,0.0,0.0796328190001077,0.024956971500359942,False
equal,0.0075,3.0,200,1.0,0.9811539940816791,1.0,1.0,0.9811539940816791,1.0,1.0063352363224993,1.0313643391105094,0.0,0.10328711450041737,0.031019263002381194,False
equal,0.01,4.0,200,1.0,0.9811539940816791,1.0,1.0,0.9811539940816791,1.0,1.004450332898528,1.0248882269842436,0.0,0.09869638650037814,0.029805147498555017,False
unequal,0.00025,0.1,200,0.0,0.0,0.018846005918320894,0.0,0.0,0.018846005918320894,1.0922696367077651,1.8683116368780648,0.0,0.08504484450095333,0.02575296299677575,False
unequal,0.0005,0.2,200,0.0,0.0,0.018846005918320894,0.0,0.0,0.018846005918320894,1.0907818203217106,53.1164268110371,0.0,0.07939128799684113,0.025337340002006385,False
unequal,0.00075,0.3,200,0.0,0.0,0.018846005918320894,0.0,0.0,0.018846005918320894,1.0911909985057429,29.948255622079316,0.0,0.07795980949886143,0.025244085001468193,False
unequal,0.001,0.4,200,0.0,0.0,0.018846005918320894,0.0,0.0,0.018846005918320894,1.0886891980850917,12.384908828193383,0.0,0.07985626799636521,0.02561187850224087,False
unequal,0.0015,0.6,200,0.01,0.0027466006037749346,0.03572248519617954,0.0,0.0,0.018846005918320894,1.0863618182642454,76.45819057325323,0.0,0.07827368250116706,0.02438176250027027,False
unequal,0.002,0.8,200,0.31,0.24998842733633997,0.377173054912622,0.02,0.007804300176394188,0.050287865505193874,1.0926538577358254,2848.783526949206,0.0,0.07972815650166012,0.024599937999737448,False
unequal,0.0025,1.0,200,0.665,0.5970206277343806,0.7267601903125736,0.135,0.09446507976920289,0.18929250455117141,1.1574443243508983,7.357938537906379,0.0,0.0801087900006678,0.025061015500978102,False
unequal,0.003,1.2,200,0.87,0.8163353692726989,0.9097185863477437,0.425,0.35853495209243025,0.4942919487953179,1.224443543909649,1.7512377405739188,0.0,0.08069011099811178,0.025190340502012985,True
unequal,0.004,1.6,200,1.0,0.9811539940816791,1.0,0.92,0.8740095102048769,0.9501598448237337,1.1751596156686301,1.2465537423248576,0.0,0.07983381899975939,0.02475471599987941,False
unequal,0.005,2.0,200,1.0,0.9811539940816791,1.0,0.99,0.9642775148038205,0.9972533993962251,1.0185317282778255,1.0801366472815725,0.0,0.08040456749906298,0.02502642299834406,False
unequal,0.0075,3.0,200,1.0,0.9811539940816791,1.0,1.0,0.9811539940816791,1.0,1.0085745890277824,1.0548688008028897,0.0,0.07876247949956451,0.024350410000188276,False
unequal,0.01,4.0,200,1.0,0.9811539940816791,1.0,1.0,0.9811539940816791,1.0,1.0063584667684844,1.0264357166309088,0.0,0.08083652150118724,0.02496951750043081,False
