data_path,sample_count,sampling_rate_hz,duration_s,estimated_k,residual_std,explained_variance,total_snr_db,condition_design,condition_normal,numerical_rank,column_count,ill_conditioned,random_seed,p_fa_total,p_fa_step,bic_acceptance_delta,linear_trend_slope,linear_trend_intercept
C:\Users\Aupassen\Desktop\数学建模\A题：机械设备故障检测\data.xlsx,40001,100.00000000009095,400.0,4,0.099879860269563,0.11915160249147161,-8.687934438871348,1.000149904352055,1.0002998311754248,9,9,False,20260620,0.05,0.005,10.0,4.6229240570925736e-07,-0.0003382025299250292
