data_path,sample_count,sampling_rate_hz,duration_s,estimated_k,residual_std,explained_variance,total_snr_db,condition_design,condition_normal,numerical_rank,column_count,ill_conditioned,random_seed,p_fa_total,p_fa_step,bic_acceptance_delta,linear_trend_slope,linear_trend_intercept
C:\Users\Aupassen\Desktop\数学建模\A题：机械设备故障检测\data.xlsx,40001,100.00000000009095,400.0,4,0.09987985926721701,0.11915162017100878,-8.687932713767161,1.000149832348139,1.0002996871460106,9,9,False,20260620,0.05,0.005,10.0,4.6229240570925736e-07,-0.0003382025299250292
