sample_count,sampling_rate_hz,residual_mean,residual_std,skewness,raw_kurtosis,excess_kurtosis,max_abs_acf_lag_1_100,max_abs_acf_lag,acf_95pct_reference,significant_acf_lags_1_100,ljung_box_lag,ljung_box_q,ljung_box_df,ljung_box_p_value,jarque_bera_statistic,jarque_bera_df,jarque_bera_p_value,explained_variance,condition_design
40001,100.00000000009095,7.33839073300396e-18,0.099879860269563,-0.01428295525301601,2.996354589901392,-0.0036454100986080817,0.015421628078529847,21,0.009799877502296828,3,100,86.43070318678035,100,0.8312133693049204,1.3822016505535164,2,0.50102422524855,0.11915160249147161,1.000149904352055
