time_s,detrended_observation,fitted_four_component_signal,residual
0.97,-0.039431923276320655,0.022705625860432885,-0.06213754913675354
0.98,0.12393584207934728,-0.0002497074994214309,0.12418554957876872
0.99,0.08383664496879423,-0.0038056024412350983,0.08764224741002932
1.0,-0.09688174638422284,0.010705845867165843,-0.10758759225138868
1.01,0.04468488722302511,0.027229267398433624,0.017455619824591487
1.02,0.07452971781092707,0.02843696043189412,0.046092757379032956
1.03,0.082495867184948,0.009712987135214143,0.07278288004973386
1.04,0.09071389622966795,-0.0168575837311994,0.10757147996086736
1.05,-0.14608198067018913,-0.031425979647518636,-0.11465600102267048
1.06,-0.05746572001594717,-0.02151538222992835,-0.03595033778601882
1.07,-0.11423372073646322,0.00797279547916153,-0.12220651621562476
1.08,-0.05075109306427929,0.03741472313311063,-0.08816581619738992
1.09,0.16107107506659665,0.04598080963267365,0.115090265433923
1.1,0.0162203130689396,0.0262342890203623,-0.010013975951422699
1.11,0.11764693085327155,-0.01074151874844922,0.12838844960172077
1.12,0.08856914120390148,-0.0432913483286208,0.13186048953252227
1.13,-0.27414775008661457,-0.05429207334311698,-0.2198556767434976
1.14,-0.03506731589544863,-0.042395981899326855,0.007328666003878229
1.15,-0.003175666363247685,-0.021424268958192723,0.018248602594945037
1.16,0.17550248293495427,-0.008772708209502971,0.18427519114445723
1.17,-0.025454367163092798,-0.011789633888644577,-0.013664733274448221
1.18,0.10787567855445014,-0.02244824949204707,0.1303239280464972
1.19,-0.014824629051657913,-0.024285664029110327,0.009461034977452414
1.2,0.0041052798934430295,-0.006265950608021284,0.010371230501464313
1.21,-0.025630840992003027,0.02710277144495499,-0.05273361243695802
1.22,0.1572342316383109,0.05739733178152354,0.09983689985678737
1.23,0.16370730473340386,0.06491041111385319,0.09879689361955067
1.24,-0.1173606207181162,0.043185730537856175,-0.16054635125597239
1.25,-0.022583853327180256,0.0046428662602661505,-0.027226719587446407
1.26,0.05693158968913069,-0.02721325637413743,0.08414484606326812
1.27,-0.16844064592659536,-0.03371497342619612,-0.13472567250039924
1.28,0.06358419536633657,-0.01372593050375987,0.07731012587009643
1.29,-0.12728862804310248,0.016074595797247224,-0.14336322384034972
1.3,0.02545870309271246,0.03354897336708694,-0.008090270274374482
1.31,0.1313827560829234,0.027111412375374695,0.10427134370754872
1.32,-0.061082514031559655,0.00369217262791371,-0.06477468665947336
1.33,-0.05469587768531471,-0.017171787654363075,-0.03752409003095164
1.34,-0.10830465883201178,-0.01871911613914194,-0.08958554269286984
1.35,-0.15046776784931382,-0.0003257418782553309,-0.1501420259710585
1.36,0.056034389540803115,0.021318570809205694,0.03471581873159742
1.37,-0.03604891283111594,0.024475143327588728,-0.06052405615870467
1.38,-0.047814166920210996,-0.0007216533536896544,-0.04709251356652134
1.39,0.061014133794507944,-0.04324503190319212,0.10425916569770007
1.4,0.03765272791088989,-0.07719996726689361,0.1148526951777835
1.41,-0.030400693139799168,-0.07918948386635558,0.04878879072655641
1.42,-0.06552619614373723,-0.04488113859636368,-0.020645057547373544
1.43,0.024384447052028715,0.007178920078598536,0.01720552697343018
1.44,-0.002253456823175341,0.04758474467731203,-0.04983820150048737
1.45,0.0402679748478226,0.05571426795397819,-0.015446293106155591
1.46,-0.06848667296069745,0.03321592398935259,-0.10170259695005004
1.47,-0.0034730861562295118,0.0018139256796852045,-0.005287011835914716
1.48,0.05934129749980443,-0.012943465913980693,0.07228476341378512
1.49,0.11427145857100837,-0.00029136074713952955,0.11456281931814791
1.5,-0.16974589822577169,0.028212687739999284,-0.19795858596577098
1.51,-0.10394673596706074,0.04768522736504512,-0.15163196333210585
1.52,-0.005779078486839798,0.03893763858317114,-0.04471671707001094
1.53,0.03978937875879615,0.0036343212633218104,0.03615505749547434
1.54,-0.05961506036537891,-0.035680379005408276,-0.023934681359970636
1.55,-0.07941752358173197,-0.05111824486910332,-0.028299278712628655
1.56,0.012759489700515974,-0.02965478660531656,0.042414276305832534
1.57,0.10856409317628492,0.016519259632960453,0.09204483354332446
1.58,0.06564309584512286,0.05725290698262064,0.008390188862502222
1.59,0.0474327786801298,0.0645933069834612,-0.017160528303331403
1.6,-0.046265066743768256,0.03187824127627763,-0.07814330802004588
1.61,-0.06522750427686931,-0.021625708867051844,-0.04360179540981747
1.62,-0.11527600980067837,-0.06383463400078583,-0.05144137579989254
1.63,-0.008773143980678424,-0.07153116857705918,0.06275802459638076
1.64,-0.06671228341529449,-0.04545267269352485,-0.021259610721769642
1.65,0.08089693936320246,-0.008369011759755024,0.08926595112295747
1.66,-0.005195342037603597,0.012157867948299076,-0.017353209985902673
1.67,-0.054636363434609654,0.003810128646373759,-0.05844649208098341
1.68,-0.035722186264771714,-0.022022834365143722,-0.013699351899627992
1.69,-0.029241772771763767,-0.03930487171265102,0.010063098940887253
1.7,-0.036880727180510824,-0.02725595367708768,-0.009624773503423143
1.71,-0.027846560668016884,0.0133831586974028,-0.041229719365419686
1.72,0.09516693079770906,0.05960306895565001,0.03556386184205905
1.73,0.06888749457004,0.08165004618458417,-0.012762551614544176
1.74,0.10686764604244595,0.06389934150016387,0.04296830454228208
1.75,0.10446237223795188,0.016264132473573892,0.08819823976437799
1.76,-0.15206363102998016,-0.03201397182845533,-0.12004965920152483
1.77,-0.11883965170112323,-0.05190697741607177,-0.06693267428505147
1.78,0.02324986532637172,-0.033830837374713346,0.05708070270108506
1.79,-0.00047151512776967184,0.006740836575347107,-0.007212351703116779
1.8,0.0424422604702456,0.04087376487926676,0.0015684955909788453
1.81,-0.10474597228258944,0.0464715366058695,-0.15121750888845895
1.82,0.09132381281782549,0.022871151010295434,0.06845266180753005
1.83,0.08235854795971044,-0.010275748475699968,0.09263429643541041
1.84,0.021875476783878377,-0.02845768262221435,0.05033315940609273
1.85,0.11819184350917833,-0.020554789001453577,0.1387466325106319
1.86,0.012371518772717263,0.003362596713661211,0.009008922059056053
1.87,-0.12197318431345579,0.020122455476544062,-0.14209563978999984
1.88,0.09124707158773115,0.011277178321928968,0.07996989326580219
1.89,-0.12359968558282891,-0.022462789667353482,-0.10113689591547542
1.9,0.050923689805144036,-0.060744534020431507,0.11166822382557554
1.91,-0.06393940605113302,-0.07744229590094122,0.0135028898498082
1.92,0.06663374392835192,-0.05894528918432894,0.12557903311268087
1.93,0.09446433906360786,-0.013825172996386012,0.10828951205999388
1.94,0.022856344645395807,0.03289006777402463,-0.010033723128628824
1.95,0.11007925153162275,0.05659783992301219,0.05348141160861056
1.96,0.02244903600869869,0.0491188177690135,-0.02666978176031481
1.97,0.12974715985695062,0.022702386265067164,0.10704477359188345
1.98,-0.035681778386894424,-0.00024762642385581365,-0.03543415196303861
1.99,0.05333733069713952,-0.003796735400398095,0.057134066097537614
2.0,-0.13615308593473854,0.010719472574058328,-0.14687255850879688
2.01,0.18279014143287242,0.027242713230057444,0.15554742820281497
2.02,0.14830730569847433,0.028444842926341352,0.11986246277213299
2.03,0.08287342578121529,0.009712257411400256,0.07316116836981504
2.04,-0.09546996777403677,-0.016866265507208957,-0.07860370226682781
2.05,-0.005303946852798823,-0.031438944222156394,0.026134997369357572
2.06,-0.02507648813811888,-0.021528037187931982,-0.003548450950186896
2.07,-0.11253001326587495,0.00796392245169729,-0.12049393571757223
2.08,0.184582688547872,0.03741109882527508,0.14717158972259692
2.09,-0.10681778408228106,0.04598228097803731,-0.15280006506031837
2.1,-0.0008234339816441086,0.026239977794280122,-0.02706341177592423
2.11,-0.11495478449885417,-0.010732700448178893,-0.10422208405067528
2.12,0.13091574898526778,-0.04328084506414172,0.17419659404940951
2.13,-0.038302960107987276,-0.054282030070887784,0.015979069962900508
2.14,-0.06859392024777235,-0.04238907754978326,-0.02620484269798909
2.15,-0.04365603979166939,-0.021422789706797205,-0.022233250084872185
2.16,-0.09116898318201745,-0.008777357648844044,-0.0823916255331734
2.17,-0.039217093398299506,-0.011798959170541325,-0.02741813422775818
2.18,-0.11672375185738756,-0.022459219413250953,-0.09426453244413661
2.19,0.06637642898937439,-0.024295107555710523,0.09067153654508492
2.2,-0.07763410338743168,-0.006271909693028941,-0.07136219369440273
2.21,0.061098888559783265,0.027100656853512723,0.033998231706270546
2.22,0.15121820842567318,0.057398524935971994,0.09381968348970118
2.23,0.07605815155895315,0.06491451534854734,0.011143636210405816
2.24,0.04022454955300009,0.04319284999710608,-0.002968300444105988
2.25,0.06039503998060003,0.004652879159584277,0.055742160821015754
2.26,0.06696740831111297,-0.027201903591652945,0.09416931190276592
2.27,-0.13291294162668107,-0.03370573336288394,-0.09920720826379714
2.28,-0.006282342739492137,-0.01372303859698057,0.007440695857488434
2.29,0.1870219870227108,0.016068484901668293,0.17095350212104252
2.3,0.01834372782482275,0.033534924262726085,-0.015191196437903336
2.31,0.0347371873316667,0.02709447905294827,0.007642708278718428
2.32,0.06998988167069364,0.003679225573199139,0.06631065609749451
2.33,-0.13954188098819542,-0.0171755976492754,-0.12236628333892002
2.34,-0.016219742809360477,-0.018713104273197893,0.002493361463837416
2.35,-0.005084203897097537,-0.0003138460933346191,-0.004770357803762918
2.36,0.04048076954179141,0.021330376931629116,0.019150392610162294
2.37,-0.04710888581735065,0.024482488924208942,-0.07159137474155959
2.38,0.0941089000228183,-0.0007192789864222927,0.09482817900924059
2.39,-0.020138188092079765,-0.04324488440562984,0.023106696313550074
2.4,0.03718488317808818,-0.07719896614778297,0.11438384932587115
2.41,-0.19166314705169787,-0.07918720873325429,-0.11247593831844359
2.42,-0.26664480812858393,-0.044880560521054984,-0.22176424760752894
2.43,0.02200525952166001,0.007173691767702307,0.014831567753957702
2.44,-0.0016868267424280498,0.04757217618724948,-0.04925900292967753
2.45,0.008601757482198893,0.05569780148345949,-0.0470960440012606
2.46,-0.040162970305509166,0.033203009748941595,-0.07336598005445076
2.47,-0.004264088681516221,0.001811915419783597,-0.006076004101299819
2.48,0.003145358039482722,-0.012932038636173775,0.016077396675656497
2.49,-0.06696732977466933,-0.0002709280523347838,-0.06669640172233456
2.5,0.13918232403098263,0.028232802260760123,0.1109495217702225
2.51,0.06175912535527155,0.047695990067543825,0.014063135287727728
2.52,-0.1904936428147565,0.03893536044792264,-0.22942900326267915
2.53,-0.009670213303663565,0.003622364810775459,-0.013292578114439024
2.54,0.04518891462807238,-0.03569426953701025,0.08088318416508264
2.55,-0.29256162416484266,-0.051127113171535156,-0.2414345109933075
2.56,0.18704365551811328,-0.029656624258320916,0.2167002797764342
2.57,0.1579026059207212,0.0165211000976957,0.1413815058230255
2.58,0.10777257666009016,0.05725313257721968,0.05051944408287048
2.59,0.11463231395703109,0.06458933489098324,0.05004297906604785
2.6,0.008198482799049037,0.03187262669297217,-0.02367414389392313
2.61,-0.03588016324154502,-0.021626923235880117,-0.014253240005664903
2.62,0.011648162158489923,-0.06382656352548353,0.07547472568397345
2.63,-0.20105300985666816,-0.07151442346708238,-0.12953858638958576
2.64,-0.018756968599047193,-0.04543415981940877,0.02667719122036158
2.65,-0.18131693803077126,-0.008358340525418772,-0.17295859750535247
2.66,0.0943140230013647,0.01215419557744474,0.08215982742391996
2.67,-0.10553159247956136,0.0037929500202476146,-0.10932454249980897
2.68,-0.17924382935065342,-0.022045532594531975,-0.15719829675612143
2.69,-0.09917239136679948,-0.0393225187529162,-0.059849872613883276
2.7,-0.13154484053575954,-0.027261416070340695,-0.10428342446541886
2.71,-0.011120644573775592,0.013389926919971335,-0.024510571493746927
2.72,-0.013374420835364649,0.059615925822464604,-0.07299034665782925
2.73,0.060702779336149294,0.0816612353153336,-0.02095845597918431
2.74,0.13537631251178323,0.06390449639556149,0.07147181611622173
2.75,-0.011338468093906819,0.016264370517132344,-0.02760283861103916
2.76,0.04206953342093412,-0.032014036961011294,0.07408357038194541
2.77,0.08117198265891107,-0.0519035940554459,0.13307557671435696
2.78,-0.023911885776232992,-0.03382454504266761,0.009912659266434618
2.79,0.15842732387873595,0.006745238798677342,0.15168208508005862
2.8,0.1259765403580479,0.04087070953110641,0.08510583082694148
2.81,0.2567975640693699,0.04645914204415312,0.21033842202521674
2.82,0.04124319812446478,0.02285342416017456,0.018389773964290222
2.83,-0.11564343904905627,-0.010290641666893675,-0.1053527973821626
2.84,-0.05021230357124334,-0.02846206566648167,-0.021750237904761667
2.85,-0.09022347543554439,-0.020546042547956757,-0.06967743288758763
2.86,-0.014699212849728449,0.0033804851621008583,-0.018079698011829307
2.87,0.058119180281658495,0.02014127710268623,0.03797790317897226
2.88,0.03895947177584944,0.011289181979326875,0.027670289796522567
2.89,-0.11764113902077362,-0.02246093445970907,-0.09518020456106455
2.9,-0.16654083937073869,-0.06075082342653138,-0.10579001594420731
2.91,-0.1810375600331567,-0.07745170891286496,-0.10358585112029176
2.92,0.0644405698528412,-0.058953421794380186,0.1233939916472214
2.93,-0.04412377260855085,-0.013830638224838316,-0.030293134383712533
2.94,-0.018144549875132903,0.03288588583369288,-0.05103043570882579
2.95,0.17656558106716705,0.056593092052445365,0.11997248901472168
2.96,0.05066081310617198,0.049113560112103376,0.0015472529940686042
2.97,-0.015324972752699076,0.022699139015774663,-0.03802411176847374
2.98,0.06883680040539887,-0.00024555023793250896,0.06908235064333137
2.99,0.12945350823923382,-0.003787868932113667,0.13324137717134749
3.0,0.15493569055538375,0.010733102667262231,0.14420258788812151
3.01,0.0307917653703787,0.027256164568792273,0.0035356008015864256
3.02,0.12938728595198662,0.028452730811746468,0.10093455514024015
3.03,-0.08145505980381242,0.009711531398464885,-0.0911665912022773
3.04,-0.12365529227596847,-0.01687494564837129,-0.10678034662759718
3.05,-0.02783140399390153,-0.03145190871303725,0.0036205047191357163
3.06,-0.04199668483123559,-0.021540692865149133,-0.020455991966086454
3.07,-0.16119317500799965,0.007955048241570986,-0.16914822324957063
3.08,0.0711861502359573,0.03740747264652288,0.03377867758943442
3.09,0.0014595004195912392,0.045983749358131855,-0.044524248938540616
3.1,0.11839423981245419,0.026245662539639815,0.09214857727281436
3.11,0.012771529730016124,-0.010723886374423253,0.02349541610443938
3.12,-0.10458902171171493,-0.04327034467524883,-0.061318677036466096
3.13,-0.245290353006596,-0.05427198677672559,-0.1910183662298704
3.14,-0.06847009209170704,-0.04238216960932495,-0.026087922482382092
3.15,0.0829263093716159,-0.02142130405827508,0.10434761342989098
3.16,-0.049936759246891164,-0.008781999966611333,-0.04115475928027983
3.17,0.06482884431393178,-0.01180827920365701,0.07663712351758879
3.18,0.0023489358337217252,-0.022470187940575405,0.024819123774297132
3.19,-0.05208968828783733,-0.024304554011953784,-0.027785134275883548
3.2,0.1211648826681156,-0.006277874782810401,0.127442757450926
3.21,-0.11602191911799045,0.02709853554392714,-0.14312045466191758
3.22,-0.009006619887445503,0.05739971303192406,-0.06640633291936957
3.23,0.17455682889452542,0.06491861754383367,0.10963821135069175
3.24,0.012515230498206383,0.04319997035430038,-0.030684739856093997
3.25,-0.11453572398553268,0.004662894722121436,-0.11919861870765411
3.26,0.03487774190923927,-0.027190547781206977,0.06206828969044625
3.27,-0.09175767082057479,-0.03369649071753747,-0.05806118010303732
3.28,-0.19179043720531383,-0.013720144502739345,-0.1780702927025745
3.29,0.1442083074883531,0.016062376301653934,0.12814593118669915
3.3,0.13059462907381905,0.033520877747499685,0.09707375132631937
3.31,0.08147976443025998,0.027077547942108687,0.054402216488151287
3.32,-0.09062981021363808,0.003666278970971859,-0.09429608918460994
3.33,0.006602433399162869,-0.017179410204605138,0.023781843603768005
3.34,-0.04731303347985619,-0.01870709807717183,-0.028605935402684357
3.35,0.0017008403736107547,-0.00030195751228091826,0.002002797885891673
3.36,-0.010456268802101302,0.02134217710400951,-0.03179844590611081
3.37,0.07237269858549164,0.024489832519274637,0.047882866066217
3.38,-0.11938813171748042,-0.000716901521755344,-0.11867123019572508
3.39,-0.09497969837828447,-0.0432447298407494,-0.05173496853753507
3.4,0.02431012216730847,-0.07719795692505552,0.10150807909236398
3.41,0.020437784234130413,-0.07918492772952197,0.09962271196365238
3.42,-0.029559502976255644,-0.04487998078015831,0.01532047780390267
3.43,0.11028539183469831,0.007168461097543087,0.10311693073715522
3.44,0.05049594185642824,0.04755960325159928,0.0029363386048289614
3.45,0.13968438898246718,0.055681330833821006,0.08400305814864617
3.46,0.11635866904252012,0.033190092955399285,0.08316857608712083
3.47,-0.03081019104858193,0.0018099040210343043,-0.03262009506961624
3.48,0.07623314179337301,-0.012920612291337443,0.08915375408471045
3.49,0.08098927456422296,-0.0002504970286195617,0.08123977159284253
3.5,0.0374835062976089,0.02825291470681703,0.009230591590791874
3.51,0.03327856357558484,0.04770675189873457,-0.01442818832314973
3.52,0.14392640880592678,0.03893308443169961,0.10499332437422716
3.53,0.000773247324171445,0.0036104139680136964,-0.0028371666438422516
3.54,0.01078885932008067,-0.03570815256212427,0.04649701188220494
3.55,-0.12639860966363137,-0.051135975250173674,-0.0752626344134577
3.56,0.012909601717358556,-0.029658460095160214,0.04256806181251877
3.57,-0.0386334405047285,0.01652293671114952,-0.055156377215878016
3.58,0.17291330871939845,0.05725335011242313,0.11565995860697531
3.59,0.2583044290898844,0.06458535402948008,0.1937190750604043
3.6,0.09161347778231632,0.03186700632368821,0.05974647145862811
3.61,-0.08460102409083474,-0.02162813843370717,-0.06297288565712757
3.62,0.027638164525161213,-0.06381848951704283,0.09145665404220404
3.63,-0.07992303720275885,-0.07149767295939352,-0.008425364243365333
3.64,0.0715008390392181,-0.045415642403238136,0.11691648144245623
3.65,-0.10770415417276796,-0.008347666967961657,-0.0993564872048063
3.66,-0.05290246343646101,0.012150523799264235,-0.06505298723572525
3.67,-0.10459565603716307,0.0037757717784272405,-0.10837142781559031
3.68,0.13988728372549886,-0.02206822956053731,0.16195551328603616
3.69,0.0706997864365728,-0.03934016403674338,0.11003995047331619
3.7,0.04220980931816576,-0.02726687792173965,0.06947668723990541
3.71,0.0416823374216687,0.013396692701204102,0.028285644720464596
3.72,0.08373744791547763,0.05962877693973848,0.024108670975739148
3.73,0.03960600813891858,0.08167241718374252,-0.042066409044823935
3.74,0.011985067018532528,0.06390964572874779,-0.05192457871021526
3.75,0.11218162614966448,0.01626460760199752,0.09591701854766696
3.76,0.0048621444157984145,-0.03201409756466217,0.036876241980460585
3.77,-0.06857036074497463,-0.05190020243625491,-0.016670158308719728
3.78,-0.15035814558506472,-0.03381824425254052,-0.1165399013325242
3.79,-0.13959953411119375,0.006749646226052184,-0.14634918033724592
3.8,0.011263907616914186,0.0408676544837421,-0.029603746866827912
3.81,0.08492282449399213,0.04644674365296305,0.03847608084102908
3.82,-0.12819987375623193,0.022835691780626385,-0.15103556553685832
3.83,-0.136306869773283,-0.010305539566850602,-0.1260013302064324
3.84,0.012525136553013957,-0.028466451339787757,0.04099158789280172
3.85,-0.0652894362838581,-0.020537296986661173,-0.04475213929719692
3.86,0.14073830265570184,0.0033983732602148723,0.13733992939548698
3.87,-0.18302932866706922,0.020160098082100567,-0.2031894267491698
3.88,0.21535181580754373,0.011301184988681394,0.20405063081886232
3.89,0.032833467675404675,-0.02245907866775251,0.05529254634315718
3.9,-0.06541789416244638,-0.06075710985976617,-0.0046607843026802084
3.91,-0.0029257365788144425,-0.07746111659561283,0.0745353800167984
3.92,-0.2347673591921905,-0.058961548349518514,-0.175805810842672
3.93,-0.10687471056993755,-0.013836099260993629,-0.09303861130894392
3.94,0.1528569549902864,0.03288170402825935,0.11997525096202705
3.95,0.18340494801301133,0.056588339722718935,0.1268166082902924
3.96,0.06653941883803527,0.049108294938430906,0.017431123899604363
3.97,0.1893427069820302,0.022695884112137965,0.16664682286989224
3.98,0.011270466340361157,-0.00024347894169055162,0.01151394528205171
3.99,-0.0488051194675459,-0.0037790030367334435,-0.04502611643081245
4.0,0.06630975313799604,0.010746736145646337,0.05556301699234971
4.01,-0.019496046994770012,0.027269621412503806,-0.04676566840727382
4.02,0.05062708910077493,0.028460624085679388,0.022166465015095543
4.03,0.14634836577790286,0.009710809095298464,0.1366375566826044
4.04,-0.1155086987545132,-0.01688362415396609,-0.0986250746005471
4.05,0.03396637926181576,-0.03146487311749102,0.06543125237930678
4.06,0.1158039558038327,-0.021553349257834954,0.13735730506166766
4.07,0.08562040321463964,0.00794617285195033,0.0776742303626893
4.08,0.10418002242040958,0.03740384459860419,0.0667761778218054
4.09,-0.03750270056975047,0.045985214772224954,-0.08348791534197542
4.1,0.13831013094765848,0.02625134325360957,0.11205878769404891
4.11,0.1882643139904924,-0.010715076530729041,0.19897939052122143
4.12,-0.33418025111841465,-0.043259847164461414,-0.29092040395395324
4.13,-0.016636770146862698,-0.054261943461705986,0.03762517331484329
4.14,-0.19783994937499075,-0.0423752580774898,-0.15546469129750096
4.15,0.08017926394852519,-0.021419812011568187,0.10159907596009338
4.16,-0.04261517630653787,-0.008786635161881865,-0.033828541144656006
4.17,0.06057145563034007,-0.011817593987724306,0.07238904961806437
4.18,0.06211947372417902,-0.02248115507373934,0.08460062879791835
4.19,-0.03360102537948204,-0.024314003396962516,-0.009287021982519527
4.2,0.15511411799329292,-0.0062838458756346565,0.16139796386892757
4.21,0.08233056414626184,0.02709640751784984,0.05523415662841201
4.22,-0.05376804450927721,0.05740089607042093,-0.11116894057969814
4.23,-0.008360152269003268,0.06492271769921316,-0.07328286996821644
4.24,0.13650598539289469,0.04320709160725547,0.09329889378563921
4.25,-0.13305879434227438,0.004672912944600191,-0.13773170728687456
4.26,-0.062351560824476446,-0.027179188946170114,-0.03517237187830633
